Mach, Specific Range
   0.432534,    0.126214
   0.434676,    0.126074
   0.436818,    0.125939
   0.438961,    0.125809
   0.441103,    0.125703
   0.443245,    0.125606
   0.445387,    0.125511
   0.447530,    0.125418
   0.449672,    0.125331
   0.451814,    0.125212
   0.453956,    0.125041
   0.456099,    0.124874
   0.458241,    0.124712
   0.460383,    0.124552
   0.462525,    0.124396
   0.464668,    0.124201
   0.466810,    0.123963
   0.468952,    0.123727
   0.471094,    0.123496
   0.473237,    0.123269
   0.475379,    0.123047
   0.477521,    0.122828
   0.479663,    0.122527
   0.481806,    0.122227
   0.483948,    0.121929
   0.486090,    0.121636
   0.488232,    0.121350
   0.490375,    0.121068
   0.492517,    0.120788
   0.494659,    0.120446
   0.496801,    0.120087
   0.498944,    0.119732
   0.501086,    0.119384
   0.503228,    0.119041
   0.505370,    0.118701
   0.507513,    0.118363
   0.509655,    0.118028
   0.511797,    0.117635
   0.513940,    0.117226
   0.516082,    0.116824
   0.518224,    0.116424
   0.520366,    0.116026
   0.522509,    0.115631
   0.524651,    0.115238
   0.526793,    0.114847
   0.528935,    0.114460
   0.531078,    0.114018
   0.533220,    0.113562
   0.535362,    0.113108
   0.537504,    0.112656
   0.539647,    0.112207
   0.541789,    0.111760
   0.543931,    0.111313
   0.546073,    0.110868
   0.548216,    0.110426
   0.550358,    0.109986
   0.552500,    0.109512
   0.554642,    0.109010
   0.556785,    0.108506
   0.558927,    0.108003
   0.561069,    0.107503
   0.563211,    0.107006
   0.565354,    0.106512
   0.567496,    0.106021
   0.569638,    0.105530
   0.571780,    0.105035
   0.573923,    0.104542
   0.576065,    0.104053
   0.578207,    0.103516
   0.580349,    0.102974
   0.582492,    0.102435
   0.584634,    0.101888
   0.586776,    0.101344
   0.588918,    0.100802
   0.591061,    0.100265
   0.593203,    0.099730
   0.595345,    0.099200
   0.597487,    0.098667
   0.599630,    0.098129
   0.601772,    0.097594
   0.603914,    0.097063
   0.606057,    0.096525
   0.608199,    0.095950
   0.610341,    0.095380
   0.612483,    0.094801
   0.614626,    0.094226
   0.616768,    0.093654
   0.618910,    0.093086
   0.621052,    0.092521
   0.623195,    0.091960
   0.625337,    0.091398
   0.627479,    0.090833
   0.629621,    0.090270
   0.631764,    0.089710
   0.633906,    0.089152
   0.636048,    0.088596
   0.638190,    0.088041
   0.640333,    0.087477
   0.642475,    0.086876
   0.644617,    0.086275
