Mach, Specific Range
   0.421582,    0.135469
   0.423951,    0.135292
   0.426319,    0.135121
   0.428688,    0.134958
   0.431057,    0.134822
   0.433425,    0.134685
   0.435794,    0.134555
   0.438163,    0.134432
   0.440531,    0.134315
   0.442900,    0.134098
   0.445269,    0.133882
   0.447637,    0.133668
   0.450006,    0.133459
   0.452375,    0.133256
   0.454743,    0.133009
   0.457112,    0.132712
   0.459481,    0.132418
   0.461849,    0.132129
   0.464218,    0.131844
   0.466587,    0.131563
   0.468956,    0.131246
   0.471324,    0.130873
   0.473693,    0.130507
   0.476062,    0.130145
   0.478430,    0.129787
   0.480799,    0.129433
   0.483168,    0.129084
   0.485536,    0.128669
   0.487905,    0.128236
   0.490274,    0.127807
   0.492642,    0.127382
   0.495011,    0.126961
   0.497380,    0.126543
   0.499748,    0.126130
   0.502117,    0.125705
   0.504486,    0.125215
   0.506854,    0.124729
   0.509223,    0.124246
   0.511592,    0.123766
   0.513960,    0.123291
   0.516329,    0.122824
   0.518698,    0.122359
   0.521066,    0.121898
   0.523435,    0.121366
   0.525804,    0.120827
   0.528172,    0.120291
   0.530541,    0.119760
   0.532910,    0.119231
   0.535279,    0.118706
   0.537647,    0.118184
   0.540016,    0.117665
   0.542385,    0.117148
   0.544753,    0.116604
   0.547122,    0.116015
   0.549491,    0.115429
   0.551859,    0.114848
   0.554228,    0.114270
   0.556597,    0.113690
   0.558965,    0.113112
   0.561334,    0.112537
   0.563703,    0.111966
   0.566071,    0.111399
   0.568440,    0.110836
   0.570809,    0.110235
   0.573177,    0.109600
   0.575546,    0.108970
   0.577915,    0.108343
   0.580283,    0.107722
   0.582652,    0.107104
   0.585021,    0.106478
   0.587389,    0.105854
   0.589758,    0.105236
   0.592127,    0.104622
   0.594495,    0.104012
   0.596864,    0.103405
   0.599233,    0.102788
   0.601601,    0.102130
   0.603970,    0.101464
   0.606339,    0.100803
   0.608708,    0.100148
   0.611076,    0.099495
   0.613445,    0.098835
   0.615814,    0.098181
   0.618182,    0.097532
   0.620551,    0.096888
   0.622920,    0.096250
   0.625288,    0.095612
   0.627657,    0.094972
   0.630026,    0.094337
   0.632394,    0.093707
   0.634763,    0.093081
   0.637132,    0.092424
   0.639500,    0.091755
   0.641869,    0.091087
   0.644238,    0.090422
   0.646606,    0.089762
   0.648975,    0.089104
   0.651344,    0.088450
   0.653712,    0.087794
   0.656081,    0.087139
