Time, Load Factor
   0.000000,    0.000000
   1.000000,    0.001924
   2.000000,    0.007593
   3.000000,    0.016852
   4.000000,    0.029543
   5.000000,    0.045510
   6.000000,    0.064592
   7.000000,    0.086632
   8.000000,    0.111471
   9.000000,    0.138952
  10.000000,    0.168918
  11.000000,    0.201215
  12.000000,    0.235691
  13.000000,    0.272194
  14.000000,    0.310578
  15.000000,    0.350698
  16.000000,    0.392417
  17.000000,    0.435598
  18.000000,    0.480110
  19.000000,    0.525827
  20.000000,    0.572623
  20.615549,    0.601913
  21.615549,    0.807112
  22.508364,    1.001693
  23.508364,    1.226339
  23.581456,    1.241844
  24.081456,    1.275758
  25.081456,    1.326480
  25.814772,    1.351902
  26.814772,    1.372360
  26.874132,    1.373067
  27.874132,    1.034949
  28.874132,    1.004905
  29.874132,    1.002257
  30.874132,    1.002528
  31.874132,    1.002803
  32.874132,    1.003073
  33.874132,    1.003337
  34.874132,    1.003593
  35.874132,    1.002649
  36.874132,    1.002649
  37.814772,    1.002965
  38.357469,    0.999402
  39.357469,    0.998054
  40.357469,    0.998144
  41.357469,    0.998253
  42.357469,    0.998361
  43.357469,    0.998468
  44.357469,    0.998575
  45.357469,    0.998679
  46.357469,    0.998783
  47.357469,    0.998886
  47.369907,    0.998870
  48.369907,    0.791218
  49.369907,    0.790704
  50.369907,    0.792401
  51.369907,    0.794864
  52.369907,    0.991775
  53.369907,    1.000063
  54.369907,    0.999546
  55.369907,    1.000383
  56.369907,    0.999856
  57.369907,    0.999326
  58.369907,    1.000156
  59.369907,    0.999636
  60.369907,    0.999120
  61.369907,    0.999948
  62.369907,    0.999422
  63.369907,    1.000251
  64.369907,    0.999730
  65.369907,    0.999210
  66.369907,    1.000039
  67.369907,    0.999515
  68.369907,    1.000340
  69.369907,    0.999820
  70.369907,    0.999297
  71.369907,    1.000123
  72.369907,    0.999601
  73.369907,    0.999084
  74.369907,    0.999905
  75.369907,    0.999382
  76.369907,    1.000206
  77.369907,    0.999686
  78.369907,    0.999168
  79.369907,    0.999989
  80.369907,    0.999468
  81.369907,    1.000288
  82.369907,    0.999771
  83.369907,    0.999252
  84.369907,    1.000072
  85.369907,    0.999551
  86.369907,    0.999039
  87.369907,    0.999853
  88.369907,    0.999335
  89.369907,    1.000153
  90.369907,    0.999635
  91.369907,    0.999121
  92.369907,    0.999935
  93.369907,    0.999417
  94.369907,    1.000233
  95.369907,    0.999717
  96.369907,    0.999203
  97.369907,    1.000016
  98.369907,    0.999499
  99.369907,    1.000310
 100.369907,    0.999797
 101.369907,    0.999282
 102.369907,    1.000094
 103.369907,    0.999579
 104.369907,    0.999071
 105.369907,    0.999877
 106.369907,    0.999361
 107.369907,    1.000171
 108.369907,    0.999658
 109.369907,    0.999148
 110.369907,    0.999955
 111.369907,    0.999441
 112.369907,    1.000247
 113.369907,    0.999736
 114.369907,    0.999225
 115.369907,    1.000030
 116.369907,    0.999517
 117.369907,    1.000321
 118.369907,    0.999813
 119.369907,    0.999302
 120.369907,    1.000107
 121.369907,    0.999595
 122.369907,    0.999090
 123.369907,    0.999889
 124.369907,    0.999378
 125.369907,    1.000180
 126.369907,    0.999672
 127.369907,    0.999166
 128.369907,    0.999965
 129.369907,    0.999456
 129.489961,    0.999395
