Mach, Rate of Climb
   0.297013,   -0.135817
   0.300477,   -0.159863
   0.303942,   -0.118803
   0.307406,   -0.073033
   0.310871,   -0.024371
   0.314335,    0.014129
   0.317800,    0.047912
   0.321264,    0.082334
   0.324729,    0.106146
   0.328193,    0.132287
   0.331658,    0.156919
   0.335122,    0.171610
   0.338587,    0.187836
   0.342052,    0.205299
   0.345516,    0.210324
   0.348981,    0.215838
   0.352445,    0.222441
   0.355910,    0.223051
   0.359374,    0.217339
   0.362839,    0.211778
   0.366303,    0.206795
   0.369768,    0.194390
   0.373232,    0.176185
   0.376697,    0.157786
   0.380161,    0.139385
   0.383626,    0.119117
   0.387090,    0.086701
   0.390555,    0.053738
   0.394019,    0.020126
   0.397484,   -0.014093
   0.400948,   -0.049528
   0.404413,   -0.098559
   0.407877,   -0.148850
   0.411342,   -0.200219
   0.414806,   -0.252502
   0.418271,   -0.305702
   0.421735,   -0.362397
   0.425200,   -0.431629
   0.428664,   -0.502131
   0.432129,   -0.573908
   0.435593,   -0.647307
   0.439058,   -0.722095
   0.442523,   -0.798178
   0.445987,   -0.878836
   0.449452,   -0.971512
   0.452916,   -1.065889
   0.456381,   -1.161910
   0.459845,   -1.259580
   0.463310,   -1.359152
   0.466774,   -1.460429
   0.470239,   -1.563381
   0.473703,   -1.668014
   0.477168,   -1.787314
   0.480632,   -1.909391
   0.484097,   -2.033477
   0.487561,   -2.159581
   0.491026,   -2.287809
   0.494490,   -2.418077
   0.497955,   -2.550392
   0.501419,   -2.684762
   0.504884,   -2.821198
   0.508348,   -2.959706
   0.511813,   -3.110252
   0.515277,   -3.266678
   0.518742,   -3.425390
   0.522206,   -3.586492
   0.525671,   -3.749995
   0.529135,   -3.915891
   0.532600,   -4.084017
   0.536064,   -4.254576
   0.539529,   -4.427576
   0.542994,   -4.602984
   0.546458,   -4.780572
   0.549923,   -4.960632
   0.553387,   -5.143173
   0.556852,   -5.338402
   0.560316,   -5.539194
   0.563781,   -5.742752
   0.567245,   -5.949089
   0.570710,   -6.158083
   0.574174,   -6.369437
   0.577639,   -6.583600
   0.581103,   -6.800585
   0.584568,   -7.020205
   0.588032,   -7.242158
   0.591497,   -7.466963
   0.594961,   -7.694630
   0.598426,   -7.924898
   0.601890,   -8.157477
   0.605355,   -8.392948
   0.608819,   -8.631322
   0.612284,   -8.872244
   0.615748,   -9.122065
   0.619213,   -9.381805
   0.622677,   -9.644719
   0.626142,   -9.910342
   0.629606,  -10.178494
   0.633071,  -10.449849
   0.636535,  -10.724421
   0.640000,  -11.001619
