eta, Cl
   0.000000,    1.846436
   0.020408,    1.853410
   0.040816,    1.866829
   0.061224,    1.879741
   0.081633,    1.892120
   0.102041,    1.903945
   0.122449,    1.915198
   0.142857,    1.925858
   0.163265,    1.935907
   0.183673,    1.945326
   0.204082,    1.954092
   0.224490,    1.962185
   0.244898,    1.969580
   0.265306,    1.976252
   0.285714,    1.982172
   0.306122,    1.987310
   0.326531,    1.991631
   0.346939,    1.995098
   0.367347,    1.997670
   0.387755,    1.999299
   0.408163,    1.999935
   0.428571,    1.999520
   0.448980,    1.997990
   0.469388,    1.995274
   0.489796,    1.991293
   0.510204,    1.985942
   0.530612,    1.979119
   0.551020,    1.970722
   0.571429,    1.960625
   0.591837,    1.948680
   0.612245,    1.934724
   0.632653,    1.918567
   0.653061,    1.899994
   0.673469,    1.878756
   0.693878,    1.854563
   0.714286,    1.827080
   0.734694,    1.795911
   0.755102,    1.760585
   0.775510,    1.720539
   0.795918,    1.675087
   0.816327,    1.623383
   0.836735,    1.564360
   0.857143,    1.496644
   0.877551,    1.418400
   0.897959,    1.327078
   0.918367,    1.218916
   0.938776,    1.087873
   0.959184,    0.922818
   0.979592,    0.697309
   1.000000,    0.000000
