Speed, Forces
 217.222917, 11725.819786
 219.547775, 11690.971612
 221.872634, 11658.780952
 224.197493, 11626.896932
 226.522352, 11595.012911
 228.847211, 11563.128890
 231.172070, 11532.464053
 233.496929, 11502.614189
 235.821788, 11472.764326
 238.146647, 11442.914463
 240.471506, 11412.985448
 242.796365, 11382.873631
 245.121223, 11352.761815
 247.446082, 11322.649999
 249.770941, 11292.535240
 252.095800, 11261.829972
 254.420659, 11231.124703
 256.745518, 11200.419434
 259.070377, 11169.714165
 261.395236, 11140.268921
 263.720095, 11111.343948
 266.044954, 11082.418975
 268.369812, 11053.494001
 270.694671, 11025.752081
 273.019530, 10999.708623
 275.344389, 10973.665165
 277.669248, 10947.621708
 279.994107, 10921.713813
 282.318966, 10896.866107
 284.643825, 10872.018400
 286.968684, 10847.170694
 289.293543, 10822.322988
 291.618402, 10797.749458
 293.943260, 10773.237681
 296.268119, 10748.725904
 298.592978, 10724.214127
 300.917837, 10700.366928
 303.242696, 10677.135719
 305.567555, 10653.904510
 307.892414, 10630.673301
 310.217273, 10607.625782
 312.542132, 10585.222814
 314.866991, 10562.819847
 317.191849, 10540.416879
 319.516708, 10518.013911
 321.841567, 10494.733696
 324.166426, 10471.381924
 326.491285, 10448.030152
 328.816144, 10424.678380
 331.141003, 10400.688107
 333.465862, 10376.318607
 335.790721, 10351.949106
 338.115580, 10327.579606
 340.440438, 10303.204318
 342.765297, 10278.817290
 345.090156, 10254.430262
 347.415015, 10230.043234
 349.739874, 10205.658106
 352.064733, 10181.328680
 354.389592, 10156.999255
 356.714451, 10132.669830
 359.039310, 10108.340404
 361.364169, 10084.216643
 363.689028, 10060.166728
 366.013886, 10036.116813
 368.338745, 10012.066898
 370.663604, 9988.211617
 372.988463, 9964.605467
 375.313322, 9940.999316
 377.638181, 9917.393166
 379.963040, 9893.850457
 382.287899, 9870.692999
 384.612758, 9847.535540
 386.937617, 9824.378082
 389.262475, 9801.220624
 391.587334, 9778.896551
 393.912193, 9756.726275
 396.237052, 9734.556000
 398.561911, 9712.385725
 400.886770, 9690.840494
 403.211629, 9669.812892
 405.536488, 9648.785290
 407.861347, 9627.757687
 410.186206, 9606.953088
 412.511064, 9586.818163
 414.835923, 9566.683237
 417.160782, 9546.548311
 419.485641, 9526.413385
 421.810500, 9507.043083
 424.135359, 9487.710817
 426.460218, 9468.378552
 428.785077, 9449.046286
 431.109936, 9430.280251
 433.434795, 9411.811922
 435.759654, 9393.343592
 438.084512, 9374.875262
 440.409371, 9356.844501
 442.734230, 9339.597679
 445.059089, 9322.350856
 447.383948, 9305.104034
