Cl, Efficiency
   0.158634,    0.976962
   0.235220,    1.454734
   0.311798,    1.936264
   0.388373,    2.420937
   0.464948,    2.908385
   0.541529,    3.397273
   0.618117,    3.886935
   0.694718,    4.376058
   0.771335,    4.863329
   0.849108,    5.354381
   0.924835,    5.825120
   1.000589,    6.257209
   1.076374,    6.708593
