Cl, Efficiency
   0.162483,    1.000665
   0.241347,    1.492631
   0.320210,    1.988539
   0.399074,    2.488106
   0.477940,    2.990332
   0.556812,    3.494632
   0.635692,    4.000014
   0.714581,    4.505024
   0.793483,    5.008910
   0.873569,    5.517645
   0.951541,    6.007066
   1.029533,    6.490226
   1.107547,    6.963087
   1.185584,    7.422944
   1.263648,    7.835001
   1.341741,    8.266669
