Ground Roll Distance, Horizontal Forces
   0.000000, 3155.218464
   0.000000, 3179.578680
   0.000000, 3346.194908
   0.000000, 3378.753183
   0.000000, 3411.062058
   0.000000, 3443.123874
   0.000000, 3474.940946
   0.000000, 3481.275193
   0.000000, 3481.451063
   0.000000, 3481.534338
   0.000000, 3481.620660
   0.000000, 3481.674248
   0.000000, 3481.692537
   0.000000, 3481.698896
   0.000000, 34817.015191
   0.000000, 34817.063973
   0.000000, 34817.551793
   0.000000, 34822.429985
   0.000000, 34871.210656
   0.000000, 35358.884518
   0.000000, 38861.041995
   0.000000, 40133.283717
   0.000000, 40590.232742
   0.000000, 41035.175492
   0.000000, 44483.894425
   0.000000, 47880.073907
   0.000000, 51206.563352
   0.000000, 54445.792971
   0.000000, 57579.958039
   0.000000, 60591.221330
   0.000000, 63461.930589
   0.000000, 66174.847166
   0.000000, 68713.381268
   0.000000, 71061.828729
   0.000000, 71317.375282
   0.000000, 71472.230604
   0.000000, 71612.438239
   0.000000, 72968.793974
   0.000000, 74926.274943
   0.000000, 76658.062445
   0.000000, 78152.002248
   0.000000, 79397.740884
   0.000000, 80386.900265
   0.000000, 81113.220102
   0.000000, 81572.663882
   0.000000, 81763.485236
   0.000000, 81769.426075
   0.000000, 81769.439716
