Ground Roll Distance, Horizontal Forces
 340.712273, -14175.947726
 348.809444, -14140.249267
 404.882704, -13897.676912
 415.983848, -13850.608454
 427.047537, -13804.010529
 438.073930, -13757.878339
 449.063189, -13712.207143
 451.256599, -13703.127810
 451.317525, -13702.875785
 451.346375, -13702.756451
 451.376280, -13702.632752
 451.394846, -13702.555961
 451.401182, -13702.529754
 451.403385, -13702.520641
 451.404191, -45037.830554
 451.404952, -45037.867467
 451.412562, -45038.236602
 451.488662, -45041.927954
 452.249446, -45078.841949
 459.835496, -45448.024116
 513.290076, -48107.222662
 532.279854, -49076.916817
 539.046559, -49422.899553
 545.607900, -49755.730328
 595.564887, -52343.475210
 643.278340, -54907.043565
 688.680486, -57434.935164
 731.705550, -59915.315832
 772.290165, -62336.137290
 810.373766, -64685.269576
 845.899005, -66950.644048
 878.812139, -69120.404478
 909.063422, -71183.063288
 936.607469, -73127.659596
 939.580213, -73341.848217
 941.379344, -73468.126476
 943.006618, -73573.362291
 958.663693, -74596.515189
 980.995721, -76093.036161
1000.504452, -77444.487409
1017.156922, -78642.484346
1030.925855, -79679.802557
1041.789881, -80550.495603
1049.733726, -81249.992021
1054.748336, -81775.168673
1056.830957, -82124.398301
1056.895867, -82173.248338
1056.896016, -82175.525428
