Ground Roll Distance, Horizontal Forces
   0.000000, 17330.925665
   0.000000, 17246.853949
   0.000000, 16671.829793
   0.000000, 16559.465022
   0.000000, 16447.960977
   0.000000, 16337.309578
   0.000000, 16227.502838
   0.000000, 16205.642153
   0.000000, 16205.035193
   0.000000, 16204.747795
   0.000000, 16204.449881
   0.000000, 16204.264937
   0.000000, 16204.201821
   0.000000, 16204.179873
   0.000000, 16204.170821
   0.000000, 16204.153985
   0.000000, 16203.985629
   0.000000, 16202.302073
   0.000000, 16185.466939
   0.000000, 16017.161455
   0.000000, 14808.500594
   0.000000, 14369.425884
   0.000000, 14211.724123
   0.000000, 14058.165955
   0.000000, 12867.947746
   0.000000, 11695.861898
   0.000000, 10547.827400
   0.000000, 9429.907921
   0.000000, 8348.248208
   0.000000, 7309.004225
   0.000000, 6318.268100
   0.000000, 5381.989219
   0.000000, 4505.893031
   0.000000, 3695.399342
   0.000000, 3607.205387
   0.000000, 3553.761883
   0.000000, 3505.373574
   0.000000, 3037.269526
   0.000000, 2361.705777
   0.000000, 1764.033117
   0.000000, 1248.446202
   0.000000,  818.518210
   0.000000,  477.140577
   0.000000,  226.473847
   0.000000,   67.911099
   0.000000,    2.055036
   0.000000,    0.004740
   0.000000,    0.000032
