Speed (CAS), Climb Angle
  81.831822,    3.069333
  83.614291,    3.121141
  85.396759,    3.163827
  87.179227,    3.198966
  88.961695,    3.226150
  90.744163,    3.246807
  92.526631,    3.260558
  94.309099,    3.268998
  96.091567,    3.271919
  97.874035,    3.269291
  99.656504,    3.262116
 101.438972,    3.250660
 103.221440,    3.235338
 105.003908,    3.216158
 106.786376,    3.193608
 108.568844,    3.166628
 110.351312,    3.136316
 112.133780,    3.102759
 113.916248,    3.066569
 115.698717,    3.026331
 117.481185,    2.983497
 119.263653,    2.938743
 121.046121,    2.890061
 122.828589,    2.839818
 124.611057,    2.786779
 126.393525,    2.731636
 128.175993,    2.674268
 129.958461,    2.615110
 131.740930,    2.553739
 133.523398,    2.491783
 135.305866,    2.426884
 137.088334,    2.362345
 138.870802,    2.294231
 140.653270,    2.225144
 142.435738,    2.154760
 144.218206,    2.080457
 146.000674,    2.005424
 147.783143,    1.928698
 149.565611,    1.848771
 151.348079,    1.768484
 153.130547,    1.688815
 154.913015,    1.607004
 156.695483,    1.527770
 158.477951,    1.450317
 160.260419,    1.377740
 162.042887,    1.303810
 163.825355,    1.233515
 165.607824,    1.163270
 167.390292,    1.094239
 169.172760,    1.022275
 170.955228,    0.949003
 172.737696,    0.874877
 174.520164,    0.799716
 176.302632,    0.723664
 178.085100,    0.644602
 179.867568,    0.563803
 181.650037,    0.482104
 183.432505,    0.399563
 185.214973,    0.316189
 186.997441,    0.232004
 188.779909,    0.145011
 190.562377,    0.056485
 192.344845,   -0.032878
 194.127313,   -0.123071
 195.909781,   -0.214103
 197.692250,   -0.305971
 199.474718,   -0.398679
 201.257186,   -0.493577
 203.039654,   -0.590512
 204.822122,   -0.688312
 206.604590,   -0.786976
 208.387058,   -0.886505
 210.169526,   -0.986899
 211.951994,   -1.088159
 213.734463,   -1.190285
 215.516931,   -1.293277
 217.299399,   -1.398523
 219.081867,   -1.505606
 220.864335,   -1.613575
 222.646803,   -1.722433
 224.429271,   -1.832179
 226.211739,   -1.942814
 227.994207,   -2.054339
 229.776676,   -2.166754
 231.559144,   -2.280060
 233.341612,   -2.394257
 235.124080,   -2.509347
 236.906548,   -2.625506
 238.689016,   -2.744524
 240.471484,   -2.864453
 242.253952,   -2.985294
 244.036420,   -3.107047
 245.818889,   -3.229714
 247.601357,   -3.353295
 249.383825,   -3.477791
 251.166293,   -3.603203
 252.948761,   -3.729533
 254.731229,   -3.856780
 256.513697,   -3.984947
 258.296165,   -4.114034
