Speed (CAS), Efficiency
  61.799249,   13.949141
  62.216637,   14.004009
  62.634025,   14.064772
  63.051412,   14.121919
  63.468800,   14.177405
  63.886188,   14.230281
  64.303576,   14.280636
  64.720964,   14.329012
  65.138351,   14.374433
  65.555739,   14.418105
  65.973127,   14.458844
  66.390515,   14.497630
  66.807902,   14.533994
  67.225290,   14.567739
  67.642678,   14.600084
  68.060066,   14.628660
  68.477454,   14.657392
  68.894841,   14.680696
  69.312229,   14.704215
  69.729617,   14.724221
  70.147005,   14.742328
  70.564393,   14.759678
  70.981780,   14.772331
  71.399168,   14.785081
  71.816556,   14.794755
  72.233944,   14.801987
  72.651332,   14.809267
  73.068719,   14.811915
  73.486107,   14.813654
  73.903495,   14.815404
  74.320883,   14.811771
  74.738271,   14.807997
  75.155658,   14.804203
  75.573046,   14.795116
  75.990434,   14.785853
  76.407822,   14.776551
  76.825209,   14.762905
  77.242597,   14.748222
  77.659985,   14.733489
  78.077373,   14.716232
  78.494761,   14.696239
  78.912148,   14.676193
  79.329536,   14.656097
  79.746924,   14.631154
  80.164312,   14.605949
  80.581700,   14.580701
  80.999087,   14.554308
  81.416475,   14.524128
  81.833863,   14.493918
  82.251251,   14.463680
  82.668639,   14.432161
  83.086026,   14.397206
  83.503414,   14.362244
  83.920802,   14.327277
  84.338190,   14.292054
  84.755578,   14.252606
  85.172965,   14.213183
  85.590353,   14.173786
  86.007741,   14.134415
  86.425129,   14.092661
  86.842517,   14.049096
  87.259904,   14.005591
  87.677292,   13.962149
  88.094680,   13.918769
  88.512068,   13.872385
  88.929455,   13.825116
  89.346843,   13.777947
  89.764231,   13.730881
  90.181619,   13.683918
  90.599007,   13.634771
  91.016394,   13.584230
  91.433782,   13.533833
  91.851170,   13.483580
  92.268558,   13.433473
  92.685946,   13.383353
  93.103333,   13.329979
  93.520721,   13.276792
  93.938109,   13.223792
  94.355497,   13.170981
  94.772885,   13.118359
  95.190272,   13.065800
  95.607660,   13.010254
  96.025048,   12.954939
  96.442436,   12.899855
  96.859824,   12.845001
  97.277211,   12.790377
  97.694599,   12.735985
  98.111987,   12.680250
  98.529375,   12.623303
  98.946762,   12.566627
  99.364150,   12.510221
  99.781538,   12.454085
 100.198926,   12.398218
 100.616314,   12.342620
 101.033701,   12.286178
 101.451089,   12.228370
 101.868477,   12.170867
 102.285865,   12.113671
 102.703253,   12.056778
 103.120640,   12.000189
