Ground Distance, Speed
   0.000000,    0.000544
   0.050435,    0.543863
   0.553756,    1.085024
   1.112918,    1.625852
   1.672080,    2.166680
   2.231242,    2.707508
   2.790404,    3.248336
   3.349566,    3.789164
   3.908728,    4.329992
   4.467890,    4.870821
   5.027052,    5.411649
   5.586214,    5.952477
   6.952707,    6.488350
   8.420003,    7.023604
   9.887299,    7.558858
  11.354596,    8.094112
  12.821892,    8.629366
  14.289188,    9.164620
  15.756484,    9.699874
  17.223780,   10.235128
  18.691077,   10.770382
  20.158373,   11.305636
  22.424515,   11.835791
  24.790400,   12.365310
  27.156286,   12.894829
  29.522171,   13.424348
  31.888056,   13.953867
  34.253942,   14.483386
  36.619827,   15.012905
  38.985712,   15.542424
  41.351598,   16.071942
  43.717483,   16.601461
  46.873494,   17.125746
  50.128158,   17.649378
  53.382823,   18.173009
  56.637488,   18.696640
  59.892153,   19.220272
  63.146818,   19.743903
  66.401483,   20.267535
  69.656148,   20.791166
  72.910813,   21.314798
  76.165478,   21.838429
  80.201325,   22.356699
  84.334710,   22.874299
  88.468095,   23.391900
  92.601480,   23.909500
  96.734865,   24.427100
 100.868251,   24.944701
 105.001636,   25.462301
 109.135021,   25.979902
 113.268406,   26.497502
 117.401791,   27.015103
 122.307207,   27.527222
 127.309019,   28.038656
 132.310830,   28.550091
 137.312641,   29.061526
 142.314452,   29.572961
 147.316264,   30.084395
 152.318075,   30.595830
 157.319886,   31.107265
 162.321698,   31.618700
 167.323509,   32.130135
 173.087679,   32.635280
 178.947037,   33.139640
 184.806395,   33.643999
 190.665753,   34.148359
 196.525111,   34.652719
 202.384468,   35.157079
 208.243826,   35.661439
 214.103184,   36.165799
 219.962542,   36.670159
 225.821900,   37.174519
 232.431578,   37.671197
 239.134942,   38.166915
 245.838305,   38.662634
 252.541669,   39.158353
 259.245032,   39.654071
 265.948396,   40.149790
 272.651759,   40.645509
 279.355122,   41.141227
 286.058486,   41.636946
 292.761849,   42.132665
 300.202488,   42.620638
 307.735183,   43.107645
 315.267877,   43.594652
 322.800572,   44.081658
 330.333266,   44.568665
 337.865961,   45.055672
 345.398656,   45.542678
 352.931350,   46.029685
 360.464045,   46.516692
 367.996740,   47.003698
 376.253616,   47.482936
 384.600914,   47.961204
 392.948212,   48.439472
 401.295509,   48.917740
 409.642807,   49.396008
 417.990105,   49.874276
 426.337402,   50.352545
 434.684700,   50.830813
 443.031998,   51.309081
 451.379296,   51.787349
 460.437650,   52.257834
 469.584786,   52.727347
 478.731923,   53.196860
 487.879059,   53.666373
 497.026196,   54.135886
 506.173332,   54.605399
 515.320469,   55.074912
 524.467605,   55.544425
 533.614742,   56.013938
 542.761878,   56.483451
 552.606928,   56.945175
 562.539120,   57.405926
 572.471311,   57.866678
 582.403503,   58.327429
 592.335694,   58.788181
 602.267886,   59.248932
 612.200077,   59.709684
 622.132269,   60.170435
 632.064461,   60.631187
 641.996652,   61.091938
 652.613612,   61.544903
 663.316072,   61.996896
 674.018532,   62.448888
 684.720991,   62.900881
 695.423451,   63.352874
 706.125911,   63.804867
 716.828371,   64.256859
 727.530830,   64.708852
 738.233290,   65.160845
 748.935750,   65.612837
 760.309352,   66.056097
 771.766754,   66.498267
 783.224155,   66.940437
 794.681556,   67.382607
 806.138957,   67.824776
 817.596359,   68.266946
 829.053760,   68.709116
 840.511161,   69.151286
 851.968562,   69.593455
 863.425963,   70.035625
 875.538335,   70.467736
 887.732486,   70.898591
 899.926636,   71.329446
 912.120787,   71.760300
 924.314938,   72.191155
 936.509089,   72.622010
 948.703239,   73.052865
 960.897390,   73.483720
 973.091541,   73.914575
 985.285692,   74.345429
 998.117911,   74.766338
1011.029799,   75.186004
1023.941687,   75.605671
1036.853575,   76.025338
1049.765464,   76.445004
1062.677352,   76.864671
1075.589240,   77.284337
1088.501128,   77.704004
1101.413016,   78.123670
1114.324904,   78.543337
1127.858191,   78.953198
1141.469066,   79.361834
1155.079940,   79.770470
1168.690814,   80.179107
1182.301689,   80.587743
1195.912563,   80.996380
1209.523438,   81.405016
1223.134312,   81.813653
1236.745186,   82.222289
1250.356061,   82.630926
1264.571907,   83.029902
1278.863288,   83.427673
1293.154670,   83.825444
1307.446052,   84.223215
1321.737434,   84.620986
1336.028816,   85.018757
1350.320198,   85.416527
1364.611580,   85.814298
1378.902962,   86.212069
1393.194344,   86.609840
1408.074521,   86.998102
1423.028214,   87.385178
1437.981907,   87.772253
1452.935600,   88.159328
1467.889293,   88.546403
1482.842986,   88.933479
1497.796679,   89.320554
1512.750372,   89.707629
1527.704065,   90.094704
1542.657759,   90.481780
1558.184329,   90.859502
1573.782428,   91.236057
1589.380527,   91.612612
1604.978627,   91.989167
1620.576726,   92.365721
1636.174826,   92.742276
1651.772925,   93.118831
1667.371024,   93.495386
1682.969124,   93.871941
1698.567223,   94.248495
1714.722548,   94.615857
1730.947448,   94.982071
1747.172348,   95.348285
1763.397248,   95.714498
1779.622147,   96.080712
1795.847047,   96.446926
1812.071947,   96.813140
1828.296847,   97.179354
1844.521747,   97.545568
1860.746647,   97.911781
1877.513399,   98.268987
1894.347807,   98.625068
1911.182215,   98.981149
1928.016622,   99.337230
1944.851030,   99.693311
1961.685438,  100.049392
1978.519846,  100.405473
1995.354253,  100.761555
2012.188661,  101.117636
2029.023069,  101.473717
2046.384346,  101.821040
2063.811408,  102.167270
2081.238470,  102.513500
2098.665532,  102.859729
2116.092594,  103.205959
2133.519656,  103.552189
2150.946718,  103.898419
2168.373780,  104.244648
2185.800842,  104.590878
2203.227904,  104.937108
2221.167199,  105.274747
2239.170450,  105.611314
2257.173702,  105.947881
2275.176954,  106.284448
2293.180205,  106.621015
2311.183457,  106.957582
2329.186708,  107.294148
2347.189960,  107.630715
2365.193212,  107.967282
2383.196463,  108.303849
2401.697587,  108.631990
2420.260874,  108.959078
2438.824162,  109.286167
2457.387450,  109.613255
2475.950737,  109.940344
2494.514025,  110.267433
2513.077312,  110.594521
2531.640600,  110.921610
2550.203887,  111.248698
2568.767175,  111.575787
2587.599928,  111.898286
2590.539102,  111.948439
2609.674712,  112.265754
2628.810322,  112.583069
2647.945933,  112.900385
2667.081543,  113.217700
2686.217153,  113.535015
2705.352764,  113.852330
2724.488374,  114.169646
2743.623985,  114.486961
2762.781826,  114.803666
2782.413783,  115.107365
2802.045740,  115.411065
2821.677697,  115.714764
2841.309654,  116.018463
2860.941612,  116.322162
2880.573569,  116.625862
2900.205526,  116.929561
2919.837483,  117.233260
2939.469440,  117.536959
2959.123670,  117.839846
2979.252906,  118.125412
2999.382142,  118.410977
3019.511377,  118.696542
3039.640613,  118.982107
3059.769849,  119.267672
3079.899085,  119.553237
3100.028321,  119.838802
3120.157557,  120.124367
3140.286792,  120.409932
3160.436843,  120.694583
3181.030819,  120.959732
3201.624795,  121.224881
3222.218771,  121.490030
3242.812746,  121.755179
3263.406722,  122.020328
3284.000698,  122.285477
3304.594674,  122.550626
3325.188649,  122.815775
3345.782625,  123.080924
3365.454221,  123.334198
3386.399713,  123.457165
3407.345205,  123.580133
3428.290698,  123.703101
3449.236190,  123.826069
3470.181682,  123.949036
3491.127174,  124.072004
3512.072666,  124.194972
3533.018159,  124.317940
3553.963651,  124.440907
3574.909143,  124.563875
3595.946904,  124.587936
3616.984664,  124.611997
3638.022425,  124.636058
3659.060185,  124.660119
3680.097946,  124.684180
3701.134540,  124.657489
3722.171135,  124.630797
3743.207730,  124.604105
3764.244324,  124.577414
3785.280919,  124.550722
3806.271915,  124.473462
3827.262911,  124.396202
3848.253908,  124.318942
3869.244904,  124.241682
3890.235900,  124.164421
