Speed (CAS), Efficiency
  81.081024,   13.197533
  81.724442,   13.241591
  82.367860,   13.334725
  83.011278,   13.435591
  83.654695,   13.540069
  84.298113,   13.646068
  84.941531,   13.749464
  85.584949,   13.855243
  86.228367,   13.959073
  86.871785,   14.058076
  87.515203,   14.159246
  88.158621,   14.262645
  88.802039,   14.355685
  89.445456,   14.446906
  90.088874,   14.539965
  90.732292,   14.634911
  91.375710,   14.729148
  92.019128,   14.808292
  92.662546,   14.888856
  93.305964,   14.970871
  93.949382,   15.054373
  94.592800,   15.139394
  95.236217,   15.222863
  95.879635,   15.284191
  96.523053,   15.346434
  97.166471,   15.409607
  97.809889,   15.473728
  98.453307,   15.538813
  99.096725,   15.604879
  99.740143,   15.665524
 100.383560,   15.706789
 101.026978,   15.748539
 101.670396,   15.790780
 102.313814,   15.833520
 102.957232,   15.876763
 103.600650,   15.920516
 104.244068,   15.964786
 104.887486,   16.003100
 105.530904,   16.024152
 106.174321,   16.045390
 106.817739,   16.066813
 107.461157,   16.088424
 108.104575,   16.110223
 108.747993,   16.132211
 109.391411,   16.154391
 110.034829,   16.176764
 110.678247,   16.199330
 111.321665,   16.199150
 111.965082,   16.197539
 112.608500,   16.195919
 113.251918,   16.194290
 113.895336,   16.192652
 114.538754,   16.191005
 115.182172,   16.189350
 115.825590,   16.187685
 116.469008,   16.186011
 117.112426,   16.184329
 117.755843,   16.182637
 118.399261,   16.163158
 119.042679,   16.138698
 119.686097,   16.114180
 120.329515,   16.089605
 120.972933,   16.064973
 121.616351,   16.040286
 122.259769,   16.015545
 122.903187,   15.990749
 123.546604,   15.965901
 124.190022,   15.941001
 124.833440,   15.916050
 125.476858,   15.891048
 126.120276,   15.865997
 126.763694,   15.838757
 127.407112,   15.793466
 128.050530,   15.748185
 128.693948,   15.702887
 129.337365,   15.657531
 129.980783,   15.612059
 130.624201,   15.566399
 131.267619,   15.520463
 131.911037,   15.474145
 132.554455,   15.427324
 133.197873,   15.379858
 133.841291,   15.331588
 134.484709,   15.282334
 135.128126,   15.231901
 135.771544,   15.180069
 136.414962,   15.126601
 137.058380,   15.071242
 137.701798,   15.013713
 138.345216,   14.940589
 138.988634,   14.861526
 139.632052,   14.779607
 140.275470,   14.694507
 140.918887,   14.605888
 141.562305,   14.513401
 142.205723,   14.416694
 142.849141,   14.315404
 143.492559,   14.209171
 144.135977,   14.097634
 144.779395,   13.980440
