Speed (TAS), Rate of Climb
 132.149924,  388.069449
 133.569015,  390.940007
 134.988106,  393.687759
 136.407198,  395.884024
 137.826289,  397.538932
 139.245380,  398.664793
 140.664471,  399.276154
 142.083563,  399.370165
 143.502654,  398.789622
 144.921745,  397.718601
 146.340836,  396.179710
 147.759928,  394.062046
 149.179019,  391.334973
 150.598110,  388.184122
 152.017201,  384.437057
 153.436293,  380.114186
 154.855384,  375.426865
 156.274475,  369.948665
 157.693566,  364.126543
 159.112658,  357.656297
 160.531749,  350.715825
 161.950840,  343.214568
 163.369931,  335.179689
 164.789023,  327.606064
 166.208114,  320.008017
 167.627205,  311.860300
 169.046297,  303.291550
 170.465388,  294.058724
 171.884479,  284.567536
 173.303570,  274.218201
 174.722662,  263.620796
 176.141753,  252.366537
 177.560844,  240.605580
 178.979935,  228.542918
 180.399027,  215.591726
 181.818118,  202.355766
 183.237209,  188.632757
 184.656300,  174.164734
 186.075392,  159.393040
 187.494483,  144.073196
 188.913574,  128.030576
 190.332665,  111.665367
 191.751757,   94.830925
 193.170848,   77.159138
 194.589939,   59.145875
 196.009030,   40.964499
 197.428122,   23.156991
 198.847213,    4.901209
 200.266304,  -13.695402
 201.685395,  -32.739808
 203.104487,  -52.678724
 204.523578,  -72.977242
 205.942669,  -93.637037
 207.361760, -114.776064
 208.780852, -136.819328
 210.199943, -159.242548
 211.619034, -182.047495
 213.038125, -205.235938
 214.457217, -229.353348
 215.876308, -253.978368
 217.295399, -279.005501
 218.714491, -304.436605
 220.133582, -330.316762
 221.552673, -357.215281
 222.971764, -384.536171
 224.390856, -412.281372
 225.809947, -440.452828
 227.229038, -469.052482
 228.648129, -497.665338
 230.067221, -526.125470
 231.486312, -555.011268
 232.905403, -584.324753
 234.324494, -614.067945
 235.743586, -644.242865
 237.162677, -675.477654
 238.581768, -707.186156
 240.000859, -739.344458
 241.419951, -771.954652
 242.839042, -805.018830
 244.258133, -838.539087
 245.677224, -872.784054
 247.096316, -907.879830
 248.515407, -943.449469
 249.934498, -979.495130
 251.353589, -1016.018974
 252.772681, -1053.023161
 254.191772, -1090.509851
 255.610863, -1128.484859
 257.029954, -1167.595237
 258.449046, -1207.205595
 259.868137, -1247.305364
 261.287228, -1287.293890
 262.706319, -1327.782134
 264.125411, -1368.772318
 265.544502, -1410.266663
 266.963593, -1452.267393
 268.382685, -1495.127663
 269.801776, -1538.805377
 271.220867, -1583.006663
 272.639958, -1627.733799
