Range, Altitude
   0.000000,    0.000000
   1.085571,   10.668000
 154.666528, 7620.000000
2006.377259, 7620.000000
2144.087775,  457.200000
2172.465267, 3048.000000
2357.665267, 3048.000000
2400.242531,  457.200000
2400.242531,  457.200000
2406.885117,   15.240000
2407.596066,    0.000000
