Speed (CAS), Rate of Climb
 151.188678,  413.394079
 152.193128,  383.341661
 153.197577,  353.582652
 154.202026,  323.746609
 155.206476,  293.283568
 156.210925,  263.221898
 157.215375,  239.509322
 158.219824,  246.184767
 159.224274,  257.609547
 160.228723,  271.168244
 161.233173,  285.148063
 162.237622,  299.446654
 163.242072,  314.254469
 164.246521,  328.852544
 165.250971,  343.689756
 166.255420,  358.708042
 167.259869,  372.655961
 168.264319,  386.821212
 169.268768,  401.137470
 170.273218,  415.647542
 171.277667,  428.777772
 172.282117,  441.612263
 173.286566,  454.585918
 174.291016,  467.745093
 175.295465,  481.070348
 176.299915,  493.978163
 177.304364,  505.254115
 178.308814,  516.673953
 179.313263,  528.227176
 180.317713,  539.929192
 181.322162,  551.780865
 182.326611,  563.783360
 183.331061,  575.802201
 184.335510,  584.948326
 185.339960,  594.198277
 186.344409,  603.549381
 187.348859,  613.001345
 188.353308,  622.557322
 189.357758,  632.216726
 190.362207,  641.978716
 191.366657,  651.844583
 192.371106,  659.253168
 193.375556,  666.163939
 194.380005,  673.128912
 195.384454,  680.148453
 196.388904,  687.222725
 197.393353,  694.352019
 198.397803,  701.536624
 199.402252,  708.776831
 200.406702,  716.072928
 201.411151,  722.607579
 202.415601,  727.140881
 203.420050,  731.686864
 204.424500,  736.245591
 205.428949,  740.817129
 206.433399,  745.401542
 207.437848,  749.998893
 208.442297,  754.609250
 209.446747,  759.232674
 210.451196,  763.869233
 211.455646,  768.518990
 212.460095,  772.790196
 213.464545,  774.480945
 214.468994,  776.141723
 215.473444,  777.772383
 216.477893,  779.372782
 217.482343,  780.942774
 218.486792,  782.482214
 219.491242,  783.990958
 220.495691,  785.468860
 221.500141,  786.915777
 222.504590,  788.331562
 223.509039,  789.716071
 224.513489,  791.069159
 225.517938,  792.390682
 226.522388,  791.340454
 227.526837,  789.594549
 228.531287,  787.774242
 229.535736,  785.877012
 230.540186,  783.899275
 231.544635,  781.836268
 232.549085,  779.681935
 233.553534,  777.428804
 234.557984,  775.067861
 235.562433,  772.588418
 236.566882,  769.977979
 237.571332,  767.222096
 238.575781,  764.304222
 239.580231,  761.205563
 240.584680,  757.904916
 241.589130,  754.378507
 242.593579,  749.320717
 243.598029,  742.281205
 244.602478,  734.889750
 245.606928,  727.110403
 246.611377,  718.903750
 247.615827,  710.226713
 248.620276,  701.032350
 249.624725,  691.269645
 250.629175,  680.883297
