Speed(TAS), Altitude
 156.463181,    0.000000
 157.216873,  328.083990
 157.975890,  656.167979
 158.740281,  984.251969
 159.510097, 1312.335958
 160.285389, 1640.419948
 161.066208, 1968.503937
 161.852606, 2296.587927
 162.644636, 2624.671916
 163.442351, 2952.755906
 164.245805, 3280.839895
 165.055053, 3608.923885
 165.870150, 3937.007874
 166.691151, 4265.091864
 167.518114, 4593.175853
 168.351094, 4921.259843
 169.190152, 5249.343832
 170.035343, 5577.427822
 170.886729, 5905.511811
 171.744369, 6233.595801
 172.608324, 6561.679790
 173.478655, 6889.763780
 174.355424, 7217.847769
 175.238694, 7545.931759
 176.128530, 7874.015748
 177.024994, 8202.099738
 177.928154, 8530.183727
 178.838074, 8858.267717
 179.754822, 9186.351706
 180.678465, 9514.435696
 181.609072, 9842.519685
 182.546712, 10170.603675
 183.491455, 10498.687664
 184.443373, 10826.771654
 185.402538, 11154.855643
 186.369022, 11482.939633
 187.342900, 11811.023622
 188.324245, 12139.107612
 189.313134, 12467.191601
 190.309643, 12795.275591
 191.313851, 13123.359580
 192.325834, 13451.443570
 193.345674, 13779.527559
 194.373450, 14107.611549
 195.409245, 14435.695538
 196.453141, 14763.779528
 197.505221, 15091.863517
 198.565571, 15419.947507
 199.634276, 15748.031496
 200.711423, 16076.115486
 201.797101, 16404.199475
 202.891399, 16732.283465
 203.994407, 17060.367454
 205.106217, 17388.451444
 206.226921, 17716.535433
 207.356615, 18044.619423
 208.495392, 18372.703412
 209.643350, 18700.787402
 210.800587, 19028.871391
 211.967201, 19356.955381
 213.143292, 19685.039370
 214.328964, 20013.123360
 215.524318, 20341.207349
 216.729460, 20669.291339
 217.944495, 20997.375328
 219.169531, 21325.459318
 220.404677, 21653.543307
 221.650041, 21981.627297
 222.905738, 22309.711286
 224.171879, 22637.795276
 225.448580, 22965.879265
 226.735957, 23293.963255
 228.034128, 23622.047244
 229.343213, 23950.131234
 230.663332, 24278.215223
 231.994610, 24606.299213
 233.337170, 24934.383202
 234.691139, 25262.467192
 236.056645, 25590.551181
 237.433819, 25918.635171
 238.822791, 26246.719160
 240.223696, 26574.803150
 241.636669, 26902.887139
 243.061847, 27230.971129
 244.499370, 27559.055118
 245.949380, 27887.139108
 248.799586, 28215.223097
 251.299527, 28543.307087
 254.140672, 28871.391076
 256.976108, 29199.475066
 260.143391, 29527.559055
 262.964979, 29855.643045
 266.446447, 30183.727034
 269.582085, 30511.811024
 273.035071, 30839.895013
 276.472454, 31167.979003
 280.217288, 31496.062992
 283.941373, 31824.146982
 287.644541, 32152.230971
 291.642381, 32480.314961
 295.927211, 32808.398950
 300.180514, 33136.482940
 304.710213, 33464.566929
 309.202721, 33792.650919
 313.960783, 34120.734908
 318.976299, 34448.818898
 323.943170, 34776.902887
 329.451481, 35104.986877
 335.192305, 35433.070866
 341.447075, 35761.154856
 347.911800, 36089.238845
 355.860579, 36417.322835
 364.387551, 36745.406824
 374.500138, 37073.490814
 385.599316, 37401.574803
 399.034164, 37729.658793
 420.480201, 38057.742782
 454.378471, 38057.742782
 473.204646, 37729.658793
 482.920983, 37401.574803
 489.455491, 37073.490814
 494.702042, 36745.406824
 499.194896, 36417.322835
 503.343191, 36089.238845
 506.734414, 35761.154856
 510.187240, 35433.070866
 512.815218, 35104.986877
 515.189924, 34776.902887
 517.603586, 34448.818898
 520.055805, 34120.734908
 521.934888, 33792.650919
 523.533339, 33464.566929
 525.464743, 33136.482940
 527.109918, 32808.398950
 528.461084, 32480.314961
 529.510559, 32152.230971
 530.892193, 31824.146982
 531.966890, 31496.062992
 532.727167, 31167.979003
 533.821704, 30839.895013
 534.596772, 30511.811024
 535.045078, 30183.727034
 535.494634, 29855.643045
 535.270260, 29527.559055
 535.037693, 29199.475066
 534.454736, 28871.391076
 534.203660, 28543.307087
 533.944600, 28215.223097
 533.677618, 27887.139108
 533.402775, 27559.055118
 532.766403, 27230.971129
 532.473770, 26902.887139
 531.815248, 26574.803150
 531.505112, 26246.719160
 531.187438, 25918.635171
 530.497423, 25590.551181
 530.162652, 25262.467192
 529.451303, 24934.383202
 528.728325, 24606.299213
 527.620278, 24278.215223
 526.872176, 23950.131234
 526.112724, 23622.047244
 524.962104, 23293.963255
 524.178112, 22965.879265
 523.383038, 22637.795276
 522.576966, 22309.711286
 521.759979, 21981.627297
 520.932155, 21653.543307
 520.093576, 21325.459318
 519.244321, 20997.375328
 518.384465, 20669.291339
 517.514087, 20341.207349
 516.633262, 20013.123360
 515.742064, 19685.039370
 515.244938, 19356.955381
 514.335182, 19028.871391
 513.415262, 18700.787402
 512.485247, 18372.703412
 511.957388, 18044.619423
 511.009321, 17716.535433
 510.051357, 17388.451444
 509.501493, 17060.367454
 508.525834, 16732.283465
 507.962182, 16404.199475
 506.969052, 16076.115486
 505.966333, 15748.031496
 505.381411, 15419.947507
 504.361557, 15091.863517
 503.763303, 14763.779528
 502.726524, 14435.695538
 502.115111, 14107.611549
 501.061611, 13779.527559
 500.437205, 13451.443570
 499.807262, 13123.359580
 498.729950, 12795.275591
 498.087248, 12467.191601
 497.439110, 12139.107612
 496.785566, 11811.023622
 496.126647, 11482.939633
 495.011713, 11154.855643
 494.340395, 10826.771654
 493.663796, 10498.687664
 492.981946, 10170.603675
 492.294873, 9842.519685
 491.143336, 9514.435696
 489.983239, 9186.351706
 489.277284, 8858.267717
 488.101898, 8530.183727
 487.384098, 8202.099738
 486.193590, 7874.015748
 485.464081, 7545.931759
 484.258613, 7217.847769
 483.517525, 6889.763780
 482.297258, 6561.679790
 481.544719, 6233.595801
 480.787312, 5905.511811
 479.545943, 5577.427822
 478.777265, 5249.343832
 478.003797, 4921.259843
 477.225561, 4593.175853
 476.442581, 4265.091864
 475.654879, 3937.007874
 474.862477, 3608.923885
 474.065397, 3280.839895
 473.263660, 2952.755906
 472.457289, 2624.671916
 471.646304, 2296.587927
 470.830726, 1968.503937
 470.010576, 1640.419948
 469.185875, 1312.335958
 468.356643,  984.251969
 468.025412,  656.167979
 467.188685,  328.083990
 466.347482,    0.000000
