Mach, Efficiency
   0.397511,   17.691213
   0.398902,   17.719774
   0.400294,   17.748528
   0.401685,   17.777477
   0.403076,   17.802273
   0.404468,   17.822086
   0.405859,   17.842011
   0.407250,   17.862050
   0.408642,   17.876526
   0.410033,   17.889529
   0.411425,   17.902595
   0.412816,   17.915725
   0.414207,   17.919365
   0.415599,   17.922748
   0.416990,   17.926144
   0.418381,   17.929521
   0.419773,   17.929000
   0.421164,   17.928478
   0.422555,   17.927954
   0.423947,   17.927428
   0.425338,   17.923600
   0.426729,   17.919323
   0.428121,   17.915034
   0.429512,   17.910733
   0.430903,   17.904252
   0.432295,   17.896220
   0.433686,   17.888169
   0.435077,   17.880100
   0.436469,   17.871594
   0.437860,   17.859457
   0.439251,   17.847297
   0.440643,   17.835116
   0.442034,   17.822913
   0.443425,   17.808954
   0.444817,   17.792622
   0.446208,   17.776269
   0.447599,   17.759895
   0.448991,   17.743500
   0.450382,   17.724756
   0.451773,   17.703949
   0.453165,   17.683128
   0.454556,   17.662291
   0.455947,   17.641440
   0.457339,   17.619282
   0.458730,   17.595261
   0.460121,   17.571233
   0.461513,   17.547198
   0.462904,   17.523157
   0.464295,   17.498968
   0.465687,   17.471778
   0.467078,   17.444591
   0.468469,   17.417408
   0.469861,   17.390230
   0.471252,   17.363055
   0.472643,   17.334747
   0.474035,   17.304776
   0.475426,   17.274820
   0.476817,   17.244880
   0.478209,   17.214957
   0.479600,   17.185051
   0.480992,   17.153876
   0.482383,   17.121276
   0.483774,   17.088706
   0.485166,   17.056167
   0.486557,   17.023658
   0.487948,   16.991181
   0.489340,   16.958140
   0.490731,   16.922972
   0.492122,   16.887851
   0.493514,   16.852776
   0.494905,   16.817748
   0.496296,   16.782768
   0.497688,   16.747835
   0.499079,   16.711150
   0.500470,   16.673383
   0.501862,   16.635683
   0.503253,   16.598048
   0.504644,   16.560480
   0.506036,   16.522978
   0.507427,   16.485544
   0.508818,   16.446661
   0.510210,   16.406946
   0.511601,   16.367315
   0.512992,   16.327767
   0.514384,   16.288304
   0.515775,   16.248925
   0.517166,   16.209630
   0.518558,   16.169888
   0.519949,   16.128364
   0.521340,   16.086943
   0.522732,   16.045624
   0.524123,   16.004408
   0.525514,   15.963294
   0.526906,   15.922283
   0.528297,   15.881374
   0.529688,   15.839851
   0.531080,   15.797086
   0.532471,   15.754440
   0.533862,   15.711913
   0.535254,   15.669504
