Speed (TAS), Efficiency
 122.747004,   17.057108
 122.863887,   17.064520
 122.980770,   17.071946
 123.097653,   17.079386
 123.214536,   17.087801
 123.331419,   17.101541
 123.448302,   17.115316
 123.565185,   17.129127
 123.682068,   17.142973
 123.798951,   17.156855
 123.915834,   17.170772
 124.032717,   17.184725
 124.149600,   17.199096
 124.266483,   17.214479
 124.383366,   17.229904
 124.500249,   17.245372
 124.617132,   17.260882
 124.734015,   17.276434
 124.850898,   17.292029
 124.967781,   17.307667
 125.084664,   17.323348
 125.201547,   17.339072
 125.318430,   17.354840
 125.435313,   17.370651
 125.552196,   17.386476
 125.669079,   17.402105
 125.785962,   17.417777
 125.902845,   17.433491
 126.019728,   17.449249
 126.136611,   17.465050
 126.253494,   17.480894
 126.370377,   17.496782
 126.487260,   17.512713
 126.604143,   17.528688
 126.721026,   17.544707
 126.837909,   17.560770
 126.954792,   17.576878
 127.071675,   17.593030
 127.188558,   17.609226
 127.305441,   17.625468
 127.422324,   17.641754
 127.539207,   17.657829
 127.656090,   17.672888
 127.772973,   17.687986
 127.889856,   17.703124
 128.006739,   17.718302
 128.123622,   17.733519
 128.240505,   17.748777
 128.357388,   17.764075
 128.474271,   17.779413
 128.591154,   17.794792
 128.708037,   17.810212
 128.824920,   17.825672
 128.941803,   17.841173
 129.058686,   17.856716
 129.175569,   17.872299
 129.292452,   17.887924
 129.409335,   17.903590
 129.526218,   17.919298
 129.643101,   17.935048
 129.759984,   17.950840
 129.876867,   17.963499
 129.993751,   17.973028
 130.110634,   17.982576
 130.227517,   17.992143
 130.344400,   18.001729
 130.461283,   18.011334
 130.578166,   18.020957
 130.695049,   18.030600
 130.811932,   18.040261
 130.928815,   18.049941
 131.045698,   18.059641
 131.162581,   18.069359
 131.279464,   18.079097
 131.396347,   18.088854
 131.513230,   18.098630
 131.630113,   18.108425
 131.746996,   18.118240
 131.863879,   18.128074
 131.980762,   18.137927
 132.097645,   18.147800
 132.214528,   18.157693
 132.331411,   18.167605
 132.448294,   18.177536
 132.565177,   18.187488
 132.682060,   18.197459
 132.798943,   18.207449
 132.915826,   18.217460
 133.032709,   18.227490
 133.149592,   18.237540
 133.266475,   18.247610
 133.383358,   18.257701
 133.500241,   18.267811
 133.617124,   18.277941
 133.734007,   18.288091
 133.850890,   18.298262
 133.967773,   18.308452
 134.084656,   18.318663
 134.201539,   18.328895
 134.318422,   18.339146
