Mach, Efficiency
   0.337082,   15.077883
   0.339738,   15.194053
   0.342394,   15.308636
   0.345049,   15.421762
   0.347705,   15.529107
   0.350361,   15.635325
   0.353017,   15.738546
   0.355672,   15.837572
   0.358328,   15.936122
   0.360984,   16.028095
   0.363640,   16.119771
   0.366295,   16.206447
   0.368951,   16.291374
   0.371607,   16.372304
   0.374263,   16.450710
   0.376918,   16.525476
   0.379574,   16.597688
   0.382230,   16.665911
   0.384885,   16.732355
   0.387541,   16.793695
   0.390197,   16.854899
   0.392853,   16.909060
   0.395508,   16.963942
   0.398164,   17.012378
   0.400820,   17.059683
   0.403476,   17.104158
   0.406131,   17.143693
   0.408787,   17.183673
   0.411443,   17.216662
   0.414099,   17.248604
   0.416754,   17.279401
   0.419410,   17.303222
   0.422066,   17.327261
   0.424721,   17.348500
   0.427377,   17.364285
   0.430033,   17.380198
   0.432689,   17.393062
   0.435344,   17.400664
   0.438000,   17.408318
   0.440656,   17.414159
   0.443312,   17.413516
   0.445967,   17.412869
   0.448623,   17.412218
   0.451279,   17.404313
   0.453935,   17.395404
   0.456590,   17.386452
   0.459246,   17.374801
   0.461902,   17.357747
   0.464558,   17.340628
   0.467213,   17.323445
   0.469869,   17.301945
   0.472525,   17.276861
   0.475180,   17.251709
   0.477836,   17.226489
   0.480492,   17.197432
   0.483148,   17.164585
   0.485803,   17.131683
   0.488459,   17.098728
   0.491115,   17.064524
   0.493771,   17.024273
   0.496426,   16.983996
   0.499082,   16.943695
   0.501738,   16.903371
   0.504394,   16.859586
   0.507049,   16.812380
   0.509705,   16.765192
   0.512361,   16.718024
   0.515016,   16.670877
   0.517672,   16.620740
   0.520328,   16.567175
   0.522984,   16.513683
   0.525639,   16.460265
   0.528295,   16.406924
   0.530951,   16.353649
   0.533607,   16.294380
   0.536262,   16.235247
   0.538918,   16.176251
   0.541574,   16.117393
   0.544230,   16.058677
   0.546885,   15.999804
   0.549541,   15.935722
   0.552197,   15.871844
   0.554853,   15.808171
   0.557508,   15.744706
   0.560164,   15.681449
   0.562820,   15.618401
   0.565475,   15.552759
   0.568131,   15.484969
   0.570787,   15.417454
   0.573443,   15.350214
   0.576098,   15.283251
   0.578754,   15.216563
   0.581410,   15.150153
   0.584066,   15.082296
   0.586721,   15.011745
   0.589377,   14.941535
   0.592033,   14.871666
   0.594689,   14.802138
   0.597344,   14.732950
   0.600000,   14.664101
