Fuel used, Altitude
   0.000000,    0.000000
  15.779614,   10.668000
 444.149724, 7620.000000
3440.984198, 7620.000000
3547.755536,  457.200000
3652.118751, 3048.000000
4007.245928, 3048.000000
4049.556407,  457.200000
4412.466371,  457.200000
4420.197868,   15.240000
4420.675880,    0.000000
