Ground Roll Distance, Acceleration
1112.799381, -5978.943942
1139.150625, -5970.979311
1322.101989, -5915.974249
1358.494576, -5905.093243
1394.821551, -5894.251813
1431.083034, -5883.449780
1467.279146, -5872.686962
1474.510534, -5870.539089
1474.736660, -5870.471938
1474.853863, -5870.437133
1474.910239, -5870.420391
1474.933754, -5870.413409
1474.940039, -5870.411542
1474.943320, -15503.489829
1474.946314, -15503.514163
1474.976256, -15503.757511
1475.275669, -15506.191139
1478.269145, -15530.543152
1508.138492, -15775.635627
1685.825868, -17315.704516
1858.700951, -18958.233689
2026.307574, -20699.322514
2188.162256, -22532.266082
2343.756073, -24447.149472
2492.557427, -26430.487545
2634.015790, -28464.946686
2767.566530, -30529.189975
2892.636831, -32597.889572
3008.652730, -34641.948456
3115.047183, -36628.966581
3211.269050, -38523.973320
3296.792790, -40290.428402
3371.128574, -41891.468487
3433.832498, -43291.348100
3484.516475, -44456.995325
3522.857383, -45359.578692
3548.605041, -45975.966484
3561.059765, -46277.125996
3563.263987, -46330.629921
