Mach, Rate of Climb
   0.235008,    2.637463
   0.238695,    2.780929
   0.242381,    2.861629
   0.246068,    2.928157
   0.249755,    2.978630
   0.253442,    3.019138
   0.257129,    3.053072
   0.260815,    3.081662
   0.264502,    3.099580
   0.268189,    3.118284
   0.271876,    3.126520
   0.275563,    3.131983
   0.279249,    3.136021
   0.282936,    3.130633
   0.286623,    3.125588
   0.290310,    3.119654
   0.293996,    3.101229
   0.297683,    3.084945
   0.301370,    3.067899
   0.305057,    3.044332
   0.308744,    3.014096
   0.312430,    2.985989
   0.316117,    2.956386
   0.319804,    2.918351
   0.323491,    2.871523
   0.327178,    2.825000
   0.330864,    2.776520
   0.334551,    2.726077
   0.338238,    2.661773
   0.341925,    2.591207
   0.345612,    2.518094
   0.349298,    2.442423
   0.352985,    2.367207
   0.356672,    2.286547
   0.360359,    2.189325
   0.364045,    2.089659
   0.367732,    1.988816
   0.371419,    1.884918
   0.375106,    1.777951
   0.378793,    1.668888
   0.382479,    1.548905
   0.386166,    1.413811
   0.389853,    1.275013
   0.393540,    1.133466
   0.397227,    0.988442
   0.400913,    0.839668
   0.404600,    0.687166
   0.408287,    0.531518
   0.411974,    0.371888
   0.415661,    0.189309
   0.419347,    0.002544
   0.423034,   -0.188249
   0.426721,   -0.383462
   0.430408,   -0.583123
   0.434094,   -0.786965
   0.437781,   -0.995117
   0.441468,   -1.207790
   0.445155,   -1.425013
   0.448842,   -1.646460
   0.452528,   -1.874211
   0.456215,   -2.124671
   0.459902,   -2.380225
   0.463589,   -2.640689
   0.467276,   -2.906353
   0.470962,   -3.177249
   0.474649,   -3.453317
   0.478336,   -3.734555
   0.482023,   -4.021116
   0.485710,   -4.313031
   0.489396,   -4.610254
   0.493083,   -4.912859
   0.496770,   -5.220912
   0.500457,   -5.534443
   0.504143,   -5.853481
   0.507830,   -6.180672
   0.511517,   -6.531263
   0.515204,   -6.887934
   0.518891,   -7.250778
   0.522577,   -7.619745
   0.526264,   -7.994872
   0.529951,   -8.376311
   0.533638,   -8.764093
   0.537325,   -9.158141
   0.541011,   -9.558490
   0.544698,   -9.965458
   0.548385,  -10.378877
   0.552072,  -10.798706
   0.555759,  -11.225010
   0.559445,  -11.658257
   0.563132,  -12.098025
   0.566819,  -12.544349
   0.570506,  -12.997474
   0.574192,  -13.457648
   0.577879,  -13.924492
   0.581566,  -14.398039
   0.585253,  -14.878793
   0.588940,  -15.366632
   0.592626,  -15.874646
   0.596313,  -16.393385
   0.600000,  -16.920144
