Ground Distance, 
   0.000000,   65.190513
 240.072474,   65.190513
 251.352220,   64.354737
 262.631965,   63.518961
 273.911711,   62.683185
 285.191456,   61.847410
 296.471201,   61.011634
 307.750947,   60.175858
 319.030692,   59.340082
 330.310437,   58.504306
 341.590183,   57.668531
 342.412792,   57.654031
 350.627524,   57.509315
 407.634734,   56.509248
 418.916862,   56.312193
 430.159676,   56.116105
 441.363368,   55.920979
 452.528131,   55.726806
 453.268518,   55.713939
 453.835708,   55.704083
 454.311711,   55.695812
 454.553229,   55.691616
 454.704591,   55.688986
 454.828326,   55.686836
 454.876900,   55.685992
 454.906982,   55.685470
 454.922421,   55.685201
 454.928923,   55.685087
 454.935433,   55.684961
 455.000531,   55.683705
 455.651429,   55.671121
 462.152254,   55.543728
 506.467511,   54.585042
 550.492490,   53.450847
 592.068064,   52.172734
 608.392812,   51.605015
 619.952401,   51.177423
 631.549152,   50.725348
 666.440020,   49.207498
 699.941722,   47.483811
 730.840998,   45.600853
 759.107722,   43.563057
 784.793124,   41.374520
 807.975365,   39.041019
 828.753845,   36.569596
 847.243999,   33.967965
 863.571212,   31.243928
 867.103113,   30.587792
 869.220203,   30.181190
 871.732959,   29.684867
 874.021265,   29.219361
 887.026454,   26.287467
 888.747127,   25.856717
 889.520655,   25.659264
 890.331305,   25.449692
 898.065884,   23.297407
 907.748589,   20.098200
 908.085188,   19.973720
 908.434428,   19.843447
 911.800166,   18.524834
 919.596283,   14.883378
 925.774685,   10.960959
 926.939435,   10.023570
 927.073053,    9.909736
 927.192913,    9.806373
 928.322113,    8.766277
 931.673931,    4.251550
 932.141247,    3.109306
 932.349981,    2.426444
 932.494640,    1.804623
 932.591560,    1.219603
 932.648363,    0.668684
 932.671455,    0.151787
 932.672609,    0.042694
 932.672702,    0.009897
 932.672707,   -0.003591
