Speed, Power
  70.450429, 2315585.433850
  71.139677, 2326409.401990
  71.828924, 2337004.128340
  72.518172, 2347369.612902
  73.207420, 2357505.855674
  73.896667, 2367412.856658
  74.585915, 2377090.615852
  75.275162, 2386539.133258
  75.964410, 2395758.408874
  76.653658, 2404748.442702
  77.342905, 2413509.234740
  78.032153, 2422040.784990
  78.721401, 2430343.093450
  79.410648, 2438416.160122
  80.099896, 2447156.823488
  80.789144, 2456356.188780
  81.478391, 2465353.221552
  82.167639, 2474147.921802
  82.856887, 2482740.289532
  83.546134, 2491130.324741
  84.235382, 2499318.027428
  84.924629, 2507303.397595
  85.613877, 2515086.435241
  86.303125, 2522667.140365
  86.992372, 2530045.512969
  87.681620, 2537221.553052
  88.370868, 2544195.260613
  89.060115, 2550966.635654
  89.749363, 2557535.678173
  90.438611, 2563902.388172
  91.127858, 2570140.682019
  91.817106, 2577493.435178
  92.506354, 2584664.726808
  93.195601, 2591654.556908
  93.884849, 2598462.925479
  94.574096, 2605089.832520
  95.263344, 2611535.278031
  95.952592, 2617799.262013
  96.641839, 2623881.784465
  97.331087, 2629782.845388
  98.020335, 2635502.444781
  98.709582, 2641040.582644
  99.398830, 2646397.258978
 100.088078, 2651572.473782
 100.777325, 2656566.227056
 101.466573, 2661378.518801
 102.155821, 2666009.349017
 102.845068, 2671109.700907
 103.534316, 2676610.163746
 104.223563, 2681945.517683
 104.912811, 2687115.762718
 105.602059, 2692120.898852
 106.291306, 2696960.926084
 106.980554, 2701635.844414
 107.669802, 2706145.653843
 108.359049, 2710490.354370
 109.048297, 2714669.945996
 109.737545, 2718684.428720
 110.426792, 2722533.802542
 111.116040, 2726218.067463
 111.805288, 2729737.223481
 112.494535, 2733091.270599
 113.183783, 2736280.208814
 113.873030, 2739328.346783
 114.562278, 2743987.674842
 115.251526, 2748503.558428
 115.940773, 2752875.997541
 116.630021, 2757104.992181
 117.319269, 2761190.542348
 118.008516, 2765132.648043
 118.697764, 2768931.309265
 119.387012, 2772586.526014
 120.076259, 2776098.298290
 120.765507, 2779466.626094
 121.454755, 2782691.509424
 122.144002, 2785772.948282
 122.833250, 2788710.942668
 123.522497, 2791505.492580
 124.211745, 2794156.598020
 124.900993, 2796664.258987
 125.590240, 2799820.832982
 126.279488, 2803660.042341
 126.968736, 2807373.426984
 127.657983, 2810960.986912
 128.347231, 2814422.722122
 129.036479, 2817758.632617
 129.725726, 2820968.718395
 130.414974, 2824052.979458
 131.104222, 2827011.415804
 131.793469, 2829844.027433
 132.482717, 2832550.814347
 133.171964, 2835131.776544
 133.861212, 2837586.914025
 134.550460, 2839916.226790
 135.239707, 2842119.714839
 135.928955, 2844197.378171
 136.618203, 2846149.216787
 137.307450, 2849332.111129
 137.996698, 2852439.791665
 138.685946, 2855435.639348
