Ground Roll distance, Vertical Forces
 330.047205, 149151.574755
 337.352724, 148569.522493
 387.129661, 144634.240048
 397.005125, 143859.817256
 406.854116, 143089.543669
 416.676703, 142323.393119
 426.472959, 141561.339640
 426.864262, 141530.942355
 427.646743, 141470.167320
 427.959689, 141445.864597
 428.092573, 141435.545667
 428.358328, 141414.910059
 428.380346, 141413.200473
 428.399174, 141411.738546
 428.409508, 141410.936137
 428.414733, 141410.530495
 428.416760, 141410.373102
 428.418008, 141410.276169
 428.418823, 141410.212886
 428.419065, 141410.188094
 428.419313, 141410.110030
 428.421787, 141409.329388
 428.446533, 141401.522684
 428.693955, 141323.427023
 431.164404, 140539.606720
 455.478274, 132414.068801
 485.458161, 121262.045149
 513.162983, 109669.473148
 538.280181, 97910.280723
 560.860411, 86156.029934
 580.998908, 74574.855283
 598.812915, 63331.076620
 605.269934, 58995.250265
 609.333094, 56189.961594
 613.459780, 53277.252695
 617.260020, 50537.397000
 620.651133, 48045.431638
 626.867668, 43357.002332
 630.753782, 40343.606177
 632.485452, 38979.537718
 634.146792, 37658.117659
 645.024361, 28678.551174
 647.456194, 26588.378904
 650.485936, 23938.861543
 651.325346, 23195.647793
 652.182453, 22432.813340
 659.951078, 15328.334325
 666.835844, 8717.157334
 668.049399, 7517.217051
 669.337669, 6230.875585
 669.563680, 6003.822158
 669.666005, 5900.885680
 669.781818, 5784.267700
 670.876142, 4676.021270
 674.298620, 1125.833846
 674.851960,  536.674870
 675.062905,  310.415914
 675.202268,  160.278525
 675.291016,   64.310589
 675.343351,    7.520237
 675.347263,    3.265045
 675.349509,    0.819686
 675.350077,    0.201389
 675.350241,    0.022735
 675.350262,    0.000000
