Ground Roll distance, Vertical Forces
 330.047205, 205566.598520
 337.352724, 205566.598520
 387.129661, 205566.598520
 397.005125, 205566.598520
 406.854116, 205566.598520
 416.676703, 205566.598520
 426.472959, 205566.598520
 426.864262, 205566.598520
 427.646743, 205566.598520
 427.959689, 205566.598520
 428.092573, 205566.598520
 428.358328, 205566.598520
 428.380346, 205566.598520
 428.399174, 205566.598520
 428.409508, 205566.598520
 428.414733, 205566.598520
 428.416760, 205566.598520
 428.418008, 205566.598520
 428.418823, 205566.598520
 428.419065, 205566.598520
 428.419313, 205566.598520
 428.421787, 205566.598520
 428.446533, 205566.598520
 428.693955, 205566.598520
 431.164404, 205566.598520
 455.478274, 205566.598520
 485.458161, 205566.598520
 513.162983, 205566.598520
 538.280181, 205566.598520
 560.860411, 205566.598520
 580.998908, 205566.598520
 598.812915, 205566.598520
 605.269934, 205566.598520
 609.333094, 205566.598520
 613.459780, 205566.598520
 617.260020, 205566.598520
 620.651133, 205566.598520
 626.867668, 205566.598520
 630.753782, 205566.598520
 632.485452, 205566.598520
 634.146792, 205566.598520
 645.024361, 205566.598520
 647.456194, 205566.598520
 650.485936, 205566.598520
 651.325346, 205566.598520
 652.182453, 205566.598520
 659.951078, 205566.598520
 666.835844, 205566.598520
 668.049399, 205566.598520
 669.337669, 205566.598520
 669.563680, 205566.598520
 669.666005, 205566.598520
 669.781818, 205566.598520
 670.876142, 205566.598520
 674.298620, 205566.598520
 674.851960, 205566.598520
 675.062905, 205566.598520
 675.202268, 205566.598520
 675.291016, 205566.598520
 675.343351, 205566.598520
 675.347263, 205566.598520
 675.349509, 205566.598520
 675.350077, 205566.598520
 675.350241, 205566.598520
 675.350262, 205566.598520
