Time, Thrust
   0.000000, 216604.859388
   1.000000, 213658.491963
   2.000000, 210754.549853
   3.000000, 207892.783190
   4.000000, 205073.062092
   5.000000, 202293.567446
   6.000000, 199554.435799
   7.000000, 196856.273464
   8.000000, 194198.564265
   9.000000, 191578.242828
  10.000000, 188998.802655
  11.000000, 186460.344114
  12.000000, 183963.215708
  13.000000, 181512.837720
  14.000000, 179109.479499
  15.000000, 176758.265142
  16.000000, 174454.696342
  17.000000, 172199.579944
  18.000000, 169979.595700
  18.461566, 168965.427334
  19.461566, 166774.488078
  20.089012, 165381.042994
  20.688845, 164083.218472
  21.188845, 163075.226761
  22.188845, 161584.581142
  23.188845, 160784.092899
  23.421772, 160662.183343
  24.406463, 160375.938080
  25.406463, 160253.753024
  26.406463, 160118.662435
  27.406463, 159979.130927
  28.406463, 159837.960369
  29.406463, 159695.868511
  30.406463, 159553.068056
  31.406463, 159410.498630
  32.406463, 159267.377208
  33.406463, 159123.935067
  34.406463, 158980.184666
  35.406463, 158836.141668
  35.421772, 158833.940015
  36.022823, 158747.493766
  37.022823, 158603.389106
  38.022823, 158459.210161
  39.022823, 158315.354335
  40.022823, 158171.747053
  41.022823, 158028.324938
  42.022823, 157885.154132
  43.022823, 157742.214643
  44.022823, 157599.520257
  44.423899, 157542.442874
  45.423899, 153467.769426
  46.423899, 149404.278778
  47.423899, 145351.583064
  48.423899, 141310.160786
  49.423899, 141201.043930
  50.423899, 141093.732272
  51.423899, 140987.107427
  52.423899, 140880.915648
  53.423899, 140774.880415
  54.423899, 140669.067385
  55.423899, 140563.416271
  56.423899, 140457.893803
  57.423899, 140352.504900
  58.423899, 140247.277120
  59.423899, 140142.164525
  60.423899, 140037.207570
  61.423899, 139932.434738
  62.423899, 139827.866920
  63.423899, 139723.440746
  64.423899, 139619.166235
  65.423899, 139514.990676
  66.423899, 139410.981599
  67.423899, 139307.106318
  68.423899, 139203.374405
  69.423899, 139099.755947
  70.423899, 138995.936739
  71.423899, 138890.795973
  72.423899, 138785.748228
  73.423899, 138680.843545
  74.423899, 138576.072820
  75.423899, 138471.460228
  76.423899, 138366.984215
  77.423899, 138262.636761
  78.423899, 138158.476885
  79.423899, 138054.543992
  80.423899, 137950.757575
  81.423899, 137847.072737
  82.423899, 137743.545982
  83.423899, 137640.156492
  84.423899, 137536.878907
  85.423899, 137433.758170
  86.423899, 137330.766300
  87.423899, 137228.012722
  88.423899, 137125.403566
  89.423899, 137022.963960
  90.423899, 136920.635411
  91.423899, 136818.422534
  92.423899, 136716.363870
  93.423899, 136614.445794
  94.423899, 136512.680399
  95.423899, 136411.144516
  96.423899, 136309.796721
  97.423899, 136137.242982
  98.423899, 135878.647654
  99.423899, 135620.851485
 100.423899, 135363.863347
 101.423899, 135107.680681
 102.423899, 134852.341594
 103.423899, 134597.839193
 104.423899, 134344.196670
 105.423899, 134091.382326
 106.423899, 133839.382080
 107.423899, 133588.214715
 108.423899, 133337.879830
 109.423899, 133088.355874
 110.423899, 132839.658541
 111.423899, 132591.776617
 112.423899, 132344.776650
 113.423899, 132098.578466
 114.423899, 131853.216333
 115.423899, 131608.653795
 116.423899, 131364.898765
 117.423899, 131121.934833
 118.423899, 130879.752236
 119.423899, 130638.354923
 120.423899, 130397.750808
 121.423899, 130157.933477
 122.423899, 129918.903437
 123.423899, 129680.716175
 124.423899, 129443.363522
 125.423899, 129206.764896
 125.890512, 129094.421488
