V (EAS), 
 117.494346,    0.000000
 117.494346,    1.000000
 122.901874,    1.094165
 128.309402,    1.192567
 133.716930,    1.295206
 139.124458,    1.402081
 144.531985,    1.513192
 149.939513,    1.628539
 155.347041,    1.748123
 160.754569,    1.871943
 166.162097,    2.000000
 206.134780,    2.000000
 206.134780,    0.000000
