Mach, Altitude
   0.191674,    0.000000
   0.192815,  328.083990
   0.193965,  656.167979
   0.195125,  984.251969
   0.196294, 1312.335958
   0.197473, 1640.419948
   0.198662, 1968.503937
   0.199861, 2296.587927
   0.201069, 2624.671916
   0.202288, 2952.755906
   0.203516, 3280.839895
   0.204755, 3608.923885
   0.206005, 3937.007874
   0.207265, 4265.091864
   0.208536, 4593.175853
   0.209817, 4921.259843
   0.211109, 5249.343832
   0.212412, 5577.427822
   0.213726, 5905.511811
   0.215052, 6233.595801
   0.216389, 6561.679790
   0.217737, 6889.763780
   0.219097, 7217.847769
   0.220468, 7545.931759
   0.221852, 7874.015748
   0.223247, 8202.099738
   0.224655, 8530.183727
   0.226074, 8858.267717
   0.227506, 9186.351706
   0.228951, 9514.435696
   0.230408, 9842.519685
   0.231878, 10170.603675
   0.233361, 10498.687664
   0.234857, 10826.771654
   0.236366, 11154.855643
   0.237889, 11482.939633
   0.239425, 11811.023622
   0.240975, 12139.107612
   0.242538, 12467.191601
   0.244116, 12795.275591
   0.245708, 13123.359580
   0.247314, 13451.443570
   0.248934, 13779.527559
   0.250570, 14107.611549
   0.252220, 14435.695538
   0.253885, 14763.779528
   0.255565, 15091.863517
   0.257260, 15419.947507
   0.258971, 15748.031496
   0.260698, 16076.115486
   0.262441, 16404.199475
   0.264199, 16732.283465
   0.265974, 17060.367454
   0.267766, 17388.451444
   0.269574, 17716.535433
   0.271399, 18044.619423
   0.273240, 18372.703412
   0.275100, 18700.787402
   0.276976, 19028.871391
   0.278870, 19356.955381
   0.280783, 19685.039370
   0.282713, 20013.123360
   0.284661, 20341.207349
   0.286628, 20669.291339
   0.288614, 20997.375328
   0.290619, 21325.459318
   0.292643, 21653.543307
   0.294686, 21981.627297
   0.296749, 22309.711286
   0.298832, 22637.795276
   0.300936, 22965.879265
   0.303059, 23293.963255
   0.305203, 23622.047244
   0.307369, 23950.131234
   0.309555, 24278.215223
   0.311763, 24606.299213
   0.313993, 24934.383202
   0.316244, 25262.467192
   0.318518, 25590.551181
   0.320815, 25918.635171
   0.323134, 26246.719160
   0.325476, 26574.803150
   0.327842, 26902.887139
   0.330232, 27230.971129
   0.332646, 27559.055118
   0.335084, 27887.139108
   0.337546, 28215.223097
   0.340034, 28543.307087
   0.342547, 28871.391076
   0.345085, 29199.475066
   0.347650, 29527.559055
   0.350241, 29855.643045
   0.352858, 30183.727034
   0.355503, 30511.811024
   0.358174, 30839.895013
   0.360874, 31167.979003
   0.363602, 31496.062992
   0.366358, 31824.146982
   0.369143, 32152.230971
   0.371957, 32480.314961
   0.374801, 32808.398950
   0.377674, 33136.482940
   0.380579, 33464.566929
   0.383514, 33792.650919
   0.386480, 34120.734908
   0.389478, 34448.818898
   0.392508, 34776.902887
   0.395570, 35104.986877
   0.398666, 35433.070866
   0.401795, 35761.154856
   0.404958, 36089.238845
   0.408152, 36417.322835
   0.411371, 36745.406824
   0.414616, 37073.490814
   0.417886, 37401.574803
   0.421182, 37729.658793
   0.424504, 38057.742782
   0.427852, 38385.826772
   0.431226, 38713.910761
   0.434627, 39041.994751
