Ground Roll distance, Load Factor
1123.401227,    1.053028
1150.347272,    1.047473
1337.266456,    1.009518
1374.238936,    1.002130
1411.075987,    0.994808
1447.778321,    0.987551
1484.346647,    0.980358
1491.949805,    0.978868
1492.088829,    0.978840
1492.181420,    0.978822
1492.208562,    0.978817
1492.233508,    0.978811
1492.482960,    0.978756
1494.977092,    0.978204
1519.879383,    0.972616
1664.029667,    0.937228
1806.800529,    0.896379
1941.376200,    0.851568
1980.998154,    0.837039
2022.897437,    0.820944
2138.668808,    0.772184
2249.654008,    0.718700
2351.957503,    0.662496
2445.482891,    0.604282
2530.404059,    0.544779
2606.988217,    0.484770
2675.575441,    0.425071
2736.559731,    0.366502
2790.367554,    0.309863
2801.751453,    0.297216
2808.960422,    0.289079
2812.912859,    0.284575
2816.712588,    0.280216
2853.061065,    0.237075
2865.343622,    0.221874
2872.947971,    0.212296
2875.710676,    0.208784
2878.682331,    0.204986
2906.870211,    0.167901
2918.933729,    0.151409
2934.443206,    0.129618
2936.140661,    0.127191
2937.371674,    0.125426
2938.472283,    0.123844
2949.091369,    0.108405
2974.671362,    0.069821
2994.911614,    0.037727
2997.207921,    0.033986
2998.208876,    0.032349
2998.624296,    0.031668
2999.283214,    0.030587
3005.238701,    0.020715
3015.193846,    0.003754
3016.228399,    0.001947
3016.727650,    0.001070
3017.055094,    0.000493
3017.248078,    0.000152
3017.328550,    0.000009
3017.333541,    0.000001
3017.333829,    0.000000
3017.333837,    0.000000
