Ground Roll distance, Load Factor
 330.047205,    0.725563
 337.352724,    0.722732
 387.129661,    0.703588
 397.005125,    0.699821
 406.854116,    0.696074
 416.676703,    0.692347
 426.472959,    0.688640
 426.864262,    0.688492
 427.646743,    0.688196
 427.959689,    0.688078
 428.092573,    0.688028
 428.358328,    0.687927
 428.380346,    0.687919
 428.399174,    0.687912
 428.409508,    0.687908
 428.414733,    0.687906
 428.416760,    0.687905
 428.418008,    0.687905
 428.418823,    0.687905
 428.419065,    0.687904
 428.419313,    0.687904
 428.421787,    0.687900
 428.446533,    0.687862
 428.693955,    0.687482
 431.164404,    0.683669
 455.478274,    0.644142
 485.458161,    0.589892
 513.162983,    0.533499
 538.280181,    0.476295
 560.860411,    0.419115
 580.998908,    0.362777
 598.812915,    0.308081
 605.269934,    0.286989
 609.333094,    0.273342
 613.459780,    0.259173
 617.260020,    0.245844
 620.651133,    0.233722
 626.867668,    0.210915
 630.753782,    0.196256
 632.485452,    0.189620
 634.146792,    0.183192
 645.024361,    0.139510
 647.456194,    0.129342
 650.485936,    0.116453
 651.325346,    0.112838
 652.182453,    0.109127
 659.951078,    0.074566
 666.835844,    0.042406
 668.049399,    0.036568
 669.337669,    0.030311
 669.563680,    0.029206
 669.666005,    0.028705
 669.781818,    0.028138
 670.876142,    0.022747
 674.298620,    0.005477
 674.851960,    0.002611
 675.062905,    0.001510
 675.202268,    0.000780
 675.291016,    0.000313
 675.343351,    0.000037
 675.347263,    0.000016
 675.349509,    0.000004
 675.350077,    0.000001
 675.350241,    0.000000
 675.350262,    0.000000
