Ground Distance, 
   0.000000,   15.240000
 234.913206,    2.928721
 247.340243,    2.313718
 259.767279,    1.771215
 272.194315,    1.301158
 284.621351,    0.903498
 297.048387,    0.578194
 309.475423,    0.325215
 321.902459,    0.144534
 334.329495,    0.036133
 346.756531,    0.000000
 347.614580,    0.000000
 356.185595,    0.000000
 416.157218,    0.000000
 428.050267,    0.000000
 439.909846,    0.000000
 451.736077,    0.000000
 463.529081,    0.000000
 465.883705,    0.000000
 466.100999,    0.000000
 466.111317,    0.000000
 466.120299,    0.000000
 466.121990,    0.000000
 466.122951,    0.000000
 466.123831,    0.000000
 466.132626,    0.000000
 466.220570,    0.000000
 467.099798,    0.000000
 475.870135,    0.000000
 533.510716,    0.000000
 589.287516,    0.000000
 643.129559,    0.000000
 694.965767,    0.000000
 744.725247,    0.000000
 792.337589,    0.000000
 837.733188,    0.000000
 880.843583,    0.000000
 921.601801,    0.000000
 959.942720,    0.000000
 995.803439,    0.000000
1029.123642,    0.000000
1059.845976,    0.000000
1087.916411,    0.000000
1113.284601,    0.000000
1135.904225,    0.000000
1155.733311,    0.000000
1172.734540,    0.000000
1186.875517,    0.000000
1198.129015,    0.000000
1206.473181,    0.000000
1211.891706,    0.000000
1214.373949,    0.000000
1214.548012,    0.000000
