Ground distance, Rate of Climb
   0.000000,    0.000000
   0.473227,    0.000000
   1.888194,    0.000000
   4.237807,    0.000000
   7.514938,    0.000000
  11.712427,    0.000000
  16.823087,    0.000000
  22.839699,    0.000000
  29.755021,    0.000000
  37.561785,    0.000000
  46.252697,    0.000000
  55.820445,    0.000000
  66.257696,    0.000000
  77.557098,    0.000000
  89.711284,    0.000000
 102.712869,    0.000000
 116.554457,    0.000000
 131.228642,    0.000000
 146.728004,    0.000000
 163.045116,    0.000000
 180.172549,    0.000000
 198.102861,    0.000000
 216.828616,    0.000000
 236.342379,    0.000000
 256.636717,    0.000000
 277.704207,    0.000000
 299.537441,    0.000000
 322.129025,    0.000000
 345.471582,    0.000000
 369.557754,    0.000000
 394.380214,    0.000000
 419.931658,    0.000000
 446.204803,    0.000000
 473.192391,    0.000000
 500.887195,    0.000000
 529.282007,    0.000000
 556.222784,    0.000000
 585.946984,    0.000000
 616.355510,    0.000000
 647.446876,    0.000000
 654.254791,    0.000000
 686.170078,    0.413746
 694.037340,    0.613636
 726.751558,    1.629363
 760.025389,    2.791366
 793.735013,    3.984495
 827.775147,    5.166456
 862.079069,    6.310768
 883.055682,    6.980068
 917.689834,    8.026440
 952.484440,    8.992316
 987.411505,    9.866138
1022.447358,   10.638554
1057.572695,   11.302252
1092.772337,   11.851474
1128.035125,   12.282210
1163.354201,   12.591976
1198.726911,   12.779313
1230.285250,   12.842734
1265.764496,   12.867396
1301.301994,   12.904390
1336.896725,   12.953475
1372.547278,   13.014299
1408.251859,   13.086406
1444.008316,   13.169242
1479.814160,   13.262156
1515.666589,   13.364408
1551.562522,   13.475179
1587.498619,   13.593579
1623.471322,   13.718652
1659.476884,   13.849391
1695.511404,   13.984743
1731.570864,   14.123623
1735.507567,   14.138946
1771.589729,   14.280211
1807.687180,   14.422026
1843.794840,   14.563026
1879.907697,   14.701867
1882.257028,   14.710793
1918.370790,   14.811193
1954.484443,   14.859558
1990.598016,   14.880186
2026.711518,   14.885720
2062.824993,   14.883868
2098.938376,   14.878557
2135.051662,   14.869788
2171.164966,   14.857593
2207.278320,   14.848409
2243.391677,   14.836188
2279.505101,   14.826529
2315.618537,   14.814286
2351.732036,   14.804747
2387.845548,   14.792481
2423.959123,   14.783000
2460.072713,   14.770709
2496.186351,   14.761535
2532.300005,   14.749219
2568.413720,   14.739923
2604.527464,   14.727661
2640.641252,   14.718696
2676.755070,   14.706572
2712.868922,   14.697575
2748.982803,   14.685396
2785.096720,   14.676366
2821.210668,   14.664312
2857.324646,   14.655248
2893.438656,   14.643024
2929.552709,   14.633926
2965.666802,   14.621893
3001.780933,   14.612762
3037.895108,   14.600854
3074.009318,   14.591688
3110.123574,   14.579889
3146.237859,   14.570687
3182.352192,   14.558901
3218.466555,   14.549662
3254.580968,   14.538079
3290.695400,   14.528799
3326.809884,   14.517076
3362.924395,   14.507756
3399.038963,   14.496080
3435.153563,   14.486722
3471.268225,   14.475271
3507.382910,   14.465873
3543.497658,   14.454574
3579.612422,   14.445133
3615.727250,   14.433709
3651.842102,   14.424227
3687.957022,   14.412982
3724.071961,   14.403457
3760.186971,   14.392259
3796.302000,   14.382690
3832.417098,   14.371831
3868.532198,   14.362212
3904.647364,   14.351281
3940.762531,   14.341611
3976.877766,   14.330670
4012.993001,   14.320945
4049.108304,   14.309783
4085.223615,   14.300000
4121.338998,   14.288704
4157.454399,   14.278866
4193.569876,   14.267976
4229.685356,   14.258080
4265.800914,   14.247050
4301.916483,   14.237098
4338.032129,   14.226469
4374.147769,   14.216455
4410.263488,   14.205542
4446.379217,   14.195469
4482.495027,   14.184900
4518.610835,   14.174766
4554.726728,   14.164122
4590.842625,   14.153928
4626.958605,   14.143559
4663.074581,   14.133302
4699.190647,   14.122747
4735.306722,   14.112431
4771.422885,   14.102231
4807.539048,   14.091852
4843.655302,   14.081599
4879.771561,   14.071159
4915.887915,   14.060989
4952.004277,   14.050489
4988.120731,   14.040599
5024.237185,   14.030035
5060.353728,   14.020197
5096.470271,   14.009568
5132.586905,   13.999727
5168.703543,   13.989034
5204.820269,   13.979375
5240.936997,   13.968614
5277.053807,   13.959116
5313.170615,   13.948286
5349.287514,   13.938613
5385.404423,   13.927717
5421.521413,   13.918435
5457.638405,   13.907470
5493.755479,   13.898164
5529.872559,   13.887127
5565.989731,   13.872716
5602.106871,   13.854810
5638.223917,   13.833400
5674.340924,   13.808506
5710.458021,   13.783288
5746.575131,   13.757897
5782.692323,   13.733250
5818.809521,   13.707372
5854.926808,   13.682812
5891.044125,   13.656471
5927.161516,   13.632621
5963.278955,   13.606469
5999.396439,   13.582648
6035.513988,   13.557136
6071.631555,   13.532879
6107.749205,   13.507510
6143.866880,   13.482838
6179.984646,   13.458249
6216.102427,   13.433178
6252.220293,   13.409090
6288.338164,   13.383626
6324.456101,   13.359826
6360.574031,   13.333970
6396.692023,   13.310062
6432.810025,   13.283833
6468.928083,   13.260182
6505.046173,   13.234297
6541.164280,   13.210690
6577.282436,   13.184927
6613.400612,   13.160983
6649.518850,   13.136034
6685.637078,   13.111764
6721.755383,   13.086865
6757.873691,   13.062292
6793.992081,   13.038039
6830.110468,   13.013178
6866.228941,   12.989266
6902.347420,   12.964135
6938.465972,   12.940805
6974.584536,   12.915419
7010.703167,   12.892383
7046.821825,   12.867052
7082.940511,   12.844437
7119.059231,   12.819285
7155.177970,   12.796441
7191.296758,   12.771240
7227.415573,   12.748183
7263.534445,   12.723039
7299.653335,   12.699776
7335.772291,   12.674768
7371.891262,   12.651317
7408.010307,   12.626694
7444.129358,   12.603070
7480.248485,   12.578813
7516.367610,   12.555031
7552.486813,   12.531091
7588.606008,   12.507164
7624.725282,   12.483486
7660.844547,   12.459430
7696.963901,   12.435818
7733.083258,   12.411654
7769.202699,   12.388562
7805.322139,   12.364304
7841.441655,   12.341534
7877.561169,   12.317194
7913.680750,   12.294712
7949.800329,   12.270303
7985.919973,   12.247941
8000.034043,   12.238750
