Speed, Power
  51.369472, 1309146.959902
  52.294260, 1321981.685568
  53.219048, 1334407.415769
  54.143836, 1346424.150503
  55.068623, 1358031.889770
  55.993411, 1369230.633572
  56.918199, 1380020.381907
  57.842987, 1390401.134776
  58.767775, 1400372.892178
  59.692562, 1410268.807664
  60.617350, 1420428.665401
  61.542138, 1430210.682828
  62.466926, 1439614.859947
  63.391713, 1448641.196756
  64.316501, 1457289.693257
  65.241289, 1465560.349449
  66.166077, 1473453.165332
  67.090865, 1480968.140906
  68.015652, 1488105.276172
  68.940440, 1494864.571128
  69.865228, 1501246.025776
  70.790016, 1507249.640114
  71.714804, 1514618.904620
  72.639591, 1522225.453784
  73.564379, 1529514.636903
  74.489167, 1536486.453977
  75.413955, 1543140.905005
  76.338743, 1549477.989987
  77.263530, 1555497.708924
  78.188318, 1561200.061816
  79.113106, 1566585.048662
  80.037894, 1571652.669463
  80.962682, 1576402.924218
  81.887469, 1580835.812928
  82.812257, 1585282.088394
  83.737045, 1591002.916062
  84.661833, 1596449.379862
  85.586620, 1601621.479795
  86.511408, 1606519.215860
  87.436196, 1611142.588058
  88.360984, 1615491.596388
  89.285772, 1619566.240851
  90.210559, 1623366.521446
  91.135347, 1626892.438174
  92.060135, 1630143.991034
  92.984923, 1633121.180027
  93.909711, 1635824.005152
  94.834498, 1639176.080591
  95.759286, 1642913.800900
  96.684074, 1646407.955108
  97.608862, 1649658.543215
  98.533650, 1652665.565220
  99.458437, 1655429.021124
 100.383225, 1657948.910927
 101.308013, 1660225.234629
 102.232801, 1662257.992229
 103.157589, 1664047.183727
 104.082376, 1665592.809125
 105.007164, 1666894.868421
 105.931952, 1667966.690643
 106.856740, 1670063.416778
 107.781527, 1671939.013695
 108.706315, 1673593.481394
 109.631103, 1675026.819877
 110.555891, 1676239.029141
 111.480679, 1677230.109188
 112.405466, 1678000.060017
 113.330254, 1678548.881629
 114.255042, 1678876.574024
 115.179830, 1678983.137200
 116.104618, 1678868.571159
 117.029405, 1678532.875901
 117.954193, 1678748.202879
 118.878981, 1679792.326709
 119.803769, 1680643.863466
 120.728557, 1681302.813150
 121.653344, 1681769.175762
 122.578132, 1682042.951302
 123.502920, 1682124.139769
 124.427708, 1682012.741164
 125.352496, 1681708.755486
 126.277283, 1681212.182735
 127.202071, 1680523.022913
 128.126859, 1679641.276017
 129.051647, 1678566.942049
 129.976435, 1677894.088830
 130.901222, 1677145.545882
 131.826010, 1676214.493728
 132.750798, 1675100.932369
 133.675586, 1673804.861803
 134.600373, 1672326.282033
 135.525161, 1670665.193057
 136.449949, 1668821.594875
 137.374737, 1666795.487487
 138.299525, 1664586.870894
 139.224312, 1662195.745096
 140.149100, 1659622.110092
 141.073888, 1656891.306072
 141.998676, 1654049.170440
 142.923464, 1651025.791305
