Speed (CAS), Climb Angle
  77.778175,    7.462129
  79.601590,    7.177823
  81.425004,    6.964026
  83.248418,    6.965334
  85.071832,    6.975928
  86.895246,    6.987829
  88.718660,    6.993382
  90.542074,    6.995917
  92.365488,    6.995143
  94.188902,    6.991412
  96.012316,    6.978392
  97.835730,    6.959908
  99.659144,    6.939246
 101.482558,    6.904288
 103.305972,    6.868575
 105.129386,    6.827773
 106.952800,    6.777398
 108.776214,    6.726271
 110.599628,    6.674170
 112.423042,    6.608402
 114.246456,    6.542807
 116.069870,    6.477257
 117.893284,    6.409553
 119.716698,    6.330445
 121.540112,    6.251166
 123.363526,    6.171716
 125.186941,    6.092383
 127.010355,    6.008407
 128.833769,    5.915487
 130.657183,    5.822334
 132.480597,    5.728844
 134.304011,    5.634997
 136.127425,    5.541205
 137.950839,    5.444182
 139.774253,    5.337669
 141.597667,    5.232519
 143.421081,    5.127652
 145.244495,    5.022272
 147.067909,    4.920004
 148.891323,    4.819406
 150.714737,    4.718292
 152.538151,    4.618258
 154.361565,    4.511875
 156.184979,    4.404848
 158.008393,    4.299297
 159.831807,    4.195511
 161.655221,    4.091080
 163.478635,    3.986790
 165.302049,    3.883088
 167.125463,    3.778739
 168.948877,    3.673890
 170.772291,    3.568718
 172.595706,    3.462899
 174.419120,    3.348633
 176.242534,    3.231524
 178.065948,    3.113669
 179.889362,    2.995067
 181.712776,    2.875707
 183.536190,    2.755600
 185.359604,    2.634786
 187.183018,    2.513689
 189.006432,    2.391845
 190.829846,    2.269253
 192.653260,    2.145895
 194.476674,    2.021789
 196.300088,    1.896934
 198.123502,    1.771033
 199.946916,    1.644357
 201.770330,    1.516930
 203.593744,    1.388886
 205.417158,    1.260116
 207.240572,    1.122916
 209.063986,    0.984872
 210.887400,    0.846090
 212.710814,    0.706485
 214.534228,    0.566061
 216.357642,    0.424814
 218.181056,    0.282742
 220.004471,    0.139955
 221.827885,   -0.003587
 223.651299,   -0.147958
 225.474713,   -0.292621
 227.298127,   -0.437639
 229.121541,   -0.583488
 230.944955,   -0.729635
 232.768369,   -0.875967
 234.591783,   -1.023133
 236.415197,   -1.170940
 238.238611,   -1.319259
 240.062025,   -1.468416
 241.885439,   -1.618554
 243.708853,   -1.769873
 245.532267,   -1.922032
 247.355681,   -2.075243
 249.179095,   -2.230043
 251.002509,   -2.385689
 252.825923,   -2.542197
 254.649337,   -2.699651
 256.472751,   -2.857956
 258.296165,   -3.017000
