Speed (CAS), Climb Angle
  61.080903,   -1.014972
  61.926562,   -0.521721
  62.772221,   -0.225101
  63.617880,   -0.029709
  64.463539,    0.106473
  65.309197,    0.206343
  66.154856,    0.305540
  67.000515,    0.371388
  67.846174,    0.438654
  68.691833,    0.505118
  69.537491,    0.550227
  70.383150,    0.596440
  71.228809,    0.643757
  72.074468,    0.676552
  72.920127,    0.703488
  73.765785,    0.731259
  74.611444,    0.759864
  75.457103,    0.772064
  76.302762,    0.781275
  77.148421,    0.793556
  77.994079,    0.808998
  78.839738,    0.817963
  79.685397,    0.814161
  80.531056,    0.810731
  81.376714,    0.807672
  82.222373,    0.804986
  83.068032,    0.800942
  83.913691,    0.779012
  84.759350,    0.757247
  85.605008,    0.735648
  86.450667,    0.714215
  87.296326,    0.692948
  88.141985,    0.675078
  88.987644,    0.643418
  89.833302,    0.607695
  90.678961,    0.571954
  91.524620,    0.536196
  92.370279,    0.500420
  93.215938,    0.464627
  94.061596,    0.428817
  94.907255,    0.392285
  95.752914,    0.340984
  96.598573,    0.289527
  97.444232,    0.237912
  98.289890,    0.186474
  99.135549,    0.137892
  99.981208,    0.089153
 100.826867,    0.040257
 101.672525,   -0.008796
 102.518184,   -0.058006
 103.363843,   -0.110595
 104.209502,   -0.174360
 105.055161,   -0.238400
 105.900819,   -0.302715
 106.746478,   -0.367305
 107.592137,   -0.432170
 108.437796,   -0.497311
 109.283455,   -0.561094
 110.129113,   -0.622740
 110.974772,   -0.684661
 111.820431,   -0.746859
 112.666090,   -0.809332
 113.511749,   -0.872080
 114.357407,   -0.937571
 115.203066,   -1.013640
 116.048725,   -1.090081
 116.894384,   -1.166894
 117.740043,   -1.244079
 118.585701,   -1.321637
 119.431360,   -1.399568
 120.277019,   -1.476565
 121.122678,   -1.553396
 121.968336,   -1.630601
 122.813995,   -1.708179
 123.659654,   -1.786130
 124.505313,   -1.864455
 125.350972,   -1.943153
 126.196630,   -2.022226
 127.042289,   -2.101673
 127.887948,   -2.181494
 128.733607,   -2.261690
 129.579266,   -2.342261
 130.424924,   -2.431214
 131.270583,   -2.523401
 132.116242,   -2.616040
 132.961901,   -2.709133
 133.807560,   -2.802679
 134.653218,   -2.896678
 135.498877,   -2.991132
 136.344536,   -3.086040
 137.190195,   -3.181403
 138.035854,   -3.277222
 138.881512,   -3.373496
 139.727171,   -3.470226
 140.572830,   -3.567413
 141.418489,   -3.665106
 142.264147,   -3.763366
 143.109806,   -3.862083
 143.955465,   -3.961259
 144.801124,   -4.060893
