Speed(CAS), Altitude
 120.634093,    0.000000
 120.634095,  328.083990
 120.634095,  656.167979
 120.634095,  984.251969
 120.634095, 1312.335958
 120.634095, 1640.419948
 120.634095, 1968.503937
 120.634095, 2296.587927
 120.634095, 2624.671916
 120.634095, 2952.755906
 120.634095, 3280.839895
 120.634095, 3608.923885
 120.634095, 3937.007874
 120.634095, 4265.091864
 120.634095, 4593.175853
 120.634095, 4921.259843
 120.634095, 5249.343832
 120.634095, 5577.427822
 120.634095, 5905.511811
 120.634095, 6233.595801
 120.634095, 6561.679790
 120.634095, 6889.763780
 120.634095, 7217.847769
 120.634095, 7545.931759
 120.634095, 7874.015748
 120.634095, 8202.099738
 120.634095, 8530.183727
 120.634095, 8858.267717
 120.634095, 9186.351706
 120.634095, 9514.435696
 120.634095, 9842.519685
 120.634095, 10170.603675
 120.634095, 10498.687664
 120.634095, 10826.771654
 120.634095, 11154.855643
 120.634095, 11482.939633
 120.634095, 11811.023622
 120.634095, 12139.107612
 120.634095, 12467.191601
 120.634095, 12795.275591
 120.634095, 13123.359580
 120.634095, 13451.443570
 120.634095, 13779.527559
 120.634095, 14107.611549
 120.634095, 14435.695538
 120.634095, 14763.779528
 120.634095, 15091.863517
 120.634095, 15419.947507
 120.634095, 15748.031496
 120.634095, 16076.115486
 120.634095, 16404.199475
 120.634095, 16732.283465
 120.634095, 17060.367454
 120.634095, 17388.451444
 120.634095, 17716.535433
 120.634095, 18044.619423
 120.634095, 18372.703412
 120.634095, 18700.787402
 120.634095, 19028.871391
 120.634095, 19356.955381
 120.634095, 19685.039370
 120.634095, 20013.123360
 120.634095, 20341.207349
 120.634095, 20669.291339
 120.634095, 20997.375328
 120.634095, 21325.459318
 120.634095, 21653.543307
 120.634095, 21981.627297
 120.634095, 22309.711286
 120.634095, 22637.795276
 120.634095, 22965.879265
 120.634095, 23293.963255
 120.634095, 23622.047244
 120.634095, 23950.131234
 120.634095, 24278.215223
 120.634095, 24606.299213
 120.634095, 24934.383202
 120.634095, 25262.467192
 120.634095, 25590.551181
 120.634095, 25918.635171
 148.106999, 26246.719160
 151.966814, 25918.635171
 155.346676, 25590.551181
 158.510462, 25262.467192
 161.449963, 24934.383202
 164.156896, 24606.299213
 166.912138, 24278.215223
 169.423847, 23950.131234
 171.683549, 23622.047244
 173.980718, 23293.963255
 176.315591, 22965.879265
 178.384457, 22637.795276
 180.792470, 22309.711286
 182.619038, 21981.627297
 184.785154, 21653.543307
 186.668135, 21325.459318
 188.578068, 20997.375328
 190.515113, 20669.291339
 192.154343, 20341.207349
 194.143030, 20013.123360
 195.828054, 19685.039370
 197.534632, 19356.955381
 199.262888, 19028.871391
 200.672357, 18700.787402
 202.441202, 18372.703412
 203.885206, 18044.619423
 205.695087, 17716.535433
 207.174019, 17388.451444
 208.668968, 17060.367454
 210.180019, 16732.283465
 211.707259, 16404.199475
 213.250773, 16076.115486
 214.810648, 15748.031496
 216.014391, 15419.947507
 217.603974, 15091.863517
 218.831026, 14763.779528
 220.068172, 14435.695538
 221.315459, 14107.611549
 222.572933, 13779.527559
 223.840641, 13451.443570
 224.722855, 13123.359580
 226.007803, 12795.275591
 227.303112, 12467.191601
 228.608829, 12139.107612
 229.515671, 11811.023622
 230.838922, 11482.939633
 231.756519, 11154.855643
 233.097437, 10826.771654
 234.025868, 10498.687664
 235.384588, 10170.603675
 236.323931, 9842.519685
 236.833428, 9514.435696
 237.776724, 9186.351706
 238.283119, 8858.267717
 239.230336, 8530.183727
 239.733540, 8202.099738
 240.684645, 7874.015748
 241.184570, 7545.931759
 242.139532, 7217.847769
 242.636090, 6889.763780
 243.594875, 6561.679790
 244.557382, 6233.595801
 245.050551, 5905.511811
 246.016847, 5577.427822
 246.986867, 5249.343832
 247.476488, 4921.259843
 247.962413, 4593.175853
 248.444604, 4265.091864
 248.923025, 3937.007874
 249.397639, 3608.923885
 249.868409, 3280.839895
 250.335296, 2952.755906
 250.798265, 2624.671916
 251.257277, 2296.587927
 251.712294, 1968.503937
 252.163281, 1640.419948
 252.610197, 1312.335958
 253.053006,  984.251969
 253.491670,  656.167979
 253.926151,  328.083990
 254.356406,    0.000000
