Time, CD
   0.000000,    0.065135
   0.100000,    0.065135
   0.200000,    0.065135
   0.300000,    0.065135
   0.400000,    0.065135
   0.500000,    0.065135
   0.600000,    0.065135
   0.700000,    0.065135
   0.800000,    0.065135
   0.900000,    0.065135
   1.000000,    0.065135
   1.100000,    0.065135
   1.200000,    0.065135
   1.300000,    0.065135
   1.400000,    0.065135
   1.500000,    0.065135
   1.600000,    0.065135
   1.700000,    0.065135
   1.800000,    0.065135
   1.900000,    0.065135
   2.000000,    0.065135
   2.100000,    0.065135
   2.200000,    0.065135
   2.300000,    0.065135
   2.400000,    0.065135
   2.500000,    0.065135
   2.600000,    0.065135
   2.700000,    0.065135
   2.800000,    0.065135
   2.900000,    0.065135
   3.000000,    0.065135
   3.100000,    0.065135
   3.200000,    0.065135
   3.300000,    0.065135
   3.400000,    0.065135
   3.500000,    0.065135
   3.600000,    0.065135
   3.700000,    0.065135
   3.800000,    0.065135
   3.900000,    0.065135
   4.000000,    0.065135
   4.100000,    0.065135
   4.200000,    0.065135
   4.300000,    0.065135
   4.400000,    0.065135
   4.500000,    0.065135
   4.600000,    0.065135
   4.700000,    0.065135
   4.800000,    0.065135
   4.900000,    0.065135
   5.000000,    0.065135
   5.100000,    0.065135
   5.200000,    0.065135
   5.300000,    0.065135
   5.400000,    0.065135
   5.500000,    0.065135
   5.600000,    0.065135
   5.700000,    0.065135
   5.800000,    0.065135
   5.900000,    0.065135
   6.000000,    0.065135
   6.100000,    0.065135
   6.200000,    0.065135
   6.300000,    0.065135
   6.400000,    0.065135
   6.500000,    0.065135
   6.600000,    0.065135
   6.700000,    0.065135
   6.800000,    0.065135
   6.900000,    0.065135
   7.000000,    0.065135
   7.100000,    0.065135
   7.200000,    0.065135
   7.300000,    0.065135
   7.400000,    0.065135
   7.500000,    0.065135
   7.600000,    0.065135
   7.700000,    0.065135
   7.800000,    0.065135
   7.900000,    0.065135
   8.000000,    0.065135
   8.100000,    0.065135
   8.200000,    0.065135
   8.300000,    0.065135
   8.400000,    0.065135
   8.500000,    0.065135
   8.600000,    0.065135
   8.700000,    0.065135
   8.800000,    0.065135
   8.900000,    0.065135
   9.000000,    0.065135
   9.100000,    0.065135
   9.200000,    0.065135
   9.300000,    0.065135
   9.400000,    0.065135
   9.500000,    0.065135
   9.600000,    0.065135
   9.700000,    0.065135
   9.800000,    0.065135
   9.900000,    0.065135
  10.000000,    0.065135
  10.100000,    0.065135
  10.200000,    0.065135
  10.300000,    0.065135
  10.400000,    0.065135
  10.500000,    0.065135
  10.600000,    0.065135
  10.700000,    0.065135
  10.800000,    0.065135
  10.900000,    0.065135
  11.000000,    0.065135
  11.100000,    0.065135
  11.200000,    0.065135
  11.300000,    0.065135
  11.400000,    0.065135
  11.500000,    0.065135
  11.600000,    0.065135
  11.700000,    0.065135
  11.800000,    0.065135
  11.900000,    0.065135
  12.000000,    0.065135
  12.100000,    0.065135
  12.200000,    0.065135
  12.300000,    0.065135
  12.400000,    0.065135
  12.500000,    0.065135
  12.600000,    0.065135
  12.700000,    0.065135
  12.800000,    0.065135
  12.900000,    0.065135
  13.000000,    0.065135
  13.100000,    0.065135
  13.200000,    0.065135
  13.300000,    0.065135
  13.400000,    0.065135
  13.500000,    0.065135
  13.600000,    0.065135
  13.700000,    0.065135
  13.800000,    0.065135
  13.900000,    0.065135
  14.000000,    0.065135
  14.100000,    0.065135
  14.200000,    0.065135
  14.300000,    0.065135
  14.400000,    0.065135
  14.500000,    0.065135
  14.600000,    0.065135
  14.700000,    0.065135
  14.800000,    0.065135
  14.900000,    0.065135
  15.000000,    0.065135
  15.100000,    0.065135
  15.200000,    0.065135
  15.300000,    0.065135
  15.400000,    0.065135
  15.500000,    0.065135
  15.600000,    0.065135
  15.700000,    0.065135
  15.800000,    0.065135
  15.900000,    0.065135
  16.000000,    0.065135
  16.100000,    0.065135
  16.200000,    0.065135
  16.300000,    0.065135
  16.400000,    0.065135
  16.500000,    0.065135
  16.600000,    0.065135
  16.700000,    0.065135
  16.800000,    0.065135
  16.900000,    0.065135
  17.000000,    0.065135
  17.100000,    0.065135
  17.200000,    0.065135
  17.300000,    0.065135
  17.400000,    0.065135
  17.500000,    0.065135
  17.600000,    0.065135
  17.700000,    0.065135
  17.800000,    0.065135
  17.900000,    0.065135
  18.000000,    0.065135
  18.100000,    0.065135
  18.200000,    0.065135
  18.300000,    0.065135
  18.400000,    0.065135
  18.500000,    0.065135
  18.600000,    0.065135
  18.700000,    0.065135
  18.800000,    0.065135
  18.900000,    0.065135
  19.000000,    0.065135
  19.100000,    0.065135
  19.200000,    0.065135
  19.300000,    0.065135
  19.400000,    0.065135
  19.500000,    0.065135
  19.600000,    0.065135
  19.700000,    0.065135
  19.800000,    0.065135
  19.900000,    0.065135
  20.000000,    0.065135
  20.100000,    0.065135
  20.200000,    0.065135
  20.300000,    0.065135
  20.400000,    0.065135
  20.500000,    0.065135
  20.600000,    0.065135
  20.700000,    0.065135
  20.800000,    0.065135
  20.900000,    0.065135
  21.000000,    0.065135
  21.100000,    0.065135
  21.200000,    0.065135
  21.300000,    0.065135
  21.400000,    0.065135
  21.500000,    0.065135
  21.600000,    0.065135
  21.700000,    0.065135
  21.800000,    0.065135
  21.900000,    0.065135
  22.000000,    0.065135
  22.100000,    0.065135
  22.200000,    0.065135
  22.300000,    0.065135
  22.400000,    0.065135
  22.500000,    0.065135
  22.600000,    0.065135
  22.700000,    0.065135
  22.800000,    0.065135
  22.900000,    0.065135
  23.000000,    0.065135
  23.056841,    0.065135
  23.156841,    0.077850
  23.256841,    0.077922
  23.356841,    0.077994
  23.456841,    0.078066
  23.556841,    0.078139
  23.656841,    0.078211
  23.756841,    0.078283
  23.856841,    0.078355
  23.956841,    0.078427
  24.056841,    0.078499
  24.156841,    0.079235
  24.256841,    0.080759
  24.356841,    0.082283
  24.456841,    0.083807
  24.556841,    0.085331
  24.656841,    0.086854
  24.756841,    0.088378
  24.856841,    0.089902
  24.956841,    0.091426
  25.056841,    0.092950
  25.156841,    0.094487
  25.256841,    0.096039
  25.356841,    0.097592
  25.456841,    0.099145
  25.556841,    0.100697
  25.656841,    0.102250
  25.756841,    0.103802
  25.856841,    0.105355
  25.956841,    0.106908
  26.056841,    0.108460
  26.111100,    0.109303
  26.211100,    0.116086
  26.311100,    0.122869
  26.411100,    0.129653
  26.511100,    0.136436
  26.611100,    0.143219
  26.711100,    0.150002
  26.811100,    0.156786
  26.911100,    0.163569
  27.011100,    0.170352
  27.111100,    0.177135
  27.211100,    0.177135
  27.311100,    0.177135
  27.411100,    0.177135
  27.511100,    0.177135
  27.611100,    0.177135
  27.711100,    0.177135
  27.811100,    0.177135
  27.911100,    0.177135
  28.011100,    0.177135
  28.111100,    0.177135
  28.211100,    0.177135
  28.311100,    0.177135
  28.411100,    0.177135
  28.511100,    0.177135
