Ground Distance, Acceleration
   0.000000,    3.795215
   0.018967,    3.789565
   0.075829,    3.783883
   0.170530,    3.778169
   0.303013,    3.772423
   0.473220,    3.766646
   0.681093,    3.760839
   0.926575,    3.755000
   1.209607,    3.749131
   1.530130,    3.743232
   1.888085,    3.737302
   2.283413,    3.731343
   2.716055,    3.725354
   3.185950,    3.719334
   3.693039,    3.713284
   4.237260,    3.707204
   4.818554,    3.701096
   5.436858,    3.694959
   6.092112,    3.688794
   6.784254,    3.682602
   7.513221,    3.676381
   8.278953,    3.670133
   9.081386,    3.663858
   9.920457,    3.657556
  10.796104,    3.651227
  11.708263,    3.644872
  12.656871,    3.638487
  13.641864,    3.632073
  14.663178,    3.625633
  15.720747,    3.619168
  16.814509,    3.612677
  17.944397,    3.606162
  19.110347,    3.599621
  20.312293,    3.593057
  21.550170,    3.586468
  22.823911,    3.579855
  24.133450,    3.573218
  25.478722,    3.566557
  26.859660,    3.559873
  28.276196,    3.553162
  29.728264,    3.546423
  31.215796,    3.539661
  32.738724,    3.532877
  34.296981,    3.526071
  35.890499,    3.519243
  37.519210,    3.512394
  39.183044,    3.505523
  40.881934,    3.498632
  42.615810,    3.491719
  44.384603,    3.484786
  46.188243,    3.477832
  48.026663,    3.470859
  49.899790,    3.463865
  51.807557,    3.456840
  53.749891,    3.449795
  55.726724,    3.442731
  57.737984,    3.435649
  59.783601,    3.428548
  61.863502,    3.421428
  63.977619,    3.414291
  66.125878,    3.407135
  68.308208,    3.399962
  70.524538,    3.392772
  72.774796,    3.385565
  75.058909,    3.378341
  77.376806,    3.371100
  79.728414,    3.363839
  82.113660,    3.356551
  84.532471,    3.349247
  86.984775,    3.341927
  89.470499,    3.334591
  91.989568,    3.327241
  94.541909,    3.319876
  97.127450,    3.312496
  99.746115,    3.305102
 102.397831,    3.297694
 105.082524,    3.290271
 107.800120,    3.282835
 110.550545,    3.275386
 113.333723,    3.267923
 116.149580,    3.260448
 118.998042,    3.252943
 121.879033,    3.245424
 124.792478,    3.237894
 127.738303,    3.230351
 130.716431,    3.222797
 133.726787,    3.215232
 136.769295,    3.207655
 139.843879,    3.200067
 142.950465,    3.192468
 146.088975,    3.184859
 149.259333,    3.177240
 152.461464,    3.169610
 155.695291,    3.161970
 158.960738,    3.154321
 162.257728,    3.146659
 165.586184,    3.138972
 168.946031,    3.131277
 172.337190,    3.123574
 175.759584,    3.115861
 179.213138,    3.108141
 182.697773,    3.100413
 186.213411,    3.092677
 189.759977,    3.084933
 193.337392,    3.077182
 196.945579,    3.069424
 200.584460,    3.061659
 204.253957,    3.053888
 207.953994,    3.046110
 211.684491,    3.038325
 215.445372,    3.030535
 219.236558,    3.022730
 223.057972,    3.014918
 226.909534,    3.007102
 230.791168,    2.999280
 234.702794,    2.991453
 238.644335,    2.983622
 242.615712,    2.975786
 246.616847,    2.967945
 250.647662,    2.960101
 254.708077,    2.952253
 258.798015,    2.944401
 262.917397,    2.936546
 267.066145,    2.928688
 271.244179,    2.920826
 275.451422,    2.912962
 279.687794,    2.905095
 283.953217,    2.897228
 288.247612,    2.889359
 292.570902,    2.881487
 296.923005,    2.873614
 301.303845,    2.865739
 305.713343,    2.857863
 310.151419,    2.849985
 314.617995,    2.842106
 319.112992,    2.834227
 323.636331,    2.826346
 328.187934,    2.818466
 332.767721,    2.810585
 337.375614,    2.802703
 342.011535,    2.794822
 346.675403,    2.786941
 351.367141,    2.779061
 356.086669,    2.771186
 360.833910,    2.763320
 365.608783,    2.755455
 370.411211,    2.747591
 375.241115,    2.739729
 380.098417,    2.731867
 384.983037,    2.724008
 389.894897,    2.716150
 394.833918,    2.708294
 399.800023,    2.700441
 404.793132,    2.692589
 409.813167,    2.684740
 414.860049,    2.676894
 419.933700,    2.669051
 425.034042,    2.661210
 430.160995,    2.653373
 435.314483,    2.645539
 440.494426,    2.637709
 445.700746,    2.629889
 450.933365,    2.622073
 456.192205,    2.614260
 461.477187,    2.606452
 466.788234,    2.598649
 472.125267,    2.590849
 477.488209,    2.583054
 482.876981,    2.575264
 488.291506,    2.567479
 493.731706,    2.559699
 499.197502,    2.551924
 504.688818,    2.544154
 510.205576,    2.536390
 515.747697,    2.528632
 521.315105,    2.520879
 526.907722,    2.513133
 532.525470,    2.505392
