ï»¿Cruise Altitude[ft], CruiseMachNumber, 
30864.901244816647,	0.639995798223,	
25265.297704277815,	0.639997295071,	
24525.461746457728,	0.639997937710,	
25138.413422797550,	0.639995026759,	
24747.835831176322,	0.639999932115,	
24738.018951032540,	0.639995266273,	
26907.449611914428,	0.639979502113,	
30854.186604676866,	0.639981433994,	
24805.236238068360,	0.639972264023,	
20788.960940499280,	0.639970738410,	
30966.801636171080,	0.639977612068,	
26790.167613501813,	0.639981260558,	
28811.020014951600,	0.639985663667,	
21047.597920355930,	0.639997686143,	
21204.164884230680,	0.639998500897,	
29014.610463417528,	0.639965528513,	
28548.762167296060,	0.639988432614,	
30934.443277673803,	0.639951231882,	
27048.292622206984,	0.639991907270,	
20770.985716072480,	0.639996327398,	
30986.044552673127,	0.639999929485,	
26865.564800546220,	0.639997088749,	
20882.203347408253,	0.639980920958,	
22790.418859644527,	0.639983585751,	
22852.318014175387,	0.639962061150,	
28958.359227153140,	0.639984725965,	
22921.720412704650,	0.639998564005,	
26820.306717744130,	0.639991759844,	
28934.292369521765,	0.639995062979,	
30921.275263062125,	0.639995808184,	
26827.527873877790,	0.639999711642,	
20932.492490972883,	0.639995574742,	
26800.657330287310,	0.639999142453,	
26879.286332056785,	0.639999344781,	
22836.584842109870,	0.639984391791,	
30916.226829134903,	0.639998033091,	
24907.460176238295,	0.639976550861,	
30897.715212198940,	0.639991635817,	
24906.082465476960,	0.639949066077,	
30823.709714012910,	0.639995266078,	
30891.361027412262,	0.639973454294,	
26696.919983870208,	0.639991759844,	
21218.274060698892,	0.639997346109,	
20874.238024010217,	0.639938535293,	
20852.052526894837,	0.639982762079,	
28563.272974797820,	0.639992784517,	
22803.781384940394,	0.639988374237,	
28883.402085901560,	0.639990671797,	
29018.570927828903,	0.639987755921,	
20013.784845146216,	0.639999850154,	
20827.722244594806,	0.639991811617,	
24403.898612162582,	0.639998753845,	
28909.044504270398,	0.639995443264,	
28827.503014646940,	0.639995906903,	
29024.018381239854,	0.639986352159,	
22807.553851932993,	0.639995070479,	
30949.996993457276,	0.639999612696,	
26836.506583254853,	0.639994592696,	
28886.354462137308,	0.639993427159,	
20849.916213229340,	0.639998134501,	
24952.289685500044,	0.639999494602,	
22916.720460272067,	0.639996327030,	
30975.972741271160,	0.639999062909,	
24918.178246747648,	0.639999471044,	
30893.209034708840,	0.639997337571,	
27185.935152218900,	0.639998227616,	
22805.451578296415,	0.639999997090,	
26937.188761344740,	0.639999680528,	
30860.649525818106,	0.639997421691,	
20760.809607976582,	0.639992230813,	
24851.281697027127,	0.639998524257,	
24953.260491107630,	0.639991721965,	
20913.649863172770,	0.639992107215,	
22885.093809608625,	0.639982977859,	
30878.092310728032,	0.639996796273,	
28864.144698168220,	0.639925924922,	
30963.751220986614,	0.639996873168,	
21178.761407101985,	0.639998524257,	
24802.311171491260,	0.639995529739,	
20893.636333469763,	0.639998384278,	
30878.335811173510,	0.639999794444,	
22733.622367147764,	0.639993113782,	
27027.345602134270,	0.639994367262,	
30828.588610309278,	0.639997421691,	
24937.879876869167,	0.639998436872,	
24945.751192007912,	0.639976080566,	
30931.976992643460,	0.639998420365,	
29150.581970666128,	0.639998564005,	
24909.901234172718,	0.639998524257,	
30877.739171827950,	0.639999999981,	
20763.706964421635,	0.639999410662,	
20939.937956948146,	0.639999522666,	
20941.792154145507,	0.639999692229,	
30939.914809987702,	0.639998420365,	
30881.028700841453,	0.639999444090,	
24695.342246973505,	0.639997414785,	
26866.315769299425,	0.639999978319,	
20951.280007049260,	0.639979453558,	
