ï»¿Cruise Altitude[ft], CruiseMachNumber, 
24882.287851394038,	0.639665024051,	
24912.819565134298,	0.640000000000,	
22589.164591384284,	0.640000000000,	
31000.000000000000,	0.640000000000,	
24952.041486719120,	0.640000000000,	
21023.835414551160,	0.640000000000,	
26620.197246292453,	0.640000000000,	
21030.936807026555,	0.640000000000,	
20600.068800760866,	0.640000000000,	
26896.354611089650,	0.640000000000,	
20761.722393998323,	0.640000000000,	
20879.820505738808,	0.640000000000,	
20879.994289549810,	0.640000000000,	
20847.999478648224,	0.640000000000,	
22937.416112629067,	0.640000000000,	
26590.592099708670,	0.640000000000,	
28871.561407111843,	0.640000000000,	
21201.377765970523,	0.640000000000,	
27169.681003322883,	0.640000000000,	
29133.290083093170,	0.640000000000,	
29171.571220406600,	0.640000000000,	
25263.902945975560,	0.640000000000,	
30830.051631622686,	0.640000000000,	
26632.891759008510,	0.640000000000,	
26575.493316123930,	0.640000000000,	
21109.334902087380,	0.640000000000,	
24895.631520167990,	0.640000000000,	
22537.080635557882,	0.640000000000,	
28946.967889319294,	0.640000000000,	
25058.649072335735,	0.640000000000,	
30875.145369528695,	0.640000000000,	
26797.055021200870,	0.640000000000,	
22950.392289756946,	0.640000000000,	
20496.830447213608,	0.640000000000,	
20929.234315567810,	0.640000000000,	
20559.224365393497,	0.640000000000,	
26881.034418902007,	0.640000000000,	
20753.799314994500,	0.640000000000,	
26844.004695465710,	0.640000000000,	
22817.931357196600,	0.639969448707,	
20682.727928275460,	0.640000000000,	
25122.433749951182,	0.640000000000,	
27188.170984360470,	0.640000000000,	
30515.449671735427,	0.640000000000,	
30707.179139800708,	0.640000000000,	
30923.299688743642,	0.640000000000,	
30686.865175030413,	0.640000000000,	
30813.526689819653,	0.640000000000,	
26831.807459872085,	0.640000000000,	
26665.900266477056,	0.640000000000,	
20761.437308523940,	0.640000000000,	
24918.413222277835,	0.640000000000,	
22866.841147498760,	0.640000000000,	
30584.650763612488,	0.640000000000,	
28731.888160256910,	0.640000000000,	
28827.355162681168,	0.640000000000,	
30989.097497578925,	0.639710179610,	
20707.986343958210,	0.640000000000,	
28721.765687843410,	0.640000000000,	
20945.664030207347,	0.640000000000,	
20480.364749137240,	0.640000000000,	
20953.991628235683,	0.640000000000,	
26551.532834064994,	0.640000000000,	
29006.093781597545,	0.640000000000,	
30955.081656999230,	0.640000000000,	
30528.364290080790,	0.640000000000,	
20574.000321381813,	0.640000000000,	
26911.081018563862,	0.640000000000,	
28663.059834194370,	0.640000000000,	
20891.229260157140,	0.639912300001,	
25206.426782237540,	0.640000000000,	
27126.616153653110,	0.640000000000,	
20874.987613191865,	0.640000000000,	
22789.119291266456,	0.640000000000,	
24796.169674470126,	0.639989240948,	
26527.762954314214,	0.640000000000,	
30725.450343512268,	0.640000000000,	
26867.011329476532,	0.640000000000,	
23177.203897427822,	0.640000000000,	
24935.528985902176,	0.640000000000,	
30818.013924320810,	0.639945432496,	
26737.151433123287,	0.640000000000,	
30881.225232093326,	0.640000000000,	
20821.028258818070,	0.639998802234,	
30825.898661902458,	0.639998769185,	
22518.814312989980,	0.640000000000,	
24573.117181465648,	0.640000000000,	
26924.264013015070,	0.640000000000,	
30555.757303248673,	0.640000000000,	
20900.947927643738,	0.640000000000,	
30999.836723528206,	0.640000000000,	
28534.410969141943,	0.639986592377,	
26920.687559698184,	0.640000000000,	
20895.895050807920,	0.640000000000,	
24792.060432549446,	0.639988750237,	
24690.875437249000,	0.640000000000,	
27234.835055490166,	0.640000000000,	
22607.364415173960,	0.640000000000,	
24713.881532105926,	0.640000000000,	
24810.190996179820,	0.640000000000,	
20895.369672490980,	0.640000000000,	
28851.890629304988,	0.640000000000,	
24735.143527990374,	0.640000000000,	
21677.671624617902,	0.640000000000,	
28926.364995835163,	0.640000000000,	
27592.308180819990,	0.640000000000,	
28713.538881214560,	0.640000000000,	
26875.869583807184,	0.640000000000,	
23145.580273760150,	0.640000000000,	
24716.318017531372,	0.640000000000,	
26839.002543818693,	0.640000000000,	
22942.672441529114,	0.640000000000,	
20883.470908481104,	0.640000000000,	
26569.524910115360,	0.640000000000,	
26849.480967873915,	0.640000000000,	
24789.051890715695,	0.639995062562,	
20579.303298235405,	0.640000000000,	
26870.338831955650,	0.639998175192,	
28814.261740835850,	0.640000000000,	
20813.718883814400,	0.639964928011,	
24843.126299339420,	0.640000000000,	
30882.708061574453,	0.640000000000,	
25037.557754684065,	0.640000000000,	
29130.907650730080,	0.639991018929,	
22533.043189153792,	0.639995570216,	
20886.312631704506,	0.640000000000,	
23171.245920159840,	0.640000000000,	
22543.446780761090,	0.640000000000,	
24915.895230503250,	0.640000000000,	
30636.031215527290,	0.640000000000,	
20537.706480061403,	0.640000000000,	
24847.291474907200,	0.639990373963,	
30809.330618215325,	0.640000000000,	
22680.279083235690,	0.640000000000,	
27653.515722067506,	0.640000000000,	
28833.301385232350,	0.639999368265,	
28518.646558228542,	0.640000000000,	
23238.213858036233,	0.640000000000,	
24805.801740178907,	0.640000000000,	
20010.195679064902,	0.640000000000,	
22854.628949417052,	0.640000000000,	
28674.593276609106,	0.640000000000,	
30576.500343188192,	0.640000000000,	
27158.242169992130,	0.640000000000,	
23210.223653980970,	0.639994340637,	
22873.810471423294,	0.639990979981,	
30803.279594025300,	0.640000000000,	
24858.289488238470,	0.640000000000,	
29198.624774059340,	0.639998260612,	
22723.724271891664,	0.639996143561,	
28810.954436144860,	0.640000000000,	
29193.315131607820,	0.639961641759,	
27164.009869746930,	0.640000000000,	
25039.562764473510,	0.639991896729,	
26701.101634021314,	0.640000000000,	
28627.675251940324,	0.640000000000,	
21162.883401376293,	0.640000000000,	
20592.024131817507,	0.640000000000,	
30967.934674616467,	0.639999465696,	
26699.958330298698,	0.640000000000,	
22856.442017069057,	0.640000000000,	
26828.587468290180,	0.640000000000,	
21590.888465650223,	0.640000000000,	
28891.205716615143,	0.640000000000,	
27207.686935803210,	0.640000000000,	
28795.151990142836,	0.639991338440,	
30723.412675486616,	0.640000000000,	
30801.793135916076,	0.639964050217,	
