Time, Mach number
   0.440185,    0.181214
   0.441852,    0.181309
   0.443518,    0.181404
   0.445185,    0.181418
   0.446852,    0.181432
   0.448518,    0.181446
   0.450185,    0.181460
   0.451852,    0.181474
   0.453518,    0.181405
   0.455185,    0.181336
   0.456852,    0.181267
   0.458518,    0.181198
   0.460185,    0.181129
   0.460185,    0.257173
   1.655097,    0.266144
   2.874522,    0.275550
   4.133302,    0.285420
   5.482632,    0.295783
   6.969219,    0.306671
   8.614908,    0.318118
  10.453102,    0.330160
  12.542548,    0.342839
  15.027550,    0.356198
  15.027550,    0.420000
  15.858972,    0.420000
  16.690395,    0.420000
  17.521817,    0.420000
  18.353239,    0.420000
  19.184662,    0.420000
  20.016084,    0.420000
  20.847506,    0.420000
  21.678929,    0.420000
  22.510351,    0.420000
  23.341773,    0.420000
  24.173196,    0.420000
  25.004618,    0.420000
  25.836040,    0.420000
  26.667463,    0.420000
  27.498885,    0.420000
  28.330307,    0.420000
  29.161730,    0.420000
  29.993152,    0.420000
  30.824574,    0.420000
  31.655997,    0.420000
  32.487419,    0.420000
  33.318841,    0.420000
  34.150264,    0.420000
  34.981686,    0.420000
  35.813108,    0.420000
  36.644531,    0.420000
  37.475953,    0.420000
  38.307375,    0.420000
  39.138798,    0.420000
  39.138798,    0.460962
  40.298666,    0.445132
  41.461312,    0.430040
  42.622520,    0.415643
  43.778533,    0.401901
  44.927113,    0.388776
  46.063949,    0.376234
  47.184952,    0.364242
  48.302137,    0.352769
  49.411806,    0.341787
  49.411806,    0.264108
  49.990878,    0.268716
  50.575571,    0.273435
  51.165723,    0.278269
  51.764106,    0.283221
  52.381498,    0.288295
  53.027216,    0.293495
  53.704269,    0.298825
  54.414975,    0.304289
  55.161144,    0.309891
  55.161144,    0.259242
  57.014269,    0.259129
  58.868203,    0.259016
  60.722949,    0.258903
  62.578505,    0.258790
  64.434873,    0.258676
  66.292054,    0.258563
  68.150049,    0.258450
  70.008858,    0.258336
  71.868482,    0.258223
  71.868482,    0.401036
  72.514813,    0.393786
  73.150956,    0.386715
  73.789636,    0.379817
  74.430995,    0.373088
  75.075175,    0.366521
  75.721967,    0.360113
  76.371231,    0.353857
  77.022507,    0.347750
  77.674878,    0.341787
  77.674878,    0.259242
  82.674878,    0.259129
  87.674878,    0.259016
  92.674878,    0.258903
  97.674878,    0.258790
 102.674878,    0.258676
 107.674878,    0.258563
 112.674878,    0.258450
 117.674878,    0.258336
 122.674878,    0.258223
 122.674878,    0.163466
 122.676545,    0.163467
 122.678211,    0.163469
 122.679878,    0.163471
 122.681545,    0.163474
 122.683211,    0.163478
 122.684878,    0.163482
 122.686545,    0.163486
 122.688211,    0.163490
 122.689878,    0.163495
 122.691545,    0.163499
 122.693211,    0.163503
 122.694878,    0.163507
 122.696545,    0.163511
 122.698211,    0.163518
 122.699878,    0.163526
 122.701545,    0.163535
 122.703211,    0.163543
 122.704878,    0.163551
 122.706545,    0.163559
 122.708211,    0.163567
 122.709878,    0.163575
 122.711545,    0.163584
 122.713211,    0.163592
 122.714878,    0.163603
 122.716545,    0.163615
 122.718211,    0.163627
 122.719878,    0.163639
 122.721545,    0.163651
 122.723211,    0.163664
 122.724878,    0.163676
 122.726545,    0.163688
 122.728211,    0.163700
 122.729878,    0.163712
 122.731545,    0.163727
 122.733211,    0.163743
 122.734878,    0.163759
 122.736545,    0.163775
 122.738211,    0.163790
 122.739878,    0.163806
 122.741545,    0.163822
 122.743211,    0.163838
 122.744878,    0.163854
 122.746545,    0.163870
 122.748211,    0.163889
 122.749878,    0.163909
 122.751545,    0.163928
 122.753211,    0.163948
 122.754878,    0.163968
 122.756545,    0.163987
 122.758211,    0.164007
 122.759878,    0.164027
 122.761545,    0.164047
 122.763211,    0.164066
 122.764878,    0.164089
 122.766545,    0.164113
 122.768211,    0.164136
 122.769878,    0.164160
 122.771545,    0.164183
 122.773211,    0.164207
 122.774878,    0.164230
 122.776545,    0.164254
 122.778211,    0.164278
 122.779878,    0.164301
 122.781545,    0.164328
 122.783211,    0.164355
 122.784878,    0.164382
 122.786545,    0.164409
 122.788211,    0.164436
 122.789878,    0.164463
 122.791545,    0.164490
 122.793211,    0.164517
 122.794878,    0.164544
 122.796545,    0.164571
 122.798211,    0.164601
 122.799878,    0.164631
 122.801545,    0.164661
 122.803211,    0.164692
 122.804878,    0.164722
 122.806545,    0.164752
 122.808211,    0.164783
 122.809878,    0.164813
 122.811545,    0.164843
 122.813211,    0.164873
 122.814878,    0.164906
 122.816545,    0.164940
 122.818211,    0.164973
 122.819878,    0.165007
 122.821545,    0.165040
 122.823211,    0.165074
 122.824878,    0.165107
 122.826545,    0.165141
 122.828211,    0.165174
 122.829878,    0.165208
 122.831545,    0.165244
 122.833211,    0.165282
 122.834878,    0.165319
 122.836545,    0.165356
 122.838211,    0.165393
 122.839878,    0.165431
 122.841545,    0.165468
 122.843211,    0.165505
 122.844878,    0.165542
 122.846545,    0.165579
 122.848211,    0.165620
 122.849878,    0.165661
 122.851545,    0.165702
 122.853211,    0.165743
 122.854878,    0.165784
 122.856545,    0.165825
 122.858211,    0.165866
 122.859878,    0.165907
 122.861545,    0.165948
 122.863211,    0.165989
 122.864878,    0.166032
 122.866545,    0.166076
 122.868211,    0.166120
 122.869878,    0.166164
 122.871545,    0.166208
 122.873211,    0.166251
 122.874878,    0.166295
 122.876545,    0.166339
 122.878211,    0.166383
 122.879878,    0.166427
 122.881545,    0.166473
 122.883211,    0.166520
 122.884878,    0.166567
 122.886545,    0.166614
 122.888211,    0.166661
 122.889878,    0.166707
 122.891545,    0.166754
 122.893211,    0.166801
 122.894878,    0.166848
 122.896545,    0.166895
 122.898211,    0.166944
 122.899878,    0.166994
 122.901545,    0.167043
 122.903211,    0.167093
 122.904878,    0.167143
 122.906545,    0.167193
 122.908211,    0.167242
 122.909878,    0.167292
 122.911545,    0.167342
 122.913211,    0.167392
 122.914878,    0.167444
 122.916545,    0.167496
 122.918211,    0.167549
 122.919878,    0.167601
 122.921545,    0.167653
 122.923211,    0.167706
 122.924878,    0.167758
 122.926545,    0.167811
 122.928211,    0.167863
 122.929878,    0.167916
 122.931545,    0.167971
 122.933211,    0.168027
 122.934878,    0.168082
 122.936545,    0.168138
 122.938211,    0.168193
 122.939878,    0.168249
 122.941545,    0.168305
 122.943211,    0.168360
 122.944878,    0.168416
 122.946545,    0.168472
 122.948211,    0.168530
 122.949878,    0.168588
 122.951545,    0.168647
 122.953211,    0.168705
 122.954878,    0.168764
 122.956545,    0.168822
 122.958211,    0.168881
 122.959878,    0.168940
 122.961545,    0.168998
 122.963211,    0.169057
 122.964878,    0.169118
 122.966545,    0.169179
 122.968211,    0.169241
 122.969878,    0.169302
 122.971545,    0.169364
 122.973211,    0.169425
 122.974878,    0.169487
 122.976545,    0.169548
 122.978211,    0.169610
 122.979878,    0.169671
 122.981545,    0.169735
 122.983211,    0.169799
 122.984878,    0.169863
 122.986545,    0.169927
 122.988211,    0.169992
 122.989878,    0.170056
 122.991545,    0.170120
 122.993211,    0.170184
 122.994878,    0.170248
 122.996545,    0.170312
 122.998211,    0.170378
 122.999878,    0.170445
 123.001545,    0.170511
 123.003211,    0.170578
 123.004878,    0.170644
 123.006545,    0.170710
 123.008211,    0.170777
 123.009878,    0.170843
 123.011545,    0.170909
 123.013211,    0.170976
 123.014878,    0.171044
 123.016545,    0.171112
 123.018211,    0.171181
 123.019878,    0.171249
 123.021545,    0.171318
 123.023211,    0.171386
 123.024878,    0.171454
 123.026545,    0.171523
 123.028211,    0.171591
 123.029878,    0.171660
 123.031545,    0.171730
 123.033211,    0.171800
 123.034878,    0.171871
 123.036545,    0.171941
 123.038211,    0.172011
 123.039878,    0.172082
 123.041545,    0.172152
 123.043211,    0.172223
 123.044878,    0.172293
 123.046545,    0.172364
 123.048211,    0.172436
 123.049878,    0.172509
 123.051545,    0.172582
 123.053211,    0.172654
 123.054878,    0.172727
 123.056545,    0.172800
 123.058211,    0.172873
 123.059878,    0.172946
 123.061545,    0.173019
 123.063211,    0.173091
 123.064878,    0.173166
 123.066545,    0.173241
 123.068211,    0.173316
 123.069878,    0.173390
 123.071545,    0.173465
 123.073211,    0.173540
 123.074878,    0.173615
 123.076545,    0.173689
 123.078211,    0.173764
 123.079878,    0.173839
 123.081545,    0.173915
 123.083211,    0.173991
 123.084878,    0.174068
 123.086545,    0.174144
 123.088211,    0.174220
 123.089878,    0.174297
 123.091545,    0.174373
 123.093211,    0.174449
 123.094878,    0.174526
 123.096545,    0.174602
 123.098211,    0.174679
 123.099878,    0.174757
 123.101545,    0.174834
 123.103211,    0.174912
 123.104878,    0.174989
 123.106545,    0.175067
 123.108211,    0.175144
 123.109878,    0.175222
 123.111545,    0.175299
 123.113211,    0.175376
 123.114878,    0.175455
 123.116545,    0.175533
 123.118211,    0.175612
 123.119878,    0.175691
 123.121545,    0.175769
 123.123211,    0.175848
 123.124878,    0.175926
 123.126545,    0.176005
 123.128211,    0.176083
 123.129878,    0.176162
 123.131545,    0.176241
 123.133211,    0.176321
 123.134878,    0.176400
 123.136545,    0.176480
 123.138211,    0.176559
 123.139878,    0.176639
 123.141545,    0.176718
 123.143211,    0.176798
 123.144878,    0.176878
 123.146545,    0.176957
 123.148211,    0.177038
 123.149878,    0.177119
 123.151545,    0.177200
 123.153211,    0.177281
 123.154878,    0.177362
 123.156545,    0.177443
 123.158211,    0.177524
 123.159878,    0.177605
 123.161545,    0.177686
 123.163211,    0.177767
 123.164878,    0.177850
 123.166545,    0.177932
 123.168211,    0.178014
 123.169878,    0.178097
 123.171545,    0.178179
 123.173211,    0.178261
 123.174878,    0.178344
 123.176545,    0.178426
 123.178211,    0.178509
 123.179878,    0.178591
 123.181545,    0.178674
 123.183211,    0.178758
 123.184878,    0.178841
 123.186545,    0.178925
 123.188211,    0.179008
 123.189878,    0.179092
 123.191545,    0.179176
 123.193211,    0.179259
 123.194878,    0.179343
 123.196545,    0.179426
 123.198211,    0.179511
 123.199878,    0.179595
 123.201545,    0.179680
 123.203211,    0.179764
 123.204878,    0.179849
 123.206545,    0.179933
 123.208211,    0.180018
 123.209878,    0.180103
 123.211545,    0.180187
 123.213211,    0.180272
 123.214878,    0.180357
 123.216545,    0.180442
 123.218211,    0.180528
 123.219878,    0.180613
 123.221545,    0.180699
 123.223211,    0.180784
 123.224878,    0.180870
 123.226545,    0.180955
 123.228211,    0.181040
 123.229878,    0.181126
 123.231545,    0.181212
 123.233211,    0.181298
 123.234878,    0.181384
 123.236545,    0.181471
 123.238211,    0.181557
 123.239878,    0.181643
 123.241545,    0.181729
 123.243211,    0.181816
 123.244878,    0.181902
 123.246545,    0.181988
 123.248211,    0.182075
 123.249878,    0.182161
 123.251545,    0.182248
 123.253211,    0.182335
 123.254878,    0.182422
 123.256545,    0.182508
 123.258211,    0.182595
 123.259878,    0.182682
 123.261545,    0.182768
 123.263211,    0.182855
 123.264878,    0.182941
 123.266545,    0.183027
 123.268211,    0.183113
 123.269878,    0.183199
 123.271545,    0.183286
 123.273211,    0.183372
 123.274878,    0.183458
 123.276545,    0.183544
 123.278211,    0.183630
 123.279878,    0.183716
 123.281545,    0.183802
 123.283211,    0.183889
 123.284878,    0.183975
 123.286545,    0.184062
 123.288211,    0.184148
 123.289878,    0.184235
 123.291545,    0.184322
 123.293211,    0.184408
 123.294878,    0.184495
 123.296545,    0.184581
 123.298211,    0.184668
 123.299878,    0.184755
 123.301545,    0.184842
 123.303211,    0.184929
 123.304878,    0.185016
 123.306545,    0.185103
 123.308211,    0.185190
 123.309878,    0.185276
 123.311545,    0.185363
 123.313211,    0.185450
 123.314878,    0.185537
 123.316545,    0.185624
 123.318211,    0.185711
 123.319878,    0.185798
 123.321545,    0.185885
 123.323211,    0.185972
 123.324878,    0.186059
 123.326545,    0.186146
 123.328211,    0.186232
 123.329878,    0.186319
 123.331545,    0.186406
 123.333211,    0.186492
 123.334878,    0.186578
 123.336545,    0.186665
 123.338211,    0.186751
 123.339878,    0.186837
 123.341545,    0.186924
 123.343211,    0.187010
 123.344878,    0.187097
 123.346545,    0.187183
 123.348211,    0.187269
 123.349878,    0.187356
 123.351545,    0.187442
 123.353211,    0.187528
 123.354878,    0.187615
 123.356545,    0.187701
 123.358211,    0.187787
 123.359878,    0.187874
 123.361545,    0.187960
 123.363211,    0.188046
 123.364878,    0.188131
 123.366545,    0.188216
 123.368211,    0.188302
 123.369878,    0.188387
 123.371545,    0.188472
 123.373211,    0.188558
 123.374878,    0.188643
 123.376545,    0.188728
 123.378211,    0.188813
 123.379878,    0.188898
 123.381545,    0.188983
 123.383211,    0.189067
 123.384878,    0.189151
 123.386545,    0.189236
 123.388211,    0.189320
 123.389878,    0.189404
 123.391545,    0.189489
 123.393211,    0.189573
 123.394878,    0.189657
 123.396545,    0.189741
 123.398211,    0.189825
 123.399878,    0.189909
 123.401545,    0.189993
 123.403211,    0.190077
 123.404878,    0.190161
 123.406545,    0.190245
 123.408211,    0.190329
 123.409878,    0.190413
 123.411545,    0.190497
 123.413211,    0.190581
 123.414878,    0.190664
 123.416545,    0.190748
 123.418211,    0.190831
 123.419878,    0.190915
 123.421545,    0.190998
 123.423211,    0.191082
 123.424878,    0.191165
 123.426545,    0.191249
 123.428211,    0.191332
 123.429878,    0.191415
 123.431545,    0.191498
 123.433211,    0.191580
 123.434878,    0.191663
 123.436545,    0.191745
 123.438211,    0.191828
 123.439878,    0.191910
 123.441545,    0.191993
 123.443211,    0.192075
 123.444878,    0.192158
 123.446545,    0.192240
 123.448211,    0.192321
 123.449878,    0.192403
 123.451545,    0.192484
 123.453211,    0.192566
 123.454878,    0.192647
 123.456545,    0.192729
 123.458211,    0.192810
 123.459878,    0.192892
 123.461545,    0.192973
 123.463211,    0.193055
 123.464878,    0.193135
 123.466545,    0.193216
 123.468211,    0.193297
 123.469878,    0.193378
 123.471545,    0.193458
 123.473211,    0.193539
 123.474878,    0.193620
 123.476545,    0.193700
 123.478211,    0.193781
 123.479878,    0.193862
 123.481545,    0.193941
 123.483211,    0.194021
 123.484878,    0.194101
 123.486545,    0.194181
 123.488211,    0.194261
 123.489878,    0.194340
 123.491545,    0.194420
 123.493211,    0.194500
 123.494878,    0.194580
 123.496545,    0.194659
 123.498211,    0.194738
 123.499878,    0.194817
 123.501545,    0.194896
 123.503211,    0.194974
 123.504878,    0.195053
 123.506545,    0.195132
 123.508211,    0.195211
 123.509878,    0.195289
 123.511545,    0.195368
 123.513211,    0.195446
 123.514878,    0.195524
 123.516545,    0.195601
 123.518211,    0.195679
 123.519878,    0.195756
 123.521545,    0.195833
 123.523211,    0.195911
 123.524878,    0.195988
 123.526545,    0.196066
 123.528211,    0.196143
 123.529878,    0.196220
 123.531545,    0.196296
 123.533211,    0.196371
 123.534878,    0.196447
 123.536545,    0.196523
 123.538211,    0.196599
 123.539878,    0.196675
 123.541545,    0.196750
 123.543211,    0.196826
 123.544878,    0.196902
 123.546545,    0.196977
 123.548211,    0.197052
 123.549878,    0.197126
 123.551545,    0.197201
 123.553211,    0.197276
 123.554878,    0.197350
 123.556545,    0.197425
 123.558211,    0.197499
 123.559878,    0.197574
 123.561545,    0.197649
 123.563211,    0.197723
 123.564878,    0.197796
 123.566545,    0.197869
 123.568211,    0.197942
 123.569878,    0.198015
 123.571545,    0.198088
 123.573211,    0.198162
 123.574878,    0.198235
 123.576545,    0.198308
 123.578211,    0.198381
 123.579878,    0.198453
 123.581545,    0.198525
 123.583211,    0.198596
 123.584878,    0.198668
 123.586545,    0.198739
 123.588211,    0.198810
 123.589878,    0.198882
 123.591545,    0.198953
 123.593211,    0.199025
 123.594878,    0.199096
 123.596545,    0.199167
 123.598211,    0.199236
 123.599878,    0.199306
 123.601545,    0.199375
 123.603211,    0.199445
 123.604878,    0.199514
 123.606545,    0.199584
 123.608211,    0.199653
 123.609878,    0.199723
 123.611545,    0.199792
 123.613211,    0.199861
 123.614878,    0.199930
 123.616545,    0.199999
 123.618211,    0.200067
 123.619878,    0.200136
 123.621545,    0.200204
 123.623211,    0.200273
 123.624878,    0.200342
 123.626545,    0.200410
 123.628211,    0.200479
 123.629878,    0.200547
 123.631545,    0.200613
 123.633211,    0.200680
 123.634878,    0.200747
 123.636545,    0.200814
 123.638211,    0.200881
 123.639878,    0.200947
 123.641545,    0.201014
 123.643211,    0.201081
 123.644878,    0.201148
 123.646545,    0.201213
 123.648211,    0.201279
 123.649878,    0.201344
 123.651545,    0.201409
 123.653211,    0.201475
 123.654878,    0.201540
 123.656545,    0.201606
 123.658211,    0.201671
 123.659878,    0.201736
 123.661545,    0.201802
 123.663211,    0.201865
 123.664878,    0.201928
 123.666545,    0.201991
 123.668211,    0.202055
 123.669878,    0.202118
 123.671545,    0.202181
 123.673211,    0.202244
 123.674878,    0.202307
 123.676545,    0.202371
 123.678211,    0.202434
 123.679878,    0.202496
 123.681545,    0.202558
 123.683211,    0.202620
 123.684878,    0.202682
 123.686545,    0.202744
 123.688211,    0.202806
 123.689878,    0.202868
 123.691545,    0.202930
 123.693211,    0.202992
 123.694878,    0.203053
 123.696545,    0.203115
 123.698211,    0.203175
 123.699878,    0.203236
 123.701545,    0.203297
 123.703211,    0.203358
 123.704878,    0.203419
 123.706545,    0.203480
 123.708211,    0.203541
 123.709878,    0.203602
 123.711545,    0.203663
 123.713211,    0.203723
 123.714878,    0.203783
 123.716545,    0.203842
 123.718211,    0.203902
 123.719878,    0.203962
 123.721545,    0.204022
 123.723211,    0.204082
 123.724878,    0.204141
 123.726545,    0.204201
 123.728211,    0.204260
 123.729878,    0.204318
 123.731545,    0.204375
 123.733211,    0.204433
 123.734878,    0.204490
 123.736545,    0.204548
 123.738211,    0.204606
 123.739878,    0.204663
 123.741545,    0.204721
 123.743211,    0.204778
 123.744878,    0.204834
 123.746545,    0.204890
 123.748211,    0.204946
 123.749878,    0.205002
 123.751545,    0.205059
 123.753211,    0.205115
 123.754878,    0.205171
 123.756545,    0.205227
 123.758211,    0.205283
 123.759878,    0.205338
 123.761545,    0.205392
 123.763211,    0.205446
 123.764878,    0.205500
 123.766545,    0.205554
 123.768211,    0.205608
 123.769878,    0.205662
 123.771545,    0.205716
 123.773211,    0.205770
 123.774878,    0.205824
 123.776545,    0.205877
 123.778211,    0.205929
 123.779878,    0.205982
 123.781545,    0.206034
 123.783211,    0.206087
 123.784878,    0.206139
 123.786545,    0.206191
 123.788211,    0.206244
 123.789878,    0.206296
 123.791545,    0.206349
 123.793211,    0.206399
 123.794878,    0.206449
 123.796545,    0.206499
 123.798211,    0.206549
 123.799878,    0.206599
 123.801545,    0.206649
 123.803211,    0.206699
 123.804878,    0.206749
 123.806545,    0.206799
 123.808211,    0.206849
 123.809878,    0.206897
 123.811545,    0.206945
 123.813211,    0.206993
 123.814878,    0.207041
 123.816545,    0.207088
 123.818211,    0.207136
 123.819878,    0.207184
 123.821545,    0.207232
 123.823211,    0.207280
 123.824878,    0.207327
 123.826545,    0.207374
 123.828211,    0.207419
 123.829878,    0.207465
 123.831545,    0.207510
 123.833211,    0.207556
 123.834878,    0.207602
 123.836545,    0.207647
 123.838211,    0.207693
 123.839878,    0.207739
 123.841545,    0.207784
 123.843211,    0.207828
 123.844878,    0.207872
 123.846545,    0.207916
 123.848211,    0.207960
 123.849878,    0.208004
 123.851545,    0.208048
 123.853211,    0.208092
 123.854878,    0.208136
 123.856545,    0.208180
 123.858211,    0.208224
 123.859878,    0.208267
 123.861545,    0.208310
 123.863211,    0.208352
 123.864878,    0.208395
 123.866545,    0.208438
 123.868211,    0.208481
 123.869878,    0.208524
 123.871545,    0.208566
 123.873211,    0.208609
 123.874878,    0.208652
 123.876545,    0.208693
 123.878211,    0.208734
 123.879878,    0.208775
 123.881545,    0.208816
 123.883211,    0.208857
 123.884878,    0.208898
 123.886545,    0.208939
 123.888211,    0.208980
 123.889878,    0.209021
 123.891545,    0.209062
 123.893211,    0.209100
 123.894878,    0.209139
 123.896545,    0.209178
 123.898211,    0.209217
 123.899878,    0.209255
 123.901545,    0.209294
 123.903211,    0.209333
 123.904878,    0.209372
 123.906545,    0.209410
 123.908211,    0.209449
 123.909878,    0.209486
 123.911545,    0.209523
 123.913211,    0.209560
 123.914878,    0.209597
 123.916545,    0.209634
 123.918211,    0.209671
 123.919878,    0.209708
 123.921545,    0.209745
 123.923211,    0.209782
 123.924878,    0.209818
 123.926545,    0.209854
 123.928211,    0.209890
 123.929878,    0.209925
 123.931545,    0.209961
 123.933211,    0.209997
 123.934878,    0.210032
 123.936545,    0.210068
 123.938211,    0.210104
 123.939878,    0.210140
 123.941545,    0.210175
 123.943211,    0.210208
 123.944878,    0.210242
 123.946545,    0.210275
 123.948211,    0.210309
 123.949878,    0.210343
 123.951545,    0.210376
 123.953211,    0.210410
 123.954878,    0.210444
 123.956545,    0.210477
 123.958211,    0.210509
 123.959878,    0.210540
 123.961545,    0.210572
 123.963211,    0.210603
 123.964878,    0.210635
 123.966545,    0.210666
 123.968211,    0.210698
 123.969878,    0.210730
 123.971545,    0.210761
 123.973211,    0.210792
 123.974878,    0.210822
 123.976545,    0.210851
 123.978211,    0.210881
 123.979878,    0.210910
 123.981545,    0.210939
 123.983211,    0.210969
 123.984878,    0.210998
 123.986545,    0.211028
 123.988211,    0.211057
 123.989878,    0.211086
 123.991545,    0.211113
 123.993211,    0.211141
 123.994878,    0.211168
 123.996545,    0.211195
 123.998211,    0.211223
 123.999878,    0.211250
 124.001545,    0.211277
