eta, Cl
   0.000000,    0.565270
   0.020408,    0.567273
   0.040816,    0.571140
   0.061224,    0.574877
   0.081633,    0.578465
   0.102041,    0.581893
   0.122449,    0.585150
   0.142857,    0.588229
   0.163265,    0.591122
   0.183673,    0.593822
   0.204082,    0.596324
   0.224490,    0.598620
   0.244898,    0.600703
   0.265306,    0.602567
   0.285714,    0.604203
   0.306122,    0.605603
   0.326531,    0.606757
   0.346939,    0.607654
   0.367347,    0.608283
   0.387755,    0.608630
   0.408163,    0.608681
   0.428571,    0.608419
   0.448980,    0.607826
   0.469388,    0.606880
   0.489796,    0.605559
   0.510204,    0.603832
   0.530612,    0.601668
   0.551020,    0.599037
   0.571429,    0.595902
   0.591837,    0.592217
   0.612245,    0.587935
   0.632653,    0.582997
   0.653061,    0.577338
   0.673469,    0.570884
   0.693878,    0.563545
   0.714286,    0.555220
   0.734694,    0.545787
   0.755102,    0.535103
   0.775510,    0.522995
   0.795918,    0.509252
   0.816327,    0.493615
   0.836735,    0.475756
   0.857143,    0.455253
   0.877551,    0.431543
   0.897959,    0.403845
   0.918367,    0.371009
   0.938776,    0.331189
   0.959184,    0.280991
   0.979592,    0.212356
   1.000000,    0.000000
