eta, Cl
   0.000000,    1.240699
   0.020408,    1.245097
   0.040816,    1.253584
   0.061224,    1.261786
   0.081633,    1.269661
   0.102041,    1.277185
   0.122449,    1.284334
   0.142857,    1.291091
   0.163265,    1.297441
   0.183673,    1.303369
   0.204082,    1.308860
   0.224490,    1.313899
   0.244898,    1.318472
   0.265306,    1.322563
   0.285714,    1.326154
   0.306122,    1.329226
   0.326531,    1.331758
   0.346939,    1.333728
   0.367347,    1.335108
   0.387755,    1.335870
   0.408163,    1.335982
   0.428571,    1.335407
   0.448980,    1.334105
   0.469388,    1.332030
   0.489796,    1.329131
   0.510204,    1.325340
   0.530612,    1.320590
   0.551020,    1.314816
   0.571429,    1.307933
   0.591837,    1.299846
   0.612245,    1.290446
   0.632653,    1.279608
   0.653061,    1.267189
   0.673469,    1.253022
   0.693878,    1.236914
   0.714286,    1.218642
   0.734694,    1.197938
   0.755102,    1.174488
   0.775510,    1.147911
   0.795918,    1.117747
   0.816327,    1.083425
   0.836735,    1.044227
   0.857143,    0.999225
   0.877551,    0.947185
   0.897959,    0.886392
   0.918367,    0.814321
   0.938776,    0.726921
   0.959184,    0.616742
   0.979592,    0.466096
   1.000000,    0.000000
