Cl, Efficiency
   0.789513,   21.365004
   0.873112,   24.859759
   0.956869,   28.368816
   1.040786,   31.767188
   1.124865,   34.850876
   1.209224,   37.522563
   1.293621,   39.627673
   1.378186,   41.108892
   1.462920,   41.942069
   1.547825,   42.140195
   1.632904,   41.772771
   1.718156,   40.942178
   1.803585,   39.756194
   1.889192,   38.316319
   1.974739,   36.712029
   2.055445,   34.827414
   2.123894,   32.417323
   2.175200,   30.110434
   2.207211,   27.842387
