Time, CL
   0.000000,    1.999315
   0.500000,    1.667441
   1.000000,    1.666315
   1.500000,    1.666315
   2.000000,    1.664163
   2.500000,    1.662615
   3.000000,    1.662615
   3.500000,    1.660140
   4.000000,    1.658915
   4.500000,    1.658491
   5.000000,    1.655886
   5.500000,    1.654183
   6.000000,    1.653365
   6.500000,    1.653179
   7.000000,    1.651813
   7.500000,    1.649212
   8.000000,    1.647815
   8.500000,    1.647306
   9.000000,    1.645696
   9.500000,    1.644026
  10.000000,    1.642301
  10.500000,    1.640894
  11.000000,    1.638855
  11.500000,    1.636659
  12.000000,    1.636080
  12.500000,    1.634611
  13.000000,    1.632248
  13.500000,    1.630664
  14.000000,    1.629739
  14.500000,    1.628313
  15.000000,    1.626463
  15.500000,    1.625097
  16.000000,    1.624139
  16.500000,    1.622915
  17.000000,    1.621522
  17.500000,    1.619560
  18.000000,    1.617247
  18.500000,    1.615793
  19.000000,    1.614868
  19.500000,    1.613371
  20.000000,    1.611521
  20.500000,    1.610243
  21.000000,    1.609318
  21.500000,    1.608107
  22.000000,    1.606720
  22.500000,    1.605332
  23.000000,    1.603945
  23.500000,    1.602557
  24.000000,    1.601170
  24.500000,    1.599782
  25.000000,    1.598395
  25.500000,    1.596721
  26.000000,    1.594871
  26.500000,    1.593593
  27.000000,    1.592668
  27.500000,    1.591171
  28.000000,    1.589321
  28.500000,    1.587730
  29.000000,    1.586298
  29.500000,    1.585211
  30.000000,    1.584286
  30.500000,    1.583361
  31.000000,    1.582436
  31.500000,    1.580882
  32.000000,    1.579032
  32.500000,    1.578126
  33.000000,    1.577663
  33.500000,    1.576257
  34.000000,    1.574407
  34.500000,    1.573186
  35.000000,    1.572261
  35.500000,    1.570602
  36.000000,    1.568597
  36.500000,    1.567871
  37.000000,    1.567398
  37.500000,    1.565716
  38.000000,    1.563866
  38.500000,    1.562828
  39.000000,    1.561903
  39.500000,    1.560166
  40.000000,    1.558316
  40.500000,    1.557243
  41.000000,    1.556278
  41.500000,    1.555243
  42.000000,    1.554055
  42.500000,    1.552173
  43.000000,    1.550494
  43.500000,    1.549569
  44.000000,    1.548614
  44.500000,    1.547549
  45.000000,    1.546075
  45.500000,    1.544151
  46.000000,    1.543017
  46.500000,    1.542523
  47.000000,    1.541104
  47.500000,    1.539254
  48.000000,    1.538035
  48.500000,    1.537110
  49.000000,    1.536130
  49.500000,    1.535125
  50.000000,    1.533409
  50.500000,    1.531559
  51.000000,    1.530862
  51.500000,    1.530382
  52.000000,    1.528652
  52.500000,    1.526802
  53.000000,    1.526202
  53.500000,    1.525722
  54.000000,    1.523892
  54.500000,    1.522042
  55.000000,    1.521068
  55.500000,    1.520110
  56.000000,    1.519185
  56.500000,    1.518255
  57.000000,    1.517248
  57.500000,    1.516052
  58.000000,    1.514202
  58.500000,    1.512657
  59.000000,    1.512172
  59.500000,    1.511259
  60.000000,    1.509409
  60.500000,    1.507849
  61.000000,    1.506924
  61.500000,    1.505974
  62.000000,    1.504966
  62.500000,    1.503556
  63.000000,    1.501706
  63.500000,    1.500511
  64.000000,    1.500030
  64.500000,    1.498792
  65.000000,    1.496942
  65.500000,    1.495604
  66.000000,    1.494679
  66.500000,    1.493707
  67.000000,    1.492699
  67.500000,    1.491005
  68.000000,    1.489044
  68.500000,    1.487937
  69.000000,    1.487002
  69.500000,    1.486075
  70.000000,    1.485150
  70.500000,    1.484153
  71.000000,    1.483127
  71.500000,    1.481276
  72.000000,    1.479444
  72.500000,    1.478480
  73.000000,    1.477521
  73.500000,    1.476596
  74.000000,    1.475671
  74.500000,    1.474746
  75.000000,    1.473727
  75.500000,    1.471877
  76.000000,    1.470115
  76.500000,    1.469131
  77.000000,    1.468160
  77.500000,    1.467235
  78.000000,    1.466310
  78.500000,    1.465385
  79.000000,    1.464440
  79.500000,    1.463429
  80.000000,    1.462428
  80.500000,    1.461442
  81.000000,    1.460410
  81.500000,    1.459336
  82.000000,    1.458340
  82.500000,    1.457365
  83.000000,    1.455510
  83.500000,    1.453560
  84.000000,    1.452551
  84.500000,    1.451556
  85.000000,    1.450631
  85.500000,    1.449626
  86.000000,    1.448239
  86.500000,    1.446918
  87.000000,    1.445919
  87.500000,    1.444905
  88.000000,    1.443860
  88.500000,    1.442881
  89.000000,    1.441955
  89.500000,    1.441285
  90.000000,    1.440823
  90.500000,    1.439594
  91.000000,    1.437744
  91.500000,    1.436370
  92.000000,    1.435383
  92.500000,    1.435065
  93.000000,    1.435065
  93.500000,    1.433892
  94.000000,    1.432696
  94.500000,    1.431581
  95.000000,    1.430619
  95.500000,    1.429694
  96.000000,    1.428769
  96.500000,    1.427844
  97.000000,    1.426919
  97.500000,    1.425994
  98.000000,    1.425069
  98.500000,    1.424144
  99.000000,    1.423219
  99.500000,    1.422294
 100.000000,    1.421369
 100.500000,    1.420444
 101.000000,    1.419519
 101.500000,    1.418594
 102.000000,    1.417669
 102.500000,    1.416744
 103.000000,    1.415819
 103.500000,    1.414894
 104.000000,    1.413969
 104.500000,    1.413044
 105.000000,    1.412119
 105.500000,    1.411194
 106.000000,    1.410269
 106.500000,    1.409344
 107.000000,    1.408419
 107.500000,    1.407494
 108.000000,    1.406569
 108.500000,    1.405644
 109.000000,    1.404719
 109.500000,    1.403794
 110.000000,    1.402869
 110.500000,    1.401944
 111.000000,    1.401019
 111.500000,    1.400094
 112.000000,    1.399169
 112.500000,    1.398244
 113.000000,    1.397319
 113.500000,    1.396394
 114.000000,    1.395469
 114.500000,    1.394544
 115.000000,    1.393619
 115.500000,    1.392694
 116.000000,    1.391769
 116.500000,    1.390844
 117.000000,    1.389919
 117.500000,    1.388994
 118.000000,    1.388069
 118.500000,    1.387144
 119.000000,    1.386219
 119.500000,    1.385294
 120.000000,    1.384369
 120.500000,    1.383444
 121.000000,    1.382519
 121.500000,    1.381594
 122.000000,    1.380669
 122.500000,    1.379744
 123.000000,    1.378819
 123.500000,    1.377894
 124.000000,    1.376969
 124.500000,    1.376044
 125.000000,    1.375119
 125.500000,    1.374194
 126.000000,    1.373269
 126.500000,    1.372344
 127.000000,    1.371419
 127.500000,    1.370494
 128.000000,    1.369569
 128.500000,    1.368644
 129.000000,    1.367719
 129.500000,    1.366794
 130.000000,    1.365869
 130.500000,    1.364944
 131.000000,    1.364019
 131.500000,    1.363094
 132.000000,    1.362169
 132.500000,    1.361244
 133.000000,    1.360319
 133.500000,    1.359394
 134.000000,    1.358469
 134.500000,    1.357544
 135.000000,    1.356619
 135.500000,    1.355694
 136.000000,    1.354769
 136.500000,    1.353844
 137.000000,    1.352919
 137.500000,    1.351994
 138.000000,    1.351069
 138.500000,    1.350144
 139.000000,    1.349219
 139.500000,    1.348294
 140.000000,    1.347369
 140.500000,    1.346444
 141.000000,    1.345519
 141.500000,    1.344594
 142.000000,    1.343669
 142.500000,    1.342744
 143.000000,    1.341819
 143.500000,    1.340894
 144.000000,    1.339969
 144.500000,    1.339044
 145.000000,    1.338119
 145.500000,    1.337194
 146.000000,    1.336269
 146.500000,    1.335344
 147.000000,    1.334419
 147.500000,    1.333494
 148.000000,    1.332569
 148.500000,    1.331644
 149.000000,    1.330719
 149.500000,    1.329794
 150.000000,    1.328869
 150.500000,    1.327944
 151.000000,    1.327019
 151.500000,    1.326094
 152.000000,    1.325169
 152.500000,    1.324244
 153.000000,    1.323319
 153.500000,    1.322394
 154.000000,    1.321469
