Time, Thrust
   0.000000, 73982.747348
   0.500000, 73612.035670
   1.000000, 73241.756330
   1.500000, 72874.739754
   2.000000, 72508.655276
   2.500000, 72145.927048
   3.000000, 71784.157625
   3.500000, 71425.832232
   4.000000, 71068.490720
   4.500000, 70714.675275
   5.000000, 70361.867148
   5.500000, 69959.352343
   6.000000, 69542.637456
   6.500000, 69061.241298
   7.000000, 68561.367152
   7.500000, 68068.856940
   8.000000, 67578.450439
   8.500000, 67095.427328
   9.000000, 66614.513487
   9.500000, 66140.992901
  10.000000, 65669.584402
  10.500000, 65205.569781
  11.000000, 64743.667425
  11.500000, 64263.743530
  12.000000, 63778.671285
  12.500000, 63183.692962
  13.000000, 62557.316941
  13.500000, 61944.508135
  14.000000, 61335.575178
  14.500000, 60740.002651
  15.000000, 60148.246901
  15.500000, 59569.636174
  16.000000, 58994.780686
  16.500000, 58432.847150
  17.000000, 57874.605125
  17.500000, 57329.055234
  18.000000, 56787.131201
  18.500000, 56257.663620
  19.000000, 55731.754567
  19.500000, 55223.425872
  20.000000, 54720.119490
  20.500000, 54230.048973
  21.000000, 53743.759646
  21.500000, 53268.843776
  22.000000, 52797.177046
  22.224789, 52586.950346
  22.724789, 52130.407947
  23.224789, 51678.597319
  23.724789, 51242.865088
  24.224789, 50813.624052
  24.724789, 50406.439871
  25.224789, 50006.588633
  25.724789, 49631.654477
  26.111100, 49341.972052
  26.611100, 49103.539344
  26.707482, 49057.578184
  27.207482, 48948.693439
  27.707482, 48948.847566
  28.196666, 48959.097901
  28.493379, 48957.439339
  28.993379, 48953.972119
  29.493379, 48950.476951
  29.993379, 48947.155153
  30.493379, 48943.758301
  30.993379, 48940.228513
  31.493379, 48936.677831
  31.759212, 48934.790051
  32.259212, 48931.344748
  32.759212, 48927.757584
  33.259212, 48924.177370
  33.759212, 48920.585076
  34.259212, 48916.985670
  34.759212, 48913.357423
  35.259212, 48909.717749
  35.759212, 48906.104267
  36.259212, 48902.501163
  36.759212, 48899.028712
  37.259212, 48895.580285
  37.759212, 48892.134798
  38.259212, 48888.689430
  38.759212, 48885.207316
  39.259212, 48881.723719
  39.759212, 48878.106464
  40.259212, 48874.483816
  40.493379, 48872.881238
  40.993379, 48869.452470
  41.493379, 48865.934005
  41.993379, 48862.356456
  42.493379, 48858.854656
  42.993379, 48855.402750
  43.493379, 48851.934160
  43.993379, 48848.454581
  44.493379, 48844.897284
  44.993379, 48841.288795
  45.493379, 48837.806868
  45.993379, 48834.408305
  46.493379, 48830.982793
  46.993379, 48827.549470
  47.493379, 48824.125403
  47.993379, 48820.704019
  48.493379, 48817.255377
  48.993379, 48813.798835
  49.493379, 48810.236269
  49.993379, 48806.642970
  50.493379, 48803.204241
  50.993379, 48799.810314
  51.493379, 48796.374763
  51.993379, 48792.936869
  52.493379, 48789.501090
  52.993379, 48786.065430
  53.493379, 48782.588192
  53.993379, 48779.108613
  54.493379, 48775.790634
  54.993379, 48772.256487
  55.493379, 48768.717108
  55.993379, 48765.220261
  56.493379, 48761.849327
  56.993379, 48758.478386
  57.493379, 48755.107423
  57.993379, 48751.725460
  58.493379, 48748.312374
  58.993379, 48744.861546
  59.493379, 48741.303919
  59.993379, 48737.794732
  60.493379, 48734.422618
  60.993379, 48731.026447
  61.493379, 48727.598459
  61.993379, 48724.172289
  62.493379, 48720.748524
  62.993379, 48717.279283
  63.493379, 48713.749901
  63.993379, 48710.314654
  64.493379, 48707.003900
  64.993379, 48703.552705
  65.493379, 48700.007603
  65.993379, 48696.544385
  66.493379, 48693.135920
  66.993379, 48689.732919
  67.493379, 48686.331572
  67.993379, 48682.896256
  68.493379, 48679.450651
  68.993379, 48676.117897
  69.493379, 48672.819322
  69.993379, 48669.355583
  70.493379, 48665.841821
  70.993379, 48662.477305
  71.493379, 48659.117475
  71.993379, 48655.760848
  72.493379, 48652.394588
  72.993379, 48648.994513
  73.493379, 48645.608078
  73.993379, 48642.269528
  74.493379, 48638.923917
  74.993379, 48635.553523
  75.493379, 48632.183763
  75.993379, 48628.816230
  76.493379, 48625.438471
  76.993379, 48622.024811
  77.493379, 48618.647678
  77.993379, 48615.398774
  78.493379, 48611.937208
  78.993379, 48608.460246
  79.493379, 48604.980857
  79.993379, 48601.499695
  80.493379, 48598.016636
  80.993379, 48594.555065
  81.493379, 48591.111959
  81.993379, 48587.778992
  82.493379, 48584.490818
  82.993379, 48581.129792
  83.493379, 48577.756201
  83.993379, 48574.310282
  84.493379, 48570.851888
  84.993379, 48567.604254
  85.493379, 48564.203646
  85.993379, 48560.793362
  86.493379, 48557.341817
  86.993379, 48553.924657
  87.493379, 48550.674404
  87.993379, 48547.245045
  88.493379, 48543.814561
  88.993379, 48540.448357
  89.493379, 48537.178500
  89.993379, 48533.904856
  90.493379, 48530.625562
  90.993379, 48527.324404
  91.493379, 48523.990626
  91.993379, 48520.675279
  92.493379, 48517.387432
  92.993379, 48514.115646
  93.493379, 48510.867823
  93.993379, 48507.607304
  94.493379, 48504.327843
  94.993379, 48501.017897
  95.493379, 48497.662469
  95.993379, 48494.353257
  96.493379, 48491.112999
  96.993379, 48487.839402
  97.493379, 48484.516067
  97.993379, 48481.161081
  98.493379, 48477.758877
  98.993379, 48474.411587
  99.493379, 48471.146226
  99.993379, 48467.878432
 100.493379, 48464.608750
 100.993379, 48461.350709
 101.493379, 48458.101698
 101.993379, 48454.858221
 102.493379, 48451.560132
 102.993379, 48448.187152
 103.493379, 48444.764351
 103.993379, 48441.435537
 104.493379, 48438.179628
 104.993379, 48434.935185
 105.493379, 48431.695111
 105.993379, 48428.430642
 106.493379, 48425.156873
 106.993379, 48421.783278
 107.493379, 48418.371634
 107.993379, 48415.079880
 108.493379, 48411.833822
 108.993379, 48408.600773
 109.493379, 48405.369427
 109.993379, 48402.107075
 110.493379, 48398.840661
 110.993379, 48395.451269
 111.493379, 48392.045766
 111.993379, 48388.783803
 112.493379, 48385.541167
 112.993379, 48382.310015
 113.493379, 48379.077222
 113.993379, 48375.808397
 114.493379, 48372.541977
 114.993379, 48369.328402
 115.493379, 48366.112976
 115.993379, 48362.856876
 116.493379, 48359.600787
 116.993379, 48356.344925
 117.493379, 48353.084150
 117.993379, 48349.715434
 118.493379, 48346.354649
 118.993379, 48343.168053
 119.493379, 48339.969961
 119.993379, 48336.726347
 120.493379, 48333.481121
 120.993379, 48330.229517
 121.493379, 48326.953608
 121.993379, 48323.581441
 122.493379, 48320.244198
 122.993379, 48317.045274
 123.493379, 48313.854366
 123.993379, 48310.677778
 124.493379, 48307.490721
 124.993379, 48304.284962
 125.493379, 48301.049258
 125.993379, 48297.760065
 126.493379, 48294.502590
 126.993379, 48291.301774
 127.493379, 48288.100044
 127.993379, 48284.896684
 128.493379, 48281.673813
 128.993379, 48278.416090
 129.493379, 48275.200714
 129.993379, 48272.060983
 130.493379, 48268.891578
 130.993379, 48265.669168
 131.493379, 48262.418002
 131.993379, 48259.115468
 132.493379, 48255.895477
 132.993379, 48252.743313
 133.493379, 48249.444281
 133.993379, 48246.143183
 134.493379, 48242.846446
 134.993379, 48239.566603
 135.493379, 48236.276090
 135.993379, 48232.969397
 136.493379, 48229.661437
 136.993379, 48226.376853
 137.493379, 48223.127477
 137.993379, 48219.904714
 138.493379, 48216.607328
 138.789442, 48214.589210
