Mach, Altitude
   0.265941,    0.000000
   0.267524,  328.083990
   0.269120,  656.167979
   0.270729,  984.251969
   0.272351, 1312.335958
   0.273987, 1640.419948
   0.275636, 1968.503937
   0.277299, 2296.587927
   0.278976, 2624.671916
   0.280667, 2952.755906
   0.282372, 3280.839895
   0.284091, 3608.923885
   0.285824, 3937.007874
   0.287572, 4265.091864
   0.289335, 4593.175853
   0.291113, 4921.259843
   0.292906, 5249.343832
   0.294714, 5577.427822
   0.296538, 5905.511811
   0.298377, 6233.595801
   0.300231, 6561.679790
   0.302102, 6889.763780
   0.303989, 7217.847769
   0.305892, 7545.931759
   0.307811, 7874.015748
   0.309747, 8202.099738
   0.311700, 8530.183727
   0.313670, 8858.267717
   0.315656, 9186.351706
   0.317661, 9514.435696
   0.319683, 9842.519685
   0.321722, 10170.603675
   0.323780, 10498.687664
   0.325855, 10826.771654
   0.327949, 11154.855643
   0.330062, 11482.939633
   0.332193, 11811.023622
   0.334343, 12139.107612
   0.336513, 12467.191601
   0.338702, 12795.275591
   0.340910, 13123.359580
   0.343139, 13451.443570
   0.345387, 13779.527559
   0.347656, 14107.611549
   0.349945, 14435.695538
   0.352256, 14763.779528
   0.354587, 15091.863517
   0.356939, 15419.947507
   0.359313, 15748.031496
   0.361709, 16076.115486
   0.364127, 16404.199475
   0.366567, 16732.283465
   0.369029, 17060.367454
   0.371515, 17388.451444
   0.374023, 17716.535433
   0.376555, 18044.619423
   0.379111, 18372.703412
   0.381690, 18700.787402
   0.384294, 19028.871391
   0.386922, 19356.955381
   0.389575, 19685.039370
   0.392253, 20013.123360
   0.394957, 20341.207349
   0.397686, 20669.291339
   0.400441, 20997.375328
   0.403223, 21325.459318
   0.406031, 21653.543307
   0.408866, 21981.627297
   0.411729, 22309.711286
   0.414619, 22637.795276
   0.417537, 22965.879265
   0.420483, 23293.963255
   0.423458, 23622.047244
   0.426463, 23950.131234
   0.429496, 24278.215223
   0.432560, 24606.299213
   0.435653, 24934.383202
   0.438777, 25262.467192
   0.441932, 25590.551181
   0.445118, 25918.635171
   0.448336, 26246.719160
   0.451586, 26574.803150
   0.454869, 26902.887139
   0.458184, 27230.971129
   0.461533, 27559.055118
   0.464916, 27887.139108
   0.468333, 28215.223097
   0.471784, 28543.307087
   0.475271, 28871.391076
   0.478793, 29199.475066
   0.482351, 29527.559055
   0.485946, 29855.643045
   0.489578, 30183.727034
   0.493247, 30511.811024
   0.496954, 30839.895013
   0.500699, 31167.979003
   0.504484, 31496.062992
   0.508308, 31824.146982
   0.512172, 32152.230971
   0.516076, 32480.314961
   0.520022, 32808.398950
   0.524009, 33136.482940
   0.528039, 33464.566929
   0.532111, 33792.650919
   0.536226, 34120.734908
   0.540386, 34448.818898
   0.544590, 34776.902887
   0.548839, 35104.986877
   0.553134, 35433.070866
   0.557476, 35761.154856
   0.561864, 36089.238845
   0.566296, 36417.322835
   0.595683, 36745.406824
   0.596251, 36417.322835
   0.596073, 36089.238845
   0.596014, 35761.154856
   0.595629, 35433.070866
   0.594904, 35104.986877
   0.594279, 34776.902887
   0.593755, 34448.818898
   0.592863, 34120.734908
   0.592061, 33792.650919
   0.590872, 33464.566929
   0.589285, 33136.482940
   0.588247, 32808.398950
   0.586800, 32480.314961
   0.585419, 32152.230971
   0.584104, 31824.146982
   0.582358, 31496.062992
   0.580667, 31167.979003
   0.579032, 30839.895013
   0.576945, 30511.811024
   0.575414, 30183.727034
   0.575995, 29855.643045
   0.579767, 29527.559055
   0.582617, 29199.475066
   0.585574, 28871.391076
   0.588108, 28543.307087
   0.590206, 28215.223097
   0.592393, 27887.139108
   0.594129, 27559.055118
   0.595943, 27230.971129
   0.597291, 26902.887139
   0.598708, 26574.803150
   0.599644, 26246.719160
   0.600641, 25918.635171
   0.601699, 25590.551181
   0.602257, 25262.467192
   0.603432, 24934.383202
   0.606370, 24606.299213
   0.608814, 24278.215223
   0.611327, 23950.131234
   0.613908, 23622.047244
   0.616556, 23293.963255
   0.618688, 22965.879265
   0.620879, 22637.795276
   0.623718, 22309.711286
   0.626029, 21981.627297
   0.627803, 21653.543307
   0.630225, 21325.459318
   0.632703, 20997.375328
   0.635235, 20669.291339
   0.637216, 20341.207349
   0.639854, 20013.123360
   0.633990, 19685.039370
   0.628717, 19356.955381
   0.623427, 19028.871391
   0.619359, 18700.787402
   0.615285, 18372.703412
   0.611829, 18044.619423
   0.608373, 17716.535433
   0.605545, 17388.451444
   0.602722, 17060.367454
   0.599904, 16732.283465
   0.597726, 16404.199475
   0.594918, 16076.115486
   0.592757, 15748.031496
   0.591248, 15419.947507
   0.589106, 15091.863517
   0.586325, 14763.779528
   0.584199, 14435.695538
   0.581429, 14107.611549
   0.579318, 13779.527559
   0.577215, 13451.443570
   0.575121, 13123.359580
   0.573036, 12795.275591
   0.570958, 12467.191601
   0.568889, 12139.107612
   0.566828, 11811.023622
   0.565446, 11482.939633
   0.563402, 11154.855643
   0.562042, 10826.771654
   0.560017, 10498.687664
   0.558678, 10170.603675
   0.556670, 9842.519685
   0.553986, 9514.435696
   0.551306, 9186.351706
   0.548630, 8858.267717
   0.546645, 8530.183727
   0.543977, 8202.099738
   0.541312, 7874.015748
   0.539346, 7545.931759
   0.536689, 7217.847769
   0.534036, 6889.763780
   0.532087, 6561.679790
   0.529442, 6233.595801
   0.527504, 5905.511811
   0.524867, 5577.427822
   0.522942, 5249.343832
   0.520313, 4921.259843
   0.518398, 4593.175853
   0.515777, 4265.091864
   0.513874, 3937.007874
   0.511261, 3608.923885
   0.509369, 3280.839895
   0.507483, 2952.755906
   0.504882, 2624.671916
   0.503007, 2296.587927
   0.500414, 1968.503937
   0.498550, 1640.419948
   0.496691, 1312.335958
   0.494839,  984.251969
   0.492261,  656.167979
   0.490419,  328.083990
   0.488583,    0.000000
