Ground Roll Distance, Acceleration
1187.172332, -12133.951855
1218.189901, -12094.902574
1438.285427, -11821.401438
1481.908077, -11767.932721
1525.399971, -11714.865028
1568.761700, -11662.194397
1611.993848, -11609.916915
1620.624779, -11599.508255
1621.315031, -11598.676235
1621.597232, -11598.336090
1621.735209, -11598.169786
1621.884989, -11597.989259
1621.954482, -11597.905502
1621.982936, -11597.871207
1621.986448, -23122.669413
1621.989914, -23122.680538
1622.024573, -23122.791796
1622.371149, -23123.904368
1625.836006, -23135.030104
1660.393175, -23246.287349
1871.671123, -23938.230569
2076.299612, -24628.024564
2274.087080, -25313.642899
2464.843126, -25992.962448
2648.379101, -26663.772459
2824.508723, -27323.785242
2993.048709, -27970.648457
3153.819431, -28601.958980
3306.645580, -29215.278256
3451.356847, -29808.149062
3587.788604, -30378.113504
3715.782582, -30922.732112
3835.187555, -31439.603800
3945.860001, -31926.386451
4047.664755, -32380.817881
4140.475637, -32800.736862
4224.176049, -33184.103913
4298.659545, -33529.021524
4363.830354, -33833.753495
4419.603865, -34096.743052
4465.907057, -34316.629432
4502.678875, -34492.262640
4529.870556, -34622.716105
4547.445878, -34707.296996
4555.381357, -34745.554009
4555.882708, -34747.972441
