Speed (CAS), Efficiency
  85.389703,   16.767320
  85.768770,   16.813177
  86.147837,   16.867396
  86.526904,   16.922208
  86.905971,   16.977620
  87.285038,   17.033641
  87.664105,   17.090279
  88.043172,   17.141629
  88.422239,   17.188098
  88.801306,   17.235022
  89.180372,   17.282404
  89.559439,   17.330252
  89.938506,   17.378570
  90.317573,   17.427364
  90.696640,   17.470957
  91.075707,   17.509223
  91.454774,   17.547817
  91.833841,   17.586743
  92.212908,   17.626004
  92.591975,   17.665603
  92.971042,   17.705545
  93.350109,   17.745831
  93.729175,   17.777414
  94.108242,   17.806863
  94.487309,   17.836530
  94.866376,   17.866415
  95.245443,   17.896520
  95.624510,   17.926848
  96.003577,   17.957400
  96.382644,   17.988178
  96.761711,   18.015942
  97.140778,   18.035792
  97.519845,   18.055763
  97.898912,   18.075857
  98.277979,   18.096074
  98.657045,   18.116415
  99.036112,   18.136879
  99.415179,   18.157469
  99.794246,   18.178185
 100.173313,   18.199027
 100.552380,   18.210718
 100.931447,   18.220581
 101.310514,   18.230493
 101.689581,   18.240453
 102.068648,   18.250460
 102.447715,   18.260516
 102.826782,   18.270618
 103.205848,   18.280763
 103.584915,   18.290947
 103.963982,   18.301164
 104.343049,   18.308836
 104.722116,   18.308231
 105.101183,   18.307576
 105.480250,   18.306856
 105.859317,   18.306053
 106.238384,   18.305148
 106.617451,   18.304116
 106.996518,   18.302933
 107.375585,   18.301569
 107.754651,   18.299993
 108.133718,   18.298168
 108.512785,   18.296056
 108.891852,   18.290970
 109.270919,   18.277788
 109.649986,   18.264162
 110.029053,   18.250039
 110.408120,   18.235362
 110.787187,   18.220069
 111.166254,   18.204097
 111.545321,   18.187374
 111.924388,   18.169827
 112.303455,   18.151377
 112.682521,   18.131940
 113.061588,   18.111430
 113.440655,   18.089752
 113.819722,   18.066809
 114.198789,   18.037179
 114.577856,   18.001811
 114.956923,   17.964895
 115.335990,   17.926322
 115.715057,   17.885977
 116.094124,   17.843740
 116.473191,   17.799492
 116.852258,   17.753105
 117.231324,   17.704451
 117.610391,   17.653399
 117.989458,   17.599815
 118.368525,   17.543562
 118.747592,   17.484503
 119.126659,   17.422499
 119.505726,   17.357409
 119.884793,   17.289093
 120.263860,   17.211783
 120.642927,   17.128392
 121.021994,   17.041496
 121.401061,   16.950972
 121.780127,   16.856700
 122.159194,   16.758564
 122.538261,   16.656454
 122.917328,   16.550265
