V/VsTO, Thrust - Yawing Moment
   0.267026, 41996.732039
   0.270773, 43183.587279
   0.274520, 44386.980304
   0.278267, 45606.911113
   0.282014, 46843.379707
   0.285761, 48096.386084
   0.289508, 49365.930246
   0.293255, 50652.012192
   0.297001, 51954.631922
   0.300748, 53273.789436
   0.304495, 54609.484734
   0.308242, 55961.717816
   0.311989, 57330.488683
   0.315736, 58715.797334
   0.319483, 60117.643769
   0.323230, 61536.027988
   0.326976, 62970.949992
   0.330723, 64422.409779
   0.334470, 65890.407351
   0.338217, 67374.942707
   0.341964, 68876.015847
   0.345711, 70393.626771
   0.349458, 71927.775480
   0.353205, 73478.461972
   0.356952, 75045.686249
   0.360698, 76629.448310
   0.364445, 78229.748155
   0.368192, 79846.585784
   0.371939, 81479.961198
   0.375686, 83129.874396
   0.379433, 84796.325377
   0.383180, 86479.314143
   0.386927, 88178.840694
   0.390673, 89894.905028
   0.394420, 91627.507147
   0.398167, 93376.647049
   0.401914, 95142.324736
   0.405661, 96924.540207
   0.409408, 98723.293463
   0.413155, 100538.584502
   0.416902, 102370.413326
   0.420649, 104218.779933
   0.424395, 106083.684325
   0.428142, 107965.126502
   0.431889, 109863.106462
   0.435636, 111777.624206
   0.439383, 113708.679735
   0.443130, 115656.273048
   0.446877, 117620.404145
   0.450624, 119601.073026
   0.454370, 121598.279692
   0.458117, 123612.024141
   0.461864, 125642.306375
   0.465611, 127689.126393
   0.469358, 129752.484195
   0.473105, 131832.379781
   0.476852, 133928.813152
   0.480599, 136041.784306
   0.484346, 138171.293245
   0.488092, 140317.339968
   0.491839, 142479.924475
   0.495586, 144659.046767
   0.499333, 146854.706842
   0.503080, 149066.904702
   0.506827, 151295.640346
   0.510574, 153540.913774
   0.514321, 155802.724986
   0.518067, 158081.073982
   0.521814, 160375.960763
   0.525561, 162687.385328
   0.529308, 165015.347677
   0.533055, 167359.847810
   0.536802, 169720.885727
   0.540549, 172098.461428
   0.544296, 174492.574914
   0.548043, 176903.226184
   0.551789, 179330.415238
   0.555536, 181774.142076
   0.559283, 184234.406698
   0.563030, 186711.209105
   0.566777, 189204.549296
   0.570524, 191714.427270
   0.574271, 194240.843029
   0.578018, 196783.796573
   0.581764, 199343.287900
   0.585511, 201919.317012
   0.589258, 204511.883907
   0.593005, 207120.988587
   0.596752, 209746.631051
   0.600499, 212388.811300
   0.604246, 215047.529332
   0.607993, 217722.785149
   0.611740, 220414.578750
   0.615486, 223122.910135
   0.619233, 225847.779304
   0.622980, 228589.186257
   0.626727, 231347.130995
   0.630474, 234121.613516
   0.634221, 236912.633822
   0.637968, 239720.191912
   0.641715, 242544.287787
   0.645461, 245384.921445
   0.649208, 248242.092888
   0.652955, 251115.802114
   0.656702, 254006.049125
   0.660449, 256912.833920
   0.664196, 259836.156500
   0.667943, 262776.016863
   0.671690, 265732.415011
   0.675437, 268705.350943
   0.679183, 271694.824659
   0.682930, 274700.836159
   0.686677, 277723.385443
   0.690424, 280762.472512
   0.694171, 283818.097364
   0.697918, 286890.260001
   0.701665, 289978.960422
   0.705412, 293084.198628
   0.709158, 296205.974617
   0.712905, 299344.288391
   0.716652, 302499.139948
   0.720399, 305670.529290
   0.724146, 308858.456417
   0.727893, 312062.921327
   0.731640, 315283.924021
   0.735387, 318521.464500
   0.739133, 321775.542763
   0.742880, 325046.158810
   0.746627, 328333.312641
   0.750374, 331637.004256
   0.754121, 334957.233656
   0.757868, 338294.000840
   0.761615, 341647.305808
   0.765362, 345017.148560
   0.769109, 348403.529096
   0.772855, 351806.447416
   0.776602, 355225.903521
   0.780349, 358661.897410
   0.784096, 362114.429083
   0.787843, 365583.498540
   0.791590, 369069.105781
   0.795337, 372571.250807
   0.799084, 376089.933616
   0.802830, 379625.154210
   0.806577, 383176.912588
   0.810324, 386745.208750
   0.814071, 390330.042697
   0.817818, 393931.414427
   0.821565, 397549.323942
   0.825312, 401183.771241
   0.829059, 404834.756324
   0.832806, 408502.279191
   0.836552, 412186.339843
   0.840299, 415886.938278
   0.844046, 419604.074498
   0.847793, 423337.748502
   0.851540, 427087.960290
   0.855287, 430854.709862
   0.859034, 434637.997219
   0.862781, 438437.822360
   0.866527, 442254.185284
   0.870274, 446087.085993
   0.874021, 449936.524487
   0.877768, 453802.500764
   0.881515, 457685.014826
   0.885262, 461584.066671
   0.889009, 465499.656301
   0.892756, 469431.783715
   0.896503, 473380.448914
   0.900249, 477345.651896
   0.903996, 481327.392663
   0.907743, 485325.671213
   0.911490, 489340.487548
   0.915237, 493371.841668
   0.918984, 497419.733571
   0.922731, 501484.163258
   0.926478, 505565.130730
   0.930224, 509662.635986
   0.933971, 513776.679026
   0.937718, 517907.259850
   0.941465, 522054.378459
   0.945212, 526218.034851
   0.948959, 530398.229028
   0.952706, 534594.960989
   0.956453, 538808.230734
   0.960200, 543038.038263
   0.963946, 547284.383577
   0.967693, 551547.266674
   0.971440, 555826.687556
   0.975187, 560122.646222
   0.978934, 564435.142672
   0.982681, 568764.176906
   0.986428, 573109.748925
   0.990175, 577471.858728
   0.993921, 581850.506315
   0.997668, 586245.691686
   1.001415, 590657.414841
   1.005162, 595085.675780
   1.008909, 599530.474504
   1.012656, 603991.811012
   1.016403, 608469.685303
   1.020150, 612964.097380
   1.023897, 617475.047240
   1.027643, 622002.534884
   1.031390, 626546.560313
   1.035137, 631107.123526
   1.038884, 635684.224523
   1.042631, 640277.863304
   1.046378, 644888.039869
   1.050125, 649514.754219
   1.053872, 654158.006352
   1.057618, 658817.796270
   1.061365, 663494.123972
   1.065112, 668186.989459
   1.068859, 672896.392729
   1.072606, 677622.333784
   1.076353, 682364.812622
   1.080100, 687123.829245
   1.083847, 691899.383652
   1.087594, 696691.475844
   1.091340, 701500.105819
   1.095087, 706325.273579
   1.098834, 711166.979123
   1.102581, 716025.222451
   1.106328, 720900.003563
