Mach, Rate of Climb
   0.437413,    1.964238
   0.440874,    2.045705
   0.444334,    2.132878
   0.447795,    2.218864
   0.451255,    2.300584
   0.454716,    2.381516
   0.458176,    2.461489
   0.461637,    2.545699
   0.465097,    2.629740
   0.468558,    2.709179
   0.472018,    2.788828
   0.475478,    2.866003
   0.478939,    2.945699
   0.482399,    3.022578
   0.485860,    3.098398
   0.489320,    3.171624
   0.492781,    3.244022
   0.496241,    3.313798
   0.499702,    3.383248
   0.503162,    3.448959
   0.506623,    3.515601
   0.510083,    3.576573
   0.513544,    3.637885
   0.517004,    3.695776
   0.520465,    3.752510
   0.523925,    3.808475
   0.527386,    3.859240
   0.530846,    3.909723
   0.534306,    3.956558
   0.537767,    4.001979
   0.541227,    4.047943
   0.544688,    4.087640
   0.548148,    4.127381
   0.551609,    4.166666
   0.555069,    4.200960
   0.558530,    4.235573
   0.561990,    4.271947
   0.565451,    4.303894
   0.568911,    4.336092
   0.572372,    4.368543
   0.575832,    4.395277
   0.579293,    4.424960
   0.582753,    4.455284
   0.586214,    4.482221
   0.589674,    4.506588
   0.593135,    4.531044
   0.596595,    4.555201
   0.600055,    4.573296
   0.603516,    4.591230
   0.606976,    4.609146
   0.610437,    4.625931
   0.613897,    4.634575
   0.617358,    4.643065
   0.620818,    4.651402
   0.624279,    4.659337
   0.627739,    4.660774
   0.631200,    4.660522
   0.634660,    4.659996
   0.638121,    4.659197
   0.641581,    4.654134
   0.645042,    4.646532
   0.648502,    4.638787
   0.651963,    4.630671
   0.655423,    4.622181
   0.658883,    4.607702
   0.662344,    4.592852
   0.665804,    4.578753
   0.669265,    4.564201
   0.672725,    4.549195
   0.676186,    4.528917
   0.679646,    4.507750
   0.683107,    4.487216
   0.686567,    4.466149
   0.690028,    4.444549
   0.693488,    4.421155
   0.696949,    4.391708
   0.700409,    4.361286
   0.703870,    4.330223
   0.707330,    4.298517
   0.710791,    4.266164
   0.714251,    4.229698
   0.717712,    4.185864
   0.721172,    4.141250
   0.724632,    4.095854
   0.728093,    4.049673
   0.731553,    4.000154
   0.735014,    3.949148
   0.738474,    3.894406
   0.741935,    3.835440
   0.745395,    3.775558
   0.748856,    3.715821
   0.752316,    3.655300
   0.755777,    3.593867
   0.759237,    3.531520
   0.762698,    3.467546
   0.766158,    3.400988
   0.769619,    3.333474
   0.773079,    3.264984
   0.776540,    3.195516
   0.780000,    3.125209
