Speed (CAS), Rate of Climb
  99.854273, -144.521408
 101.651916, -210.068887
 103.449560, -278.864146
 105.247204, -350.958991
 107.044848, -426.405232
 108.842492, -505.254676
 110.640135, -587.559133
 112.437779, -669.914684
 114.235423, -714.170336
 116.033067, -367.499542
 117.830710,  -71.601521
 119.628354,   20.661258
 121.425998,   75.894700
 123.223642,  114.934974
 125.021286,  142.018295
 126.818929,  166.288611
 128.616573,  186.309222
 130.414217,  203.899209
 132.211861,  221.513395
 134.009505,  234.578904
 135.807148,  248.238514
 137.604792,  260.548977
 139.402436,  271.310060
 141.200080,  283.056495
 142.997723,  294.198000
 144.795367,  301.692375
 146.593011,  309.481437
 148.390655,  317.572680
 150.188299,  322.548280
 151.985942,  325.751118
 153.783586,  329.080172
 155.581230,  332.540552
 157.378874,  333.067910
 159.176517,  330.764642
 160.974161,  328.712069
 162.771805,  328.101626
 164.569449,  327.476119
 166.367093,  323.123736
 168.164736,  317.045293
 169.962380,  310.783720
 171.760024,  304.339832
 173.557668,  297.714450
 175.355312,  290.908390
 177.152955,  279.201867
 178.950599,  266.972591
 180.748243,  254.411153
 182.545887,  241.516802
 184.343530,  229.159338
 186.141174,  217.089552
 187.938818,  204.713637
 189.736462,  187.199090
 191.534106,  169.002426
 193.331749,  150.349605
 195.129393,  131.238474
 196.927037,  111.666881
 198.724681,   91.632672
 200.522325,   71.133695
 202.319968,   50.167797
 204.117612,   27.912606
 205.915256,    0.175764
 207.712900,  -26.994151
 209.510543,  -54.775104
 211.308187,  -83.170619
 213.105831, -112.184220
 214.903475, -141.819432
 216.701119, -172.079778
 218.498762, -202.968782
 220.296406, -234.489969
 222.094050, -266.646862
 223.891694, -299.442986
 225.689337, -335.807217
 227.486981, -374.940012
 229.284625, -414.115646
 231.082269, -453.076790
 232.879913, -492.790635
 234.677556, -533.261668
 236.475200, -574.494379
 238.272844, -616.493256
 240.070488, -659.262787
 241.868132, -702.807462
 243.665775, -747.131769
 245.463419, -792.240197
 247.261063, -838.137235
 249.058707, -884.827371
 250.856350, -932.315095
 252.653994, -980.044958
 254.451638, -1030.774822
 256.249282, -1084.664158
 258.046926, -1139.458547
 259.844569, -1195.163177
 261.642213, -1251.783239
 263.439857, -1309.323922
 265.237501, -1367.790416
 267.035145, -1427.187911
 268.832788, -1487.521596
 270.630432, -1548.796661
 272.428076, -1611.018296
 274.225720, -1674.167806
 276.023363, -1738.207177
 277.821007, -1803.207494
