alpha body, Static Stability Margin
 -10.000000,   -0.050340
  -9.090909,   -0.045554
  -8.181818,   -0.035918
  -7.272727,   -0.028632
  -6.363636,   -0.016297
  -5.454545,   -0.003778
  -4.545455,    0.001451
  -3.636364,    0.006787
  -2.727273,    0.044322
  -1.818182,    0.024048
  -0.909091,   -0.027900
  -0.000000,   -0.021425
   0.909091,   -0.014519
   1.818182,   -0.007301
   2.727273,   -0.000105
