CD, CL
   0.029502,   -0.123375
   0.029195,   -0.064869
   0.029359,   -0.006330
   0.029997,    0.052242
   0.031111,    0.110850
   0.032706,    0.169495
   0.034783,    0.228175
   0.037345,    0.286890
   0.040398,    0.345641
   0.043940,    0.404430
   0.047978,    0.463260
   0.052513,    0.522128
   0.057545,    0.581034
   0.063076,    0.639979
   0.069111,    0.698963
   0.075651,    0.757992
   0.082695,    0.817061
   0.090248,    0.876171
   0.098314,    0.935322
   0.106893,    0.994514
   0.115990,    1.053754
   0.125605,    1.113037
   0.135745,    1.172362
   0.146406,    1.231730
   0.157595,    1.291146
   0.169334,    1.351072
   0.181745,    1.413695
   0.194729,    1.476318
   0.208284,    1.538938
   0.222336,    1.600929
