CD, CL
   0.029732,   -0.176884
   0.029425,   -0.118378
   0.029590,   -0.059839
   0.030227,   -0.001267
   0.031341,    0.057341
   0.032937,    0.115986
   0.035013,    0.174666
   0.037575,    0.233381
   0.040628,    0.292132
   0.044171,    0.350922
   0.048209,    0.409752
   0.052743,    0.468619
   0.057775,    0.527525
   0.063306,    0.586470
   0.069341,    0.645454
   0.075881,    0.704483
   0.082925,    0.763552
   0.090478,    0.822662
   0.098544,    0.881813
   0.107124,    0.941005
   0.116220,    1.000245
   0.125836,    1.059528
   0.135975,    1.118853
   0.146636,    1.178222
   0.157825,    1.237637
   0.169564,    1.297563
   0.181975,    1.360187
   0.194959,    1.422809
   0.208515,    1.485429
   0.222566,    1.547420
