CD, CL
   0.032201,   -0.271141
   0.031894,   -0.212635
   0.032059,   -0.154096
   0.032696,   -0.095524
   0.033810,   -0.036917
   0.035406,    0.021728
   0.037482,    0.080408
   0.040044,    0.139124
   0.043097,    0.197875
   0.046640,    0.256664
   0.050678,    0.315494
   0.055212,    0.374362
   0.060244,    0.433268
   0.065775,    0.492212
   0.071810,    0.551197
   0.078350,    0.610226
   0.085394,    0.669295
   0.092948,    0.728404
   0.101013,    0.787555
   0.109593,    0.846748
   0.118689,    0.905988
   0.128305,    0.965270
   0.138444,    1.024596
   0.149105,    1.083964
   0.160294,    1.143379
   0.172033,    1.203305
   0.184444,    1.265929
   0.197428,    1.328551
   0.210984,    1.391171
   0.225035,    1.453162
