CD, CL
   0.029506,   -0.010333
   0.029199,    0.048173
   0.029363,    0.106712
   0.030001,    0.165284
   0.031115,    0.223892
   0.032710,    0.282537
   0.034787,    0.341217
   0.037349,    0.399932
   0.040402,    0.458683
   0.043944,    0.517472
   0.047982,    0.576302
   0.052517,    0.635170
   0.057549,    0.694076
   0.063080,    0.753021
   0.069115,    0.812005
   0.075655,    0.871034
   0.082699,    0.930103
   0.090252,    0.989213
   0.098318,    1.048364
   0.106897,    1.107556
   0.115994,    1.166796
   0.125609,    1.226079
   0.135749,    1.285404
   0.146410,    1.344772
   0.157599,    1.404188
   0.169338,    1.464114
   0.181749,    1.526737
   0.194733,    1.589360
   0.208288,    1.651980
   0.222340,    1.713971
