CD, CL
   0.031352,   -0.237094
   0.031045,   -0.178587
   0.031209,   -0.120048
   0.031847,   -0.061476
   0.032961,   -0.002869
   0.034556,    0.055776
   0.036633,    0.114456
   0.039195,    0.173171
   0.042248,    0.231923
   0.045790,    0.290712
   0.049828,    0.349542
   0.054363,    0.408410
   0.059395,    0.467316
   0.064926,    0.526260
   0.070961,    0.585244
   0.077501,    0.644273
   0.084545,    0.703343
   0.092098,    0.762452
   0.100164,    0.821603
   0.108743,    0.880796
   0.117840,    0.940036
   0.127455,    0.999318
   0.137595,    1.058643
   0.148256,    1.118012
   0.159445,    1.177427
   0.171184,    1.237353
   0.183595,    1.299977
   0.196579,    1.362599
   0.210134,    1.425219
   0.224185,    1.487210
