CD, CL
   0.030117,   -0.218047
   0.029810,   -0.159541
   0.029975,   -0.101002
   0.030612,   -0.042430
   0.031726,    0.016178
   0.033322,    0.074823
   0.035398,    0.133503
   0.037960,    0.192218
   0.041013,    0.250970
   0.044556,    0.309759
   0.048594,    0.368589
   0.053128,    0.427456
   0.058160,    0.486362
   0.063691,    0.545307
   0.069726,    0.604291
   0.076266,    0.663320
   0.083310,    0.722389
   0.090864,    0.781499
   0.098929,    0.840650
   0.107509,    0.899842
   0.116605,    0.959082
   0.126221,    1.018365
   0.136360,    1.077690
   0.147021,    1.137059
   0.158210,    1.196474
   0.169949,    1.256400
   0.182360,    1.319024
   0.195344,    1.381646
   0.208900,    1.444266
   0.222951,    1.506257
