V/VsTO, Thrust - Yawing Moment
   0.331173, 16023.506404
   0.334382, 16335.455408
   0.337590, 16650.411754
   0.340798, 16968.375440
   0.344006, 17289.346468
   0.347214, 17613.324838
   0.350422, 17940.310548
   0.353630, 18270.303600
   0.356839, 18603.303993
   0.360047, 18939.311728
   0.363255, 19278.326804
   0.366463, 19620.349221
   0.369671, 19965.378979
   0.372879, 20313.416079
   0.376087, 20664.460520
   0.379296, 21018.512302
   0.382504, 21375.571426
   0.385712, 21735.637891
   0.388920, 22098.711697
   0.392128, 22464.792844
   0.395336, 22833.881333
   0.398544, 23205.977163
   0.401753, 23581.080334
   0.404961, 23959.190847
   0.408169, 24340.308701
   0.411377, 24724.433896
   0.414585, 25111.566433
   0.417793, 25501.706311
   0.421001, 25894.853530
   0.424209, 26291.008090
   0.427418, 26690.169992
   0.430626, 27092.339235
   0.433834, 27497.515819
   0.437042, 27905.699745
   0.440250, 28316.891012
   0.443458, 28731.089620
   0.446666, 29148.295569
   0.449875, 29568.508860
   0.453083, 29991.729492
   0.456291, 30417.957466
   0.459499, 30847.192780
   0.462707, 31279.435436
   0.465915, 31714.685434
   0.469123, 32152.942772
   0.472332, 32594.207452
   0.475540, 33038.479473
   0.478748, 33485.758836
   0.481956, 33936.045540
   0.485164, 34389.339585
   0.488372, 34845.640971
   0.491580, 35304.949699
   0.494789, 35767.265768
   0.497997, 36232.589178
   0.501205, 36700.919930
   0.504413, 37172.258022
   0.507621, 37646.603457
   0.510829, 38123.956232
   0.514037, 38604.316349
   0.517246, 39087.683807
   0.520454, 39574.058606
   0.523662, 40063.440747
   0.526870, 40555.830229
   0.530078, 41051.227052
   0.533286, 41549.631217
   0.536494, 42051.042722
   0.539702, 42555.461569
   0.542911, 43062.887758
   0.546119, 43573.321288
   0.549327, 44086.762159
   0.552535, 44603.210371
   0.555743, 45122.665925
   0.558951, 45645.128819
   0.562159, 46170.599056
   0.565368, 46699.076633
   0.568576, 47230.561552
   0.571784, 47765.053812
   0.574992, 48302.553413
   0.578200, 48843.060356
   0.581408, 49386.574640
   0.584616, 49933.096265
   0.587825, 50482.625232
   0.591033, 51035.161540
   0.594241, 51590.705189
   0.597449, 52149.256180
   0.600657, 52710.814511
   0.603865, 53275.380184
   0.607073, 53842.953199
   0.610282, 54413.533554
   0.613490, 54987.121251
   0.616698, 55563.716290
   0.619906, 56143.318669
   0.623114, 56725.928390
   0.626322, 57311.545452
   0.629530, 57900.169856
   0.632739, 58491.801600
   0.635947, 59086.440686
   0.639155, 59684.087114
   0.642363, 60284.740882
   0.645571, 60888.401992
   0.648779, 61495.070444
   0.651987, 62104.746236
   0.655195, 62717.429370
   0.658404, 63333.119845
   0.661612, 63951.817661
   0.664820, 64573.522819
   0.668028, 65198.235318
   0.671236, 65825.955158
